Source,Target,nature_lien,label
aves_aa_4R_auth_0028,1430,conseiller_des_constructeurs_de_bateaux,"klige, hug"
aves_aa_4R_auth_0039,1430,conseiller_des_forgerons,"trüchtersheim, von, eberhart"
aves_aa_4R_auth_0107,1430,conseiller_des_cabaretiers,"spirer, anshelm"
aves_aa_4R_auth_0139,1430,ammeister,"schanlit, claus"
aves_aa_4R_auth_0234,1430,conseiller_des_sauniers,"saltzmütter, dietrich"
aves_aa_4R_auth_0250,1430,conseiller_des_bouchers,"bechtolt, johanns"
aves_aa_4R_auth_0253,1430,conseiller_des_tonneliers,"göffde, von, claus"
aves_aa_4R_auth_0297,1430,conseiller_des_jardiniers,"kilwart, johanns"
aves_aa_4R_auth_0300,1430,conseiller_des_tisserands,"basel, von, diebolt"
aves_aa_4R_auth_0347,1430,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,", bechtolt"
aves_aa_4R_auth_0358,1430,conseiller_des_charrons,"rheinstett, von, fritsch"
aves_aa_4R_auth_0369,1430,conseiller_des_regrattiers_cordiers_et_fruitiers,"wissemburg, johanns"
aves_aa_4R_auth_0371,1430,conseiller_des_boulangers,"linzer, claus"
aves_aa_4R_auth_0372,1430,conseiller_des_drapiers,"armbruster, konrat"
aves_aa_4R_auth_0386,1430,conseiller_des_marchands,"riffe, adam"
aves_aa_4R_auth_0402,1430,conseiller_des_pelletiers,"wingersheim, dielmann"
aves_aa_4R_auth_0403,1430,conseiller_des_charpentiers,", michel"
aves_aa_4R_auth_0404,1430,conseiller_des_crieurs_et_mesureurs_de_vin,"volmar, fritsch"
aves_aa_4R_auth_0405,1430,conseiller_des_cordonniers,"reimbolt, "
aves_aa_4R_auth_0454,1430,conseiller_des_tanneurs,"bitsch, johanns"
aves_aa_4R_auth_0455,1430,conseiller_des_maçons,"klein, johanns"
aves_aa_4R_auth_0456,1430,conseiller_des_tailleurs,"weinbeck, heinrich"
aves_aa_4R_auth_0457,1430,conseiller_des_bateliers,"desche, heinrich"
aves_aa_4R_auth_0458,1430,conseiller_des_orfevres,"kiebel, johanns"
aves_aa_4R_auth_0459,1430,conseiller_des_marchands_de_grains,"speich, andres"
aves_aa_4R_auth_0460,1430,conseiller_des_pêcheurs,"pfaffe, claus"
aves_aa_4R_auth_0461,1430,conseiller_des_barbiers_et_baigneurs,", konrat"
aves_aa_4R_auth_0462,1430,conseiller_des_gourmets_et_courtiers,"binnting, walther"
aves_aa_4R_auth_0463,1430,conseiller_des_coltineurs_de_tonneaux,", gabriel"
aves_aa_4R_auth_0082,1431,conseiller_des_boulangers,"geispoltzheim, von, jacob"
aves_aa_4R_auth_0113,1431,conseiller_des_cordonniers,"pfau, johanns"
aves_aa_4R_auth_0131,1431,conseiller_des_marchands_de_grains,"melbrühe, claus"
aves_aa_4R_auth_0137,1431,conseiller_des_marchands,"riffe, peter"
aves_aa_4R_auth_0176,1431,conseiller_des_charrons,"dreitzehn, hug"
aves_aa_4R_auth_0188,1431,conseiller_des_tisserands,"renner, diebolt"
