Source,Target,nature_lien,label
aves_aa_4R_auth_0587,1480,conseiller_des_charrons,"claus, johanns"
aves_aa_4R_auth_0608,1480,conseiller_des_tanneurs,"vendenheim, johanns"
aves_aa_4R_auth_0764,1480,conseiller_des_cabaretiers,"messner, adam"
aves_aa_4R_auth_0774,1480,conseiller_des_sauniers,"medinger, heinrich"
aves_aa_4R_auth_0781,1480,conseiller_des_marchands_de_grains,"schott, peter"
aves_aa_4R_auth_0801,1480,ammeister,"berse, von, johanns"
aves_aa_4R_auth_0802,1480,conseiller_des_bouchers,"kerling, marx"
aves_aa_4R_auth_0806,1480,conseiller_des_jardiniers,"ersam, andres"
aves_aa_4R_auth_0819,1480,conseiller_des_barbiers_et_baigneurs,"schedeler, johanns"
aves_aa_4R_auth_0827,1480,conseiller_des_bateliers,"berlin, johanns"
aves_aa_4R_auth_0830,1480,conseiller_des_forgerons,"ammeister, lienhart"
aves_aa_4R_auth_0839,1480,conseiller_des_pelletiers,"slapp, johanns"
aves_aa_4R_auth_0842,1480,conseiller_des_cordonniers,"burkhart, johanns"
aves_aa_4R_auth_0869,1480,conseiller_des_marchands,"rottweil, von, johanns-erhart"
aves_aa_4R_auth_0870,1480,conseiller_des_drapiers,"hohenburg, von, götze"
aves_aa_4R_auth_0871,1480,conseiller_des_orfevres,"frankfurt, von, johanns"
aves_aa_4R_auth_0873,1480,conseiller_des_tailleurs,"müller, heinrich"
aves_aa_4R_auth_0876,1480,conseiller_des_pêcheurs,"bülle, johanns"
aves_aa_4R_auth_0878,1480,conseiller_des_tisserands,"wile, von, konrat"
aves_aa_4R_auth_0879,1480,conseiller_des_charpentiers,"morsmünster, von, peter"
aves_aa_4R_auth_0880,1480,conseiller_des_boulangers,"waldener, johanns"
aves_aa_4R_auth_0881,1480,conseiller_des_tonneliers,"dahlheim, anthenie"
aves_aa_4R_auth_0882,1480,conseiller_des_gourmets_et_courtiers,"beger, johanns"
aves_aa_4R_auth_0883,1480,conseiller_des_regrattiers_cordiers_et_fruitiers,"schwencker, heinrich"
aves_aa_4R_auth_0884,1480,conseiller_des_maçons,"morsmünster, von, gangolff"
aves_aa_4R_auth_0608,1481,conseiller_des_tanneurs,"vendenheim, johanns"
aves_aa_4R_auth_0629,1481,conseiller_des_marchands,"riffe, konrat"
aves_aa_4R_auth_0735,1481,conseiller_des_sauniers,"herbst, johanns"
aves_aa_4R_auth_0741,1481,conseiller_des_charpentiers,"scholle, bernhart"
aves_aa_4R_auth_0763,1481,ammeister,"ammelung, jacob"
aves_aa_4R_auth_0777,1481,conseiller_des_cabaretiers,"rohr, von, walther"
aves_aa_4R_auth_0779,1481,conseiller_des_pelletiers,"meiger, johanns"
aves_aa_4R_auth_0806,1481,conseiller_des_jardiniers,"ersam, andres"
aves_aa_4R_auth_0812,1481,conseiller_des_marchands_de_grains,"bietenheim, sifrit"
aves_aa_4R_auth_0816,1481,conseiller_des_bouchers,"offenburg, bechtolt"
aves_aa_4R_auth_0819,1481,conseiller_des_barbiers_et_baigneurs,"schedeler, johanns"
aves_aa_4R_auth_0827,1481,conseiller_des_bateliers,"berlin, johanns"
aves_aa_4R_auth_0830,1481,conseiller_des_forgerons,"ammeister, lienhart"
aves_aa_4R_auth_0842,1481,conseiller_des_cordonniers,"burkhart, johanns"
aves_aa_4R_auth_0849,1481,conseiller_des_tailleurs,"vogelsberg, bechtolt"
aves_aa_4R_auth_0862,1481,conseiller_des_drapiers,"armbruster, konrat"
aves_aa_4R_auth_0880,1481,conseiller_des_boulangers,"waldener, johanns"
aves_aa_4R_auth_0881,1481,conseiller_des_tonneliers,"dahlheim, anthenie"
aves_aa_4R_auth_0882,1481,conseiller_des_gourmets_et_courtiers,"beger, johanns"
aves_aa_4R_auth_0883,1481,conseiller_des_regrattiers_cordiers_et_fruitiers,"schwencker, heinrich"
aves_aa_4R_auth_0884,1481,conseiller_des_maçons,"morsmünster, von, gangolff"
aves_aa_4R_auth_0885,1481,conseiller_des_orfevres,"happmacher, andres"
aves_aa_4R_auth_0886,1481,conseiller_des_pêcheurs,"burggraf, wirich"
aves_aa_4R_auth_0887,1481,conseiller_des_charrons,"rebestock, marx"
aves_aa_4R_auth_0888,1481,conseiller_des_tisserands,"mornhinweg, johanns"
aves_aa_4R_auth_0608,1482,conseiller_des_tanneurs,"vendenheim, johanns"
aves_aa_4R_auth_0629,1482,conseiller_des_marchands,"riffe, konrat"
aves_aa_4R_auth_0741,1482,conseiller_des_charpentiers,"scholle, bernhart"
aves_aa_4R_auth_0747,1482,conseiller_des_maçons,"leitgast, johanns"
aves_aa_4R_auth_0769,1482,conseiller_des_tonneliers,"seelig, andres"
aves_aa_4R_auth_0775,1482,conseiller_des_gourmets_et_courtiers,"odratzheim, von, johanns"
aves_aa_4R_auth_0777,1482,conseiller_des_cabaretiers,"rohr, von, walther"
aves_aa_4R_auth_0779,1482,conseiller_des_pelletiers,"meiger, johanns"
aves_aa_4R_auth_0781,1482,ammeister,"schott, peter"
aves_aa_4R_auth_0802,1482,conseiller_des_bouchers,"kerling, marx"
aves_aa_4R_auth_0812,1482,conseiller_des_marchands_de_grains,"bietenheim, sifrit"
aves_aa_4R_auth_0815,1482,conseiller_des_boulangers,"ottemann, diebolt"
aves_aa_4R_auth_0821,1482,conseiller_des_regrattiers_cordiers_et_fruitiers,"gemersheim, von, laurentz"
aves_aa_4R_auth_0828,1482,conseiller_des_sauniers,"renner, claus"
aves_aa_4R_auth_0849,1482,conseiller_des_tailleurs,"vogelsberg, bechtolt"
aves_aa_4R_auth_0862,1482,conseiller_des_drapiers,"armbruster, konrat"
aves_aa_4R_auth_0885,1482,conseiller_des_orfevres,"happmacher, andres"
aves_aa_4R_auth_0886,1482,conseiller_des_pêcheurs,"burggraf, wirich"
aves_aa_4R_auth_0887,1482,conseiller_des_charrons,"rebestock, marx"
aves_aa_4R_auth_0888,1482,conseiller_des_tisserands,"mornhinweg, johanns"
aves_aa_4R_auth_0889,1482,conseiller_des_bateliers,"hohenburg, von, götze"
aves_aa_4R_auth_0890,1482,conseiller_des_forgerons,"trüchtersheim, von, ruhlemann"
