Source,Target,nature_lien,label
aves_aa_4R_auth_0082,1440,conseiller_des_boulangers,"geispoltzheim, von, jacob"
aves_aa_4R_auth_0139,1440,ammeister,"schanlit, claus"
aves_aa_4R_auth_0234,1440,conseiller_des_sauniers,"saltzmütter, dietrich"
aves_aa_4R_auth_0268,1440,conseiller_des_tonneliers,"vetter, claus"
aves_aa_4R_auth_0332,1440,conseiller_des_forgerons,"trüchtersheim, von, ruhlemann"
aves_aa_4R_auth_0372,1440,conseiller_des_drapiers,"armbruster, konrat"
aves_aa_4R_auth_0375,1440,conseiller_des_bateliers,"schalk, obrecht"
aves_aa_4R_auth_0386,1440,conseiller_des_marchands,"riffe, adam"
aves_aa_4R_auth_0412,1440,conseiller_des_tanneurs,"kücheler, bartholomeus"
aves_aa_4R_auth_0446,1440,conseiller_des_pelletiers,"bleiweger, diebolt"
aves_aa_4R_auth_0450,1440,conseiller_des_tisserands,"koch, johanns"
aves_aa_4R_auth_0455,1440,conseiller_des_maçons,"klein, johanns"
aves_aa_4R_auth_0470,1440,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,"mentz, von, "
aves_aa_4R_auth_0476,1440,conseiller_des_jardiniers,"klaue, jacob"
aves_aa_4R_auth_0523,1440,conseiller_des_charpentiers,"rippel, michel"
aves_aa_4R_auth_0524,1440,conseiller_des_crieurs_et_mesureurs_de_vin,", johanns"
aves_aa_4R_auth_0544,1440,conseiller_des_bouchers,"bechtolt, wilhelm"
aves_aa_4R_auth_0545,1440,conseiller_des_cabaretiers,"baumgarter, erhart"
aves_aa_4R_auth_0546,1440,conseiller_des_tailleurs,"zerig, sifrit"
aves_aa_4R_auth_0547,1440,conseiller_des_cordonniers,"lahr, von, mathis"
aves_aa_4R_auth_0548,1440,conseiller_des_orfevres,"ott, johanns"
aves_aa_4R_auth_0549,1440,conseiller_des_marchands_de_grains,"stumpf, johanns"
aves_aa_4R_auth_0550,1440,conseiller_des_pêcheurs,"fachmann, claus"
aves_aa_4R_auth_0551,1440,conseiller_des_barbiers_et_baigneurs,"molsheim, von, johanns"
aves_aa_4R_auth_0552,1440,conseiller_des_gourmets_et_courtiers,"klaumann, claus"
aves_aa_4R_auth_0553,1440,conseiller_des_charrons,"spielmann, johanns"
aves_aa_4R_auth_0554,1440,conseiller_des_regrattiers_cordiers_et_fruitiers,"schwencker, johanns"
aves_aa_4R_auth_0555,1440,conseiller_des_coltineurs_de_tonneaux,"dürningen, von, sigel"
aves_aa_4R_auth_0556,1440,conseiller_des_constructeurs_de_bateaux,"klige, küntz"
aves_aa_4R_auth_0082,1441,ammeister,"geispoltzheim, von, jacob"
aves_aa_4R_auth_0318,1441,conseiller_des_cabaretiers,"dossenheim, hug"
aves_aa_4R_auth_0325,1441,conseiller_des_charrons,"träger, oberlin"
aves_aa_4R_auth_0333,1441,conseiller_des_tailleurs,"zoller, johanns"
aves_aa_4R_auth_0336,1441,conseiller_des_cordonniers,"üsenberg, heintz"
aves_aa_4R_auth_0357,1441,conseiller_des_sauniers,"trachenfeils, lienhart"
aves_aa_4R_auth_0371,1441,conseiller_des_boulangers,"linzer, claus"
aves_aa_4R_auth_0381,1441,conseiller_des_marchands_de_grains,"kesselring, johanns"
aves_aa_4R_auth_0392,1441,conseiller_des_bateliers,"ammelung, johanns"
aves_aa_4R_auth_0449,1441,conseiller_des_barbiers_et_baigneurs,"rohrer, marx"
aves_aa_4R_auth_0452,1441,conseiller_des_constructeurs_de_bateaux,"hettemann, johanns"
aves_aa_4R_auth_0453,1441,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,"kempf, claus"
aves_aa_4R_auth_0463,1441,conseiller_des_coltineurs_de_tonneaux,", gabriel"
aves_aa_4R_auth_0485,1441,conseiller_des_charpentiers,"winsticher, erhart"
aves_aa_4R_auth_0512,1441,conseiller_des_crieurs_et_mesureurs_de_vin,"hechde, johanns"
aves_aa_4R_auth_0513,1441,conseiller_des_jardiniers,"duntzenheim, claus"
aves_aa_4R_auth_0535,1441,conseiller_des_forgerons,"meiger, heinrich"
aves_aa_4R_auth_0557,1441,conseiller_des_marchands,"wormser, jacob"
aves_aa_4R_auth_0558,1441,conseiller_des_bouchers,"berse, von, konrat"
aves_aa_4R_auth_0559,1441,conseiller_des_tonneliers,"brettler, johanns"
aves_aa_4R_auth_0560,1441,conseiller_des_drapiers,"odratzheim, johanns"
aves_aa_4R_auth_0561,1441,conseiller_des_tanneurs,"issenhausen, von, erhart"
aves_aa_4R_auth_0562,1441,conseiller_des_maçons,"zabern, von, sifrit"
aves_aa_4R_auth_0563,1441,conseiller_des_pelletiers,"spirer, diebolt"
aves_aa_4R_auth_0564,1441,conseiller_des_orfevres,"freiburger, jacob"
