Source,Target,nature_lien,label
aves_aa_4R_auth_0484,1460,conseiller_des_drapiers,"bidermann, claus"
aves_aa_4R_auth_0528,1460,conseiller_des_sauniers,"trachenfeils, johanns"
aves_aa_4R_auth_0537,1460,conseiller_des_marchands_de_grains,"birbaum, heinrich"
aves_aa_4R_auth_0540,1460,conseiller_des_tisserands,"spiegel, johanns"
aves_aa_4R_auth_0541,1460,conseiller_des_gourmets_et_courtiers,"brant, diebolt"
aves_aa_4R_auth_0557,1460,ammeister,"wormser, jacob"
aves_aa_4R_auth_0581,1460,conseiller_des_tanneurs,"minner, johanns"
aves_aa_4R_auth_0600,1460,conseiller_des_bateliers,"brettler, heinrich"
aves_aa_4R_auth_0636,1460,conseiller_des_constructeurs_de_bateaux,"hettemann, diebolt"
aves_aa_4R_auth_0648,1460,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,"marckoltzheim, von, johanns"
aves_aa_4R_auth_0654,1460,conseiller_des_orfevres,"hertzog, johanns"
aves_aa_4R_auth_0655,1460,conseiller_des_jardiniers,"ersam, johanns"
aves_aa_4R_auth_0682,1460,conseiller_des_bouchers,"berse, von, claus"
aves_aa_4R_auth_0699,1460,conseiller_des_pêcheurs,"sankt-arbogast, ulrich"
aves_aa_4R_auth_0700,1460,conseiller_des_regrattiers_cordiers_et_fruitiers,"herbst, claus"
aves_aa_4R_auth_0702,1460,conseiller_des_boulangers,"burer, ulrich"
aves_aa_4R_auth_0709,1460,conseiller_des_cordonniers,"wolff, claus"
aves_aa_4R_auth_0738,1460,conseiller_des_cabaretiers,"duntzenheim, konrat"
aves_aa_4R_auth_0739,1460,conseiller_des_tailleurs,"schlecht, johanns"
aves_aa_4R_auth_0740,1460,conseiller_des_pelletiers,"brant, johanns"
aves_aa_4R_auth_0741,1460,conseiller_des_charpentiers,"scholle, bernhart"
aves_aa_4R_auth_0742,1460,conseiller_des_crieurs_et_mesureurs_de_vin,"bintz, claus"
aves_aa_4R_auth_0743,1460,conseiller_des_charrons,"schertzheim, johanns"
aves_aa_4R_auth_0744,1460,conseiller_des_coltineurs_de_tonneaux,"illkirch, von, laurentz"
