Id,Label,Cat
aves_aa_4R_auth_0478,"brechter, bechtolt",personne
aves_aa_4R_auth_0479,"leistmann, dietrich",personne
aves_aa_4R_auth_0480,,personne
aves_aa_4R_auth_0481,"hechde, johanns",personne
aves_aa_4R_auth_0482,"diebolt, johanns",personne
aves_aa_4R_auth_0483,"hirtzfelder, johanns",personne
aves_aa_4R_auth_0484,"träger, johanns",personne
aves_aa_4R_auth_0485,"sturm, erhart",personne
aves_aa_4R_auth_0486,"herrenstein, johanns",personne
aves_aa_4R_auth_0487,,personne
aves_aa_4R_auth_0488,,personne
aves_aa_4R_auth_0489,"bösch, friedrich",personne
aves_aa_4R_auth_0490,"schnabel, heinrich",personne
aves_aa_4R_auth_0491,"lamprecht, peter",personne
aves_aa_4R_auth_0492,"oberkirch, von, johanns",personne
aves_aa_4R_auth_0493,"trachenfeils, johanns",personne
aves_aa_4R_auth_0494,"könig, claus",personne
aves_aa_4R_auth_0495,"seger, johanns",personne
aves_aa_4R_auth_0496,"liebkint, oberlin",personne
aves_aa_4R_auth_0497,"ernoltzheim, von, claus",personne
aves_aa_4R_auth_0498,"böschwiller, claus",personne
aves_aa_4R_auth_0499,"ettenheim, von, mathis",personne
aves_aa_4R_auth_0500,"berner, frantz",personne
aves_aa_4R_auth_0501,"birbaum, heinrich",personne
aves_aa_4R_auth_0502,"steinstrasse, an der, khurin",personne
aves_aa_4R_auth_0503,"graff, anshelm",personne
aves_aa_4R_auth_0504,"spiegel, johanns",personne
aves_aa_4R_auth_0505,"brant, diebolt",personne
aves_aa_4R_auth_0506,"gerbot, peter",personne
aves_aa_4R_auth_0507,"bechtolt, wilhelm",personne
aves_aa_4R_auth_0508,"baumgarter, erhart",personne
aves_aa_4R_auth_0509,"zerig, sifrit",personne
aves_aa_4R_auth_0510,"lahr, von, mathis",personne
aves_aa_4R_auth_0511,"ott, johanns",personne
aves_aa_4R_auth_0512,"stumpf, johanns",personne
aves_aa_4R_auth_0513,"fachmann, claus",personne
aves_aa_4R_auth_0514,"molsheim, von, johanns",personne
aves_aa_4R_auth_0515,"klaumann, claus",personne
aves_aa_4R_auth_0516,"spielmann, johanns",personne
aves_aa_4R_auth_0517,"schwicker, johanns",personne
aves_aa_4R_auth_0518,"dürningen, von, sigel",personne
aves_aa_4R_auth_0519,"klige, küntz",personne
aves_aa_4R_auth_0520,"wormser, jacob",personne
aves_aa_4R_auth_0521,"berse, von, konrat",personne
aves_aa_4R_auth_0522,"brettler, johanns",personne
aves_aa_4R_auth_0523,"odratzheim, johanns",personne
aves_aa_4R_auth_0524,"issenhausen, von, erhart",personne
aves_aa_4R_auth_0525,"zabern, von, sifrit",personne
aves_aa_4R_auth_0526,"spirer, diebolt",personne
aves_aa_4R_auth_0527,"freiburger, jacob",personne
aves_aa_4R_auth_0528,"hage, walther",personne
aves_aa_4R_auth_0529,"kork, von, peter",personne
aves_aa_4R_auth_0530,"schuttern, von, wilhelm",personne
aves_aa_4R_auth_0531,"gemersheim, von, johanns",personne
aves_aa_4R_auth_0532,"meistersheim, johanns",personne
aves_aa_4R_auth_0533,"wormser, völtz",personne
aves_aa_4R_auth_0534,"walt, johanns",personne
aves_aa_4R_auth_0535,"schmalriem, adolff",personne
aves_aa_4R_auth_0536,"hirt, johanns",personne
aves_aa_4R_auth_0537,"brümath, von, peter",personne
aves_aa_4R_auth_0538,"sasbach, konrat",personne
aves_aa_4R_auth_0539,"hesse, johanns",personne
aves_aa_4R_auth_0540,"hügeler, bechtolt",personne
aves_aa_4R_auth_0541,"happmacher, andres",personne
aves_aa_4R_auth_0542,"haslach von, mathis",personne
aves_aa_4R_auth_0543,"holtzhauser, heintz",personne
aves_aa_4R_auth_0544,"minner, johanns",personne
aves_aa_4R_auth_0545,"lumbart, stefan",personne
aves_aa_4R_auth_0546,"wissensee, claus",personne
aves_aa_4R_auth_0547,"melbrühe, johanns",personne
aves_aa_4R_auth_0548,"seidenfaden, friedrich",personne
aves_aa_4R_auth_0549,"claus, johanns",personne
aves_aa_4R_auth_0550,"gottfriet, fritsch",personne
aves_aa_4R_auth_0551,"baumgarter, claus",personne
aves_aa_4R_auth_0552,"weidemann, johanns",personne
aves_aa_4R_auth_0553,"studel, johanns",personne
aves_aa_4R_auth_0554,"schlettstadt, von, johanns",personne
aves_aa_4R_auth_0555,"sankt-thoman, walther",personne
aves_aa_4R_auth_0556,"trachenfeils, diebolt",personne
aves_aa_4R_auth_0557,"lampertheim, von, ulrich",personne
aves_aa_4R_auth_0558,"barpfennig, rudolff",personne
aves_aa_4R_auth_0559,"reimbolt, diebolt",personne
aves_aa_4R_auth_0560,"bellheim, von, claus",personne
aves_aa_4R_auth_0561,"brettler, heinrich",personne
aves_aa_4R_auth_0562,"pfaffe, johanns",personne
aves_aa_4R_auth_0563,"wile, von, johanns",personne
aves_aa_4R_auth_0564,"förster, symont",personne
aves_aa_4R_auth_0565,"sachsen, stefan",personne
aves_aa_4R_auth_0566,"dürr, walther",personne
aves_aa_4R_auth_0567,"vendenheim, johanns",personne
aves_aa_4R_auth_0568,"molsheim, von, michel",personne
aves_aa_4R_auth_0569,"spirer, johanns",personne
aves_aa_4R_auth_0570,"griffe, heinrich",personne
aves_aa_4R_auth_0571,"lusche, claus",personne
aves_aa_4R_auth_0572,"wurtzgarten, johanns",personne
aves_aa_4R_auth_0573,"seiler, zum, johanns",personne
aves_aa_4R_auth_0574,"bellheim, von, jacob",personne
aves_aa_4R_auth_0575,"bisinger, heinrich",personne
aves_aa_4R_auth_0576,"ganser, michel",personne
aves_aa_4R_auth_0577,"müseler, reimbolt",personne
aves_aa_4R_auth_0578,"götze, johanns",personne
aves_aa_4R_auth_0579,"ross, johanns",personne
aves_aa_4R_auth_0580,,personne
aves_aa_4R_auth_0581,"mönchelin, bernhart",personne
aves_aa_4R_auth_0582,"thann, von, johanns",personne
aves_aa_4R_auth_0583,"klammann, oswalt",personne
aves_aa_4R_auth_0584,"rhein, zum, johanns",personne
aves_aa_4R_auth_0585,"kiebel, ulrich",personne
aves_aa_4R_auth_0586,"riffe, konrat",personne
aves_aa_4R_auth_0587,"erfurt, von, claus",personne
aves_aa_4R_auth_0588,"geispoltzheim, von, wilhelm",personne
aves_aa_4R_auth_0589,"zweibrücken, von, johanns",personne
aves_aa_4R_auth_0590,"ernst, martin",personne
aves_aa_4R_auth_0591,"trense, johanns",personne
aves_aa_4R_auth_0592,"sundheim, michel",personne
aves_aa_4R_auth_0593,"hettemann, diebolt",personne
aves_aa_4R_auth_0594,"wormser, bernhart",personne
aves_aa_4R_auth_0595,"bruder, stoffelus",personne
aves_aa_4R_auth_0596,"kacheler, friedrich",personne
aves_aa_4R_auth_0597,"hüss, johanns",personne
aves_aa_4R_auth_0598,"doppeler, caspar",personne
aves_aa_4R_auth_0599,"bosterer, johanns",personne
aves_aa_4R_auth_0600,"löwe, jacob",personne
aves_aa_4R_auth_0601,"schiltigheim, von, andres",personne
aves_aa_4R_auth_0602,"dreitzehn, claus",personne
aves_aa_4R_auth_0603,"hartung, johanns",personne
aves_aa_4R_auth_0604,"ersam, johanns",personne
aves_aa_4R_auth_0605,"marckoltzheim, von, johanns",personne
aves_aa_4R_auth_0606,"waldener, jacob",personne
aves_aa_4R_auth_0607,"ackerfuss, claus",personne
aves_aa_4R_auth_0608,"hage, jacob",personne
aves_aa_4R_auth_0609,"heiligenstein, von, anthenie",personne
aves_aa_4R_auth_0610,"joham, konrat",personne
aves_aa_4R_auth_0611,"ammeler, ebelin",personne
aves_aa_4R_auth_0612,"voltz, johanns",personne
aves_aa_4R_auth_0613,"nüger, claus",personne
aves_aa_4R_auth_0614,"holniet, johanns",personne
aves_aa_4R_auth_0615,"doppeler, johanns-jerge",personne
aves_aa_4R_auth_0616,"münster, heinrich",personne
aves_aa_4R_auth_0617,"wentscher, johanns",personne
aves_aa_4R_auth_0618,"berner, peter",personne
aves_aa_4R_auth_0619,"dossenheim, claus",personne
aves_aa_4R_auth_0620,"bülher, johanns",personne
aves_aa_4R_auth_0621,"schiltigheim, andres",personne
aves_aa_4R_auth_0622,"ostertag, völtz",personne
aves_aa_4R_auth_0623,"neuenburg, von der, johanns",personne
aves_aa_4R_auth_0624,"frank, johanns",personne
aves_aa_4R_auth_0625,"pfaffenheim, sifrit",personne
aves_aa_4R_auth_0626,"odratzheim, von, johanns",personne
aves_aa_4R_auth_0627,"bitsch, claus",personne
aves_aa_4R_auth_0628,"messerschmit, johanns-erhart",personne
aves_aa_4R_auth_0629,"krosswiller, johanns",personne
aves_aa_4R_auth_0630,"lohel, burkhart",personne
aves_aa_4R_auth_0631,"wolff, jerge",personne
aves_aa_4R_auth_0632,"gengenbach, von, claus",personne
aves_aa_4R_auth_0633,"nordhausen, von, johanns",personne
aves_aa_4R_auth_0634,"berse, von, claus",personne
aves_aa_4R_auth_0635,,personne
aves_aa_4R_auth_0636,"beingewant, claus",personne
aves_aa_4R_auth_0637,"lamb, bechtolt",personne
aves_aa_4R_auth_0638,"scheubelin, peter",personne
aves_aa_4R_auth_0639,"umb und umb, johanns",personne
aves_aa_4R_auth_0640,"recker, ulrich",personne
aves_aa_4R_auth_0641,"gemersheim, von, andres",personne
aves_aa_4R_auth_0642,"keinne, bechtolt",personne
aves_aa_4R_auth_0643,"stange, erhart",personne
aves_aa_4R_auth_0644,"barre, von, claus",personne
aves_aa_4R_auth_0645,"renner, claus",personne
aves_aa_4R_auth_0646,"jungeling, heinrich",personne
aves_aa_4R_auth_0647,"reimbolt, oberlin",personne
aves_aa_4R_auth_0648,"vendenheim, claus",personne
aves_aa_4R_auth_0649,"sankt-arbogast, ulrich",personne
aves_aa_4R_auth_0650,"herbst, claus",personne
aves_aa_4R_auth_0651,"arge, peter",personne
aves_aa_4R_auth_0652,"burer, ulrich",personne
aves_aa_4R_auth_0653,"offenburg, götze",personne
aves_aa_4R_auth_0654,"wingersheim, stefan",personne
aves_aa_4R_auth_0655,"bösch, engelhart",personne
aves_aa_4R_auth_0656,"ammelung, jacob",personne
aves_aa_4R_auth_0657,"weinsacher, erhart",personne
aves_aa_4R_auth_0658,"wolff, claus",personne
aves_aa_4R_auth_0659,"fergesheim, johanns",personne
aves_aa_4R_auth_0660,"wolff, friedrich",personne
aves_aa_4R_auth_0661,,personne
aves_aa_4R_auth_0662,"bechtolt, friedrich",personne
aves_aa_4R_auth_0663,"vogt, walther",personne
aves_aa_4R_auth_0664,"schultheiss, claus",personne
aves_aa_4R_auth_0665,"graff, johanns",personne
aves_aa_4R_auth_0666,"worms, von, claus",personne
aves_aa_4R_auth_0667,"dürningen, von, wernher",personne
aves_aa_4R_auth_0668,"steinhart, johanns",personne
aves_aa_4R_auth_0669,"desche, johanns-heinrich",personne
aves_aa_4R_auth_0670,"rippel, bernhart",personne
aves_aa_4R_auth_0671,"vetter, jerge",personne
aves_aa_4R_auth_0672,"helwig, sifrit",personne
aves_aa_4R_auth_0673,"wolle, claus",personne
aves_aa_4R_auth_0674,"lot, peter",personne
aves_aa_4R_auth_0675,"ehenheim, von, veltin",personne
aves_aa_4R_auth_0676,"ziegler, claus",personne
aves_aa_4R_auth_0677,"hennenberg, diebolt",personne
aves_aa_4R_auth_0678,"schiesel, peter",personne
aves_aa_4R_auth_0679,"dalheim, von, johanns",personne
aves_aa_4R_auth_0680,"klige, konrat",personne
aves_aa_4R_auth_0681,"duntzenheim, konrat",personne
aves_aa_4R_auth_0682,"schlecht, johanns",personne
aves_aa_4R_auth_0683,"brant, johanns",personne
aves_aa_4R_auth_0684,"scholle, bernhart",personne
aves_aa_4R_auth_0685,"bintz, claus",personne
aves_aa_4R_auth_0686,"schertzheim, johanns",personne
aves_aa_4R_auth_0687,"illkirch, von, laurentz",personne
aves_aa_4R_auth_0688,"ingolt, claus",personne
aves_aa_4R_auth_0689,"schnell, peter",personne
aves_aa_4R_auth_0690,"leitgast, johanns",personne
aves_aa_4R_auth_0691,"frankenheim, ludwig",personne
aves_aa_4R_auth_0692,"scherer, bernhart",personne
aves_aa_4R_auth_0693,"volmar, thoman",personne
aves_aa_4R_auth_0694,"leitgast, claus",personne
aves_aa_4R_auth_0695,"volk, andres",personne
aves_aa_4R_auth_0696,"arge, heinrich",personne
aves_aa_4R_auth_0697,"brüchelin, johanns-diebolt",personne
aves_aa_4R_auth_0698,"gries, peter",personne
aves_aa_4R_auth_0699,"kannengiesser, ludwig",personne
aves_aa_4R_auth_0700,"bitsch, konrat",personne
aves_aa_4R_auth_0701,"schoffmeiger, claus",personne
aves_aa_4R_auth_0702,"spitznagel, lienhart",personne
aves_aa_4R_auth_0703,"messner, adam",personne
aves_aa_4R_auth_0704,"bösch, claus",personne
aves_aa_4R_auth_0705,"weipolt, adam",personne
aves_aa_4R_auth_0706,"gisebrecht, jacob",personne
aves_aa_4R_auth_0707,"habermüller, claus",personne
aves_aa_4R_auth_0708,"seelig, andres",personne
aves_aa_4R_auth_0709,"kniebes, claus",personne
aves_aa_4R_auth_0710,"weidlich, claus",personne
aves_aa_4R_auth_0711,"wirich, claus",personne
aves_aa_4R_auth_0712,"molsheim, von, konrat",personne
aves_aa_4R_auth_0713,"medinger, heinrich",personne
aves_aa_4R_auth_0714,"rohr, von, walther",personne
aves_aa_4R_auth_0715,"brümath, von, marx",personne
aves_aa_4R_auth_0716,"schott, peter",personne
aves_aa_4R_auth_0717,"baltener, diebolt",personne
aves_aa_4R_auth_0718,"ammeister, claus",personne
aves_aa_4R_auth_0719,"allewelt, bernhart",personne
aves_aa_4R_auth_0720,"lamprecht, jacob",personne
aves_aa_4R_auth_0721,"olwisheim, von, peter",personne
aves_aa_4R_auth_0722,"rörich, claus",personne
aves_aa_4R_auth_0723,"riber, claus",personne
aves_aa_4R_auth_0724,"rastetten, von, marx",personne
aves_aa_4R_auth_0725,"ganther, johanns",personne
aves_aa_4R_auth_0726,"issenhausen, von, claus",personne
aves_aa_4R_auth_0727,"stange, gilge",personne
aves_aa_4R_auth_0728,"gosse, johanns",personne
aves_aa_4R_auth_0729,"ruhlmann, kühne",personne
aves_aa_4R_auth_0730,"kerling, marx",personne
aves_aa_4R_auth_0731,"bir, claus",personne
aves_aa_4R_auth_0732,"hage, frantz",personne
aves_aa_4R_auth_0733,"bitsch, von, konrat",personne
aves_aa_4R_auth_0734,"ersam, andres",personne
aves_aa_4R_auth_0735,"brachenheim, von, peter",personne
aves_aa_4R_auth_0736,"bisinger, johanns",personne
aves_aa_4R_auth_0737,"hegel, heinrich",personne
aves_aa_4R_auth_0738,"sarburg, von, peter",personne
aves_aa_4R_auth_0739,"bietenheim, sifrit",personne
aves_aa_4R_auth_0740,"lehmann, martin",personne
aves_aa_4R_auth_0741,"spiess, hilarius",personne
aves_aa_4R_auth_0742,"ottemann, diebolt",personne
aves_aa_4R_auth_0743,"offenburg, bechtolt",personne
aves_aa_4R_auth_0744,"sanselmann, anthenie",personne
aves_aa_4R_auth_0745,"säckingen, von, johanns",personne
aves_aa_4R_auth_0746,"schedeler, johanns",personne
aves_aa_4R_auth_0747,"trachenfeils, mattern",personne
aves_aa_4R_auth_0748,"gemersheim, von, laurentz",personne
aves_aa_4R_auth_0749,"villinger, erhart",personne
aves_aa_4R_auth_0750,"duntzenheim, von, symont",personne
aves_aa_4R_auth_0751,"hug, burkhart",personne
aves_aa_4R_auth_0752,"weldel, johanns",personne
aves_aa_4R_auth_0753,"berlin, johanns",personne
aves_aa_4R_auth_0754,"zabern, von, ulrich",personne
aves_aa_4R_auth_0755,"ammeister, lienhart",personne
aves_aa_4R_auth_0756,"wolffach, konrat",personne
aves_aa_4R_auth_0757,"hüss, jerge",personne
aves_aa_4R_auth_0758,"sivester, johanns",personne
aves_aa_4R_auth_0759,"müge, jacob",personne
aves_aa_4R_auth_0760,"westhoffen, claus",personne
aves_aa_4R_auth_0761,"grewalt, michel",personne
aves_aa_4R_auth_0762,"raubel, martin",personne
aves_aa_4R_auth_0763,"pfeffinger, bernhart",personne
aves_aa_4R_auth_0764,"slapp, johanns",personne
aves_aa_4R_auth_0765,"kochersberg, erhart",personne
aves_aa_4R_auth_0766,"reck, diebolt",personne
aves_aa_4R_auth_0767,"burkhart, johanns",personne
aves_aa_4R_auth_0768,"rebestock, fritsch",personne
aves_aa_4R_auth_0769,"olwisheim, peter",personne
aves_aa_4R_auth_0770,"scholle, johanns",personne
aves_aa_4R_auth_0771,"andlau, von, peter",personne
aves_aa_4R_auth_0772,"hungerstein, konrat",personne
aves_aa_4R_auth_0773,"vogelsberg, bechtolt",personne
aves_aa_4R_auth_0774,"büre, claus",personne
aves_aa_4R_auth_0775,"peter, mathis",personne
aves_aa_4R_auth_0776,"ersam, claus",personne
aves_aa_4R_auth_0777,"molsheim, von, peter",personne
aves_aa_4R_auth_0778,"riffe, johanns",personne
aves_aa_4R_auth_0779,"brun, claus",personne
aves_aa_4R_auth_0780,"schott, heinrich",personne
aves_aa_4R_auth_0781,"büre, von, oberlin",personne
aves_aa_4R_auth_0782,"mennichin, johanns",personne
aves_aa_4R_auth_0783,"ducheler, johanns",personne
aves_aa_4R_auth_0784,"ruhlmann, johanns",personne
aves_aa_4R_auth_0785,"seebott, ulrich",personne
aves_aa_4R_auth_0786,"trüchtersheim, von, johanns",personne
aves_aa_4R_auth_0787,"wachenheimer, peter",personne
aves_aa_4R_auth_0788,"ulrich, wilhelm",personne
aves_aa_4R_auth_0789,"seelig, khurin",personne
aves_aa_4R_auth_0790,"scholle, konrat",personne
aves_aa_4R_auth_0791,"rottweil, von, johanns-erhart",personne
aves_aa_4R_auth_0792,"hohenburg, von, götze",personne
aves_aa_4R_auth_0793,"frankfurt, von, johanns",personne
aves_aa_4R_auth_0794,"müller, heinrich",personne
aves_aa_4R_auth_0795,"wehel, johanns",personne
aves_aa_4R_auth_0796,"gisebrecht, erhart",personne
aves_aa_4R_auth_0797,"rohrbosch, johanns",personne
aves_aa_4R_auth_0798,"wile, von, konrat",personne
aves_aa_4R_auth_0799,"morsmünster, von, peter",personne
aves_aa_4R_auth_0800,"waldener, johanns",personne
aves_aa_4R_auth_0801,"dahlheim, anthenie",personne
aves_aa_4R_auth_0802,"beger, johanns",personne
aves_aa_4R_auth_0803,"schwencker, heinrich",personne
aves_aa_4R_auth_0804,"morsmünster, von, gangolff",personne
aves_aa_4R_auth_0805,"burggraf, wirich",personne
aves_aa_4R_auth_0806,"rebestock, marx",personne
aves_aa_4R_auth_0807,"mornhinweg, johanns",personne
aves_aa_4R_auth_0808,"meiger, jacob",personne
aves_aa_4R_auth_0809,"flöss, johanns",personne
aves_aa_4R_auth_0810,"trense, andres",personne
aves_aa_4R_auth_0811,"duntzenheim, von, konrat",personne
aves_aa_4R_auth_0812,"pfarrer, heinrich",personne
aves_aa_4R_auth_0813,"vendenheim, laurentz",personne
aves_aa_4R_auth_0814,"esslinger, matheus",personne
aves_aa_4R_auth_0815,"ulrich, claus",personne
aves_aa_4R_auth_0816,"jerger, johanns",personne
aves_aa_4R_auth_0817,"wisebach, jacob",personne
aves_aa_4R_auth_0818,"storck, konrat",personne
aves_aa_4R_auth_0819,"württemberg, johanns",personne
aves_aa_4R_auth_0820,"fallwehenne, konrat",personne
aves_aa_4R_auth_0821,"renner, peter",personne
aves_aa_4R_auth_0822,"pfutzer, claus",personne
aves_aa_4R_auth_0823,"hug, peter",personne
aves_aa_4R_auth_0824,"dolde, blesin",personne
aves_aa_4R_auth_0825,"bechtolt, claus",personne
aves_aa_4R_auth_0826,"rörich, johanns",personne
aves_aa_4R_auth_0827,"dachstein, von, johanns",personne
aves_aa_4R_auth_0828,"lötschel, claus",personne
aves_aa_4R_auth_0829,"jerger, claus",personne
aves_aa_4R_auth_0830,"rotschilt, stefan",personne
aves_aa_4R_auth_0831,"burnherr, arbogast",personne
aves_aa_4R_auth_0832,"volk, diebolt",personne
aves_aa_4R_auth_0833,"müge, florentz",personne
aves_aa_4R_auth_0834,"friedrich, blesin",personne
aves_aa_4R_auth_0835,"brümath, von, johanns",personne
aves_aa_4R_auth_0836,"rummeler, florentz",personne
aves_aa_4R_auth_0837,"pfutzer, mattern",personne
aves_aa_4R_auth_0838,"missbach, johanns",personne
aves_aa_4R_auth_0839,"dietrich, michel",personne
aves_aa_4R_auth_0840,"krebs, peter",personne
aves_aa_4R_auth_0841,"minner, veltin",personne
aves_aa_4R_auth_0842,"gerbot, jacob",personne
aves_aa_4R_auth_0843,"trachenfeils, andres",personne
aves_aa_4R_auth_0844,"hannemann, johanns",personne
aves_aa_4R_auth_0845,"bilger, johanns",personne
aves_aa_4R_auth_0846,"ingolt, heinrich",personne
aves_aa_4R_auth_0847,"hohenburg, von, jerge",personne
aves_aa_4R_auth_0848,"krug, claus",personne
aves_aa_4R_auth_0849,"meiger, lexius",personne
aves_aa_4R_auth_0850,"ebel, jerge",personne
aves_aa_4R_auth_0851,"wangen, von, konrat",personne
aves_aa_4R_auth_0852,"wurm, jacob",personne
aves_aa_4R_auth_0853,"hohenburg, jerge",personne
aves_aa_4R_auth_0854,"wolff, lienhart",personne
aves_aa_4R_auth_0855,"freiburg, von, jost",personne
aves_aa_4R_auth_0856,,personne
aves_aa_4R_auth_0857,"grimmel, kühne",personne
aves_aa_4R_auth_0858,"heil, peter",personne
aves_aa_4R_auth_0859,"rottweil, von, johanns",personne
aves_aa_4R_auth_0860,"hochstett, von, johanns",personne
aves_aa_4R_auth_0861,"löwe, konrat",personne
aves_aa_4R_auth_0862,"russer, johanns",personne
aves_aa_4R_auth_0863,"strubel, symont",personne
aves_aa_4R_auth_0864,"rottweil, von, johanns-wilhelm",personne
aves_aa_4R_auth_0865,"konrat, johanns",personne
aves_aa_4R_auth_0866,"stösser, konrat",personne
aves_aa_4R_auth_0867,"merckel, jost",personne
aves_aa_4R_auth_0868,"ingolt, johanns",personne
aves_aa_4R_auth_0869,"wernlin, claus",personne
aves_aa_4R_auth_0870,"wingersheim, diebolt",personne
aves_aa_4R_auth_0871,"slapp, bernhart",personne
aves_aa_4R_auth_0872,"stösser, johanns",personne
aves_aa_4R_auth_0873,"bechtolt, diebolt",personne
aves_aa_4R_auth_0874,"seebott, lamprecht",personne
aves_aa_4R_auth_0875,"hungerstein, johanns",personne
aves_aa_4R_auth_0876,"hüseler, rudolff",personne
aves_aa_4R_auth_0877,"kupfer, johanns",personne
aves_aa_4R_auth_0878,"riffe, jeronimus",personne
aves_aa_4R_auth_0879,"küller, jacob",personne
aves_aa_4R_auth_0880,"molsheim, von, jacob",personne
aves_aa_4R_auth_0881,"kornman, thoman",personne
aves_aa_4R_auth_0882,"lume, konrat",personne
aves_aa_4R_auth_0883,"schwencker, johanns",personne
aves_aa_4R_auth_0884,"rüttel, jerge",personne
aves_aa_4R_auth_0885,"riffe, jerge",personne
aves_aa_4R_auth_0886,"schultheiss, martin",personne
aves_aa_4R_auth_0887,"arbogast, johanns-claus",personne
aves_aa_4R_auth_0888,"barpfennig, bartholomeus",personne
