Id,type,Label,corporation,betweenesscentrality,modularity_class,weighted degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality
aves_aa_4R_auth_0724,personne,"rippel, bernhart",corporation_des_drapiers,0,2,28,0.119673,4,0.397255,0.42539
aves_aa_4R_auth_0726,personne,"vetter, jerge",corporation_des_charpentiers,0,2,28,0.119673,4,0.397255,0.42539
aves_aa_4R_auth_0729,personne,wernher,corporation_des_gourmets_et_courtiers,0,2,28,0.119673,4,0.397255,0.42539
aves_aa_4R_auth_0751,personne,"leitgast, claus",corporation_des_maçons,0,2,28,0.131206,4,0.397415,0.424543
aves_aa_4R_auth_0762,personne,"spitznagel, lienhart",corporation_des_constructeurs_de_bateaux,0,2,28,0.128785,3,0.41519,0.441396
aves_aa_4R_auth_0783,personne,peter,corporation_des_tisserands,0,2,26,0.10568,4,0.404439,0.431064
aves_aa_4R_auth_0784,personne,marx,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,2,26,0.10568,4,0.404439,0.431064
aves_aa_4R_auth_0786,personne,"allewelt, bernhart",corporation_des_forgerons,0,2,26,0.099004,3,0.416244,0.441734
aves_aa_4R_auth_0787,personne,"lamprecht, jacob",corporation_des_cordonniers,0,2,26,0.099004,3,0.416244,0.441734
aves_aa_4R_auth_0789,personne,johanns,corporation_des_sauniers,0,2,26,0.099004,3,0.416244,0.441734
aves_aa_4R_auth_0793,personne,"rastetten, von, marx",corporation_des_huiliers_meuniers_et_tondeurs_de_draps,0,2,26,0.099004,3,0.416244,0.441734
aves_aa_4R_auth_0795,personne,"issenhausen, von, claus",corporation_des_drapiers,0,2,26,0.10226,3,0.415892,0.441396
aves_aa_4R_auth_0797,personne,"stange, gilge",corporation_des_bateliers,0,2,26,0.10226,3,0.415892,0.441396
aves_aa_4R_auth_0825,personne,"weldel, johanns",corporation_des_pêcheurs,0,3,24,0.090638,4,0.38786,0.416159
aves_aa_4R_auth_0826,personne,"meiger, johanns",corporation_des_charrons,0,3,24,0.090638,4,0.38786,0.416159
aves_aa_4R_auth_0832,personne,"hüss, jerge",corporation_des_charpentiers,0,2,24,0.100283,3,0.41,0.434959
aves_aa_4R_auth_0836,personne,"grewalt, michel",corporation_des_tailleurs,0,2,24,0.086824,3,0.401469,0.426321
aves_aa_4R_auth_0840,personne,"kochersberg, erhart",corporation_des_gourmets_et_courtiers,0,3,24,0.063284,4,0.359518,0.387873
aves_aa_4R_auth_0841,personne,"reck, diebolt",corporation_des_tailleurs,0,3,24,0.063284,4,0.359518,0.387873
aves_aa_4R_auth_0844,personne,"olwisheim, peter",corporation_des_tisserands,0,3,24,0.063284,4,0.359518,0.387873
aves_aa_4R_auth_0850,personne,"büre, claus",corporation_des_forgerons,0,3,24,0.079059,4,0.371742,0.401084
aves_aa_4R_auth_0866,personne,"ulrich, wilhelm",corporation_des_cordonniers,0,3,24,0.069254,4,0.374429,0.40498
aves_aa_4R_auth_0872,personne,"odratzheim, johanns",corporation_des_gourmets_et_courtiers,0,3,24,0.063881,4,0.370482,0.400237
aves_aa_4R_auth_0874,personne,"wehel, johanns",corporation_des_forgerons,0,3,24,0.063881,4,0.370482,0.400237
aves_aa_4R_auth_0891,personne,"meiger, jacob",corporation_des_barbiers_et_baigneurs,0,3,24,0.071466,4,0.364175,0.395749
aves_aa_4R_auth_0923,personne,"friedrich, blesin",corporation_des_maçons,0,3,20,0.044213,4,0.331313,0.363567
aves_aa_4R_auth_0934,personne,"hannemann, johanns",corporation_des_gourmets_et_courtiers,0,3,20,0.045223,4,0.362031,0.39143
aves_aa_4R_auth_0938,personne,"hohenburg, von, jerge",corporation_des_drapiers,0,3,20,0.037921,4,0.328109,0.360688
aves_aa_4R_auth_0945,personne,"hohenburg, jerge",corporation_des_drapiers,0,3,20,0.028128,4,0.321884,0.351541
aves_aa_4R_auth_0952,personne,"rottweil, von, johanns",corporation_des_marchands,0,3,20,0.033465,4,0.359518,0.388465
aves_aa_4R_auth_0953,personne,"hochstett, von, johanns",corporation_des_sauniers,0,3,20,0.033465,4,0.359518,0.388465
aves_aa_4R_auth_0957,personne,"rottweil, von, johanns-wilhelm",corporation_des_marchands,0,3,20,0.03543,4,0.355363,0.383045
aves_aa_4R_auth_0959,personne,"stösser, konrat",corporation_des_gourmets_et_courtiers,0,3,20,0.03543,4,0.355363,0.383045
aves_aa_4R_auth_0966,personne,"stösser, johanns",corporation_des_gourmets_et_courtiers,0,3,20,0.03376,4,0.32572,0.356877
aves_aa_4R_auth_0968,personne,"seebott, lamprecht",corporation_des_orfevres,0,3,20,0.027121,4,0.340602,0.364837
aves_aa_4R_auth_0980,personne,"rüttel, jerge",corporation_des_charrons,0,3,21,0.020776,4,0.310117,0.336806
aves_aa_4R_auth_0984,personne,"arbogast, johanns-claus",corporation_des_charrons,0,3,21,0.021229,5,0.290009,0.321274
aves_aa_4R_auth_0985,personne,"barpfennig, bartholomeus",corporation_des_cabaretiers,0,3,20,0.028764,4,0.311688,0.341294
