authority,date,represents
aves_aa_4R_auth_0115,1423,group_26
aves_aa_4R_auth_0053,1423,group_27
aves_aa_4R_auth_0168,1423,group_28
aves_aa_4R_auth_0346,1423,group_29
aves_aa_4R_auth_0347,1423,group_31
aves_aa_4R_auth_0251,1423,group_32
aves_aa_4R_auth_0160,1423,group_30
aves_aa_4R_auth_0031,1424,group_05
aves_aa_4R_auth_0348,1424,group_06
aves_aa_4R_auth_0238,1424,group_07
aves_aa_4R_auth_0349,1424,group_09
aves_aa_4R_auth_0136,1424,group_08
aves_aa_4R_auth_0036,1424,group_10
aves_aa_4R_auth_0241,1424,group_11
aves_aa_4R_auth_0242,1424,group_12
aves_aa_4R_auth_0350,1424,group_13
aves_aa_4R_auth_0351,1424,group_14
aves_aa_4R_auth_0352,1424,group_15
aves_aa_4R_auth_0353,1424,group_16
aves_aa_4R_auth_0354,1424,group_17
aves_aa_4R_auth_0355,1424,group_18
aves_aa_4R_auth_0356,1424,group_19
aves_aa_4R_auth_0357,1424,group_20
aves_aa_4R_auth_0358,1424,group_21
aves_aa_4R_auth_0261,1424,group_22
aves_aa_4R_auth_0304,1424,group_23
aves_aa_4R_auth_0073,1424,group_24
aves_aa_4R_auth_0197,1424,group_25
aves_aa_4R_auth_0179,1424,group_26
aves_aa_4R_auth_0024,1424,group_27
aves_aa_4R_auth_0359,1424,group_28
aves_aa_4R_auth_0323,1424,group_29
aves_aa_4R_auth_0306,1424,group_30
aves_aa_4R_auth_0057,1424,group_31
aves_aa_4R_auth_0326,1424,group_32
aves_aa_4R_auth_0361,1425,group_05
aves_aa_4R_auth_0081,1425,group_06
aves_aa_4R_auth_0004,1425,group_07
aves_aa_4R_auth_0362,1425,group_08
aves_aa_4R_auth_0253,1425,group_09
aves_aa_4R_auth_0277,1425,group_10
aves_aa_4R_auth_0106,1425,group_11
aves_aa_4R_auth_0363,1425,group_12
aves_aa_4R_auth_0311,1425,group_13
aves_aa_4R_auth_0364,1425,group_14
aves_aa_4R_auth_0365,1425,group_15
aves_aa_4R_auth_0366,1425,group_16
aves_aa_4R_auth_0259,1425,group_17
aves_aa_4R_auth_0343,1425,group_18
aves_aa_4R_auth_0332,1425,group_19
aves_aa_4R_auth_0293,1425,group_20
aves_aa_4R_auth_0128,1425,group_21
aves_aa_4R_auth_0367,1425,group_22
aves_aa_4R_auth_0368,1425,group_23
aves_aa_4R_auth_0369,1425,group_24
aves_aa_4R_auth_0370,1425,group_25
aves_aa_4R_auth_0283,1425,group_26
aves_aa_4R_auth_0371,1425,group_27
aves_aa_4R_auth_0168,1425,group_28
aves_aa_4R_auth_0198,1425,group_29
aves_aa_4R_auth_0372,1425,group_30
aves_aa_4R_auth_0275,1425,group_31
aves_aa_4R_auth_0373,1425,group_32
aves_aa_4R_auth_0162,1426,group_05
aves_aa_4R_auth_0120,1426,group_06
aves_aa_4R_auth_0238,1426,group_07
aves_aa_4R_auth_0136,1426,group_08
aves_aa_4R_auth_0185,1426,group_09
aves_aa_4R_auth_0267,1426,group_10
aves_aa_4R_auth_0268,1426,group_11
aves_aa_4R_auth_0374,1426,group_12
aves_aa_4R_auth_0188,1426,group_13
aves_aa_4R_auth_0351,1426,group_14
aves_aa_4R_auth_0360,1426,group_15
aves_aa_4R_auth_0375,1426,group_16
aves_aa_4R_auth_0376,1426,group_17
aves_aa_4R_auth_0377,1426,group_18
aves_aa_4R_auth_0378,1426,group_19
aves_aa_4R_auth_0208,1426,group_20
aves_aa_4R_auth_0193,1426,group_21
aves_aa_4R_auth_0281,1426,group_22
aves_aa_4R_auth_0130,1426,group_23
aves_aa_4R_auth_0379,1426,group_24
aves_aa_4R_auth_0380,1426,group_25
aves_aa_4R_auth_0146,1426,group_26
aves_aa_4R_auth_0284,1426,group_27
aves_aa_4R_auth_0236,1426,group_28
aves_aa_4R_auth_0381,1426,group_29
aves_aa_4R_auth_0306,1426,group_30
aves_aa_4R_auth_0028,1426,group_31
aves_aa_4R_auth_0382,1426,group_32
aves_aa_4R_auth_0383,1427,group_05
aves_aa_4R_auth_0081,1427,group_06
aves_aa_4R_auth_0384,1427,group_07
aves_aa_4R_auth_0254,1427,group_08
aves_aa_4R_auth_0385,1427,group_09
aves_aa_4R_auth_0386,1427,group_10
aves_aa_4R_auth_0387,1427,group_11
aves_aa_4R_auth_0339,1427,group_12
aves_aa_4R_auth_0039,1427,group_13
aves_aa_4R_auth_0230,1427,group_14
aves_aa_4R_auth_0360,1427,group_15
aves_aa_4R_auth_0042,1427,group_16
aves_aa_4R_auth_0154,1427,group_17
aves_aa_4R_auth_0388,1427,group_18
aves_aa_4R_auth_0389,1427,group_19
aves_aa_4R_auth_0390,1427,group_20
aves_aa_4R_auth_0128,1427,group_21
aves_aa_4R_auth_0194,1427,group_22
aves_aa_4R_auth_0282,1427,group_23
aves_aa_4R_auth_0319,1427,group_24
aves_aa_4R_auth_0391,1427,group_25
aves_aa_4R_auth_0283,1427,group_26
aves_aa_4R_auth_0392,1427,group_27
aves_aa_4R_auth_0393,1427,group_28
aves_aa_4R_auth_0394,1427,group_29
aves_aa_4R_auth_0324,1427,group_30
aves_aa_4R_auth_0395,1427,group_31
aves_aa_4R_auth_0396,1427,group_32
aves_aa_4R_auth_0397,1428,group_05
aves_aa_4R_auth_0337,1428,group_06
aves_aa_4R_auth_0238,1428,group_07
aves_aa_4R_auth_0136,1428,group_08
aves_aa_4R_auth_0398,1428,group_09
aves_aa_4R_auth_0399,1428,group_10
aves_aa_4R_auth_0400,1428,group_11
aves_aa_4R_auth_0401,1428,group_12
aves_aa_4R_auth_0402,1428,group_13
aves_aa_4R_auth_0403,1428,group_14
aves_aa_4R_auth_0352,1428,group_15
aves_aa_4R_auth_0353,1428,group_16
aves_aa_4R_auth_0404,1428,group_17
aves_aa_4R_auth_0377,1428,group_18
aves_aa_4R_auth_0405,1428,group_19
aves_aa_4R_auth_0233,1428,group_20
aves_aa_4R_auth_0406,1428,group_21
aves_aa_4R_auth_0407,1428,group_22
aves_aa_4R_auth_0408,1428,group_23
aves_aa_4R_auth_0262,1428,group_24
aves_aa_4R_auth_0409,1428,group_25
aves_aa_4R_auth_0179,1428,group_26
aves_aa_4R_auth_0410,1428,group_27
aves_aa_4R_auth_0411,1428,group_28
aves_aa_4R_auth_0412,1428,group_29
aves_aa_4R_auth_0306,1428,group_30
aves_aa_4R_auth_0028,1428,group_31
aves_aa_4R_auth_0413,1428,group_32
aves_aa_4R_auth_0414,1429,group_05
aves_aa_4R_auth_0081,1429,group_06
aves_aa_4R_auth_0415,1429,group_07
aves_aa_4R_auth_0416,1429,group_08
aves_aa_4R_auth_0417,1429,group_09
aves_aa_4R_auth_0299,1429,group_10
aves_aa_4R_auth_0268,1429,group_11
aves_aa_4R_auth_0269,1429,group_12
aves_aa_4R_auth_0188,1429,group_13
aves_aa_4R_auth_0152,1429,group_14
aves_aa_4R_auth_0173,1429,group_15
aves_aa_4R_auth_0418,1429,group_16
aves_aa_4R_auth_0419,1429,group_17
aves_aa_4R_auth_0420,1429,group_18
aves_aa_4R_auth_0245,1429,group_19
aves_aa_4R_auth_0316,1429,group_20
aves_aa_4R_auth_0358,1429,group_21
aves_aa_4R_auth_0261,1429,group_22
aves_aa_4R_auth_0246,1429,group_23
aves_aa_4R_auth_0421,1429,group_24
aves_aa_4R_auth_0334,1429,group_25
aves_aa_4R_auth_0422,1429,group_26
aves_aa_4R_auth_0423,1429,group_27
aves_aa_4R_auth_0168,1429,group_28
aves_aa_4R_auth_0198,1429,group_29
aves_aa_4R_auth_0324,1429,group_30
aves_aa_4R_auth_0424,1429,group_31
aves_aa_4R_auth_0425,1429,group_32
aves_aa_4R_auth_0361,1430,group_05
aves_aa_4R_auth_0348,1430,group_06
aves_aa_4R_auth_0238,1430,group_07
aves_aa_4R_auth_0240,1430,group_08
aves_aa_4R_auth_0349,1430,group_09
aves_aa_4R_auth_0426,1430,group_10
aves_aa_4R_auth_0106,1430,group_11
aves_aa_4R_auth_0427,1430,group_12
aves_aa_4R_auth_0039,1430,group_13
aves_aa_4R_auth_0428,1430,group_14
aves_aa_4R_auth_0429,1430,group_15
aves_aa_4R_auth_0375,1430,group_16
aves_aa_4R_auth_0376,1430,group_17
aves_aa_4R_auth_0377,1430,group_18
aves_aa_4R_auth_0378,1430,group_19
aves_aa_4R_auth_0430,1430,group_20
aves_aa_4R_auth_0431,1430,group_21
aves_aa_4R_auth_0281,1430,group_22
aves_aa_4R_auth_0432,1430,group_23
aves_aa_4R_auth_0433,1430,group_24
aves_aa_4R_auth_0222,1430,group_25
aves_aa_4R_auth_0283,1430,group_26
aves_aa_4R_auth_0434,1430,group_27
aves_aa_4R_auth_0335,1430,group_28
aves_aa_4R_auth_0346,1430,group_29
aves_aa_4R_auth_0435,1430,group_30
aves_aa_4R_auth_0028,1430,group_31
aves_aa_4R_auth_0326,1430,group_32
aves_aa_4R_auth_0134,1431,group_05
aves_aa_4R_auth_0081,1431,group_06
aves_aa_4R_auth_0436,1431,group_07
aves_aa_4R_auth_0437,1431,group_08
aves_aa_4R_auth_0253,1431,group_09
aves_aa_4R_auth_0327,1431,group_10
aves_aa_4R_auth_0268,1431,group_11
aves_aa_4R_auth_0438,1431,group_12
aves_aa_4R_auth_0350,1431,group_13
aves_aa_4R_auth_0351,1431,group_14
aves_aa_4R_auth_0439,1431,group_15
aves_aa_4R_auth_0231,1431,group_16
aves_aa_4R_auth_0314,1431,group_17
aves_aa_4R_auth_0388,1431,group_18
aves_aa_4R_auth_0112,1431,group_19
aves_aa_4R_auth_0390,1431,group_20
aves_aa_4R_auth_0128,1431,group_21
aves_aa_4R_auth_0294,1431,group_22
aves_aa_4R_auth_0282,1431,group_23
aves_aa_4R_auth_0440,1431,group_24
aves_aa_4R_auth_0380,1431,group_25
aves_aa_4R_auth_0179,1431,group_26
aves_aa_4R_auth_0410,1431,group_27
aves_aa_4R_auth_0168,1431,group_28
aves_aa_4R_auth_0381,1431,group_29
aves_aa_4R_auth_0306,1431,group_30
aves_aa_4R_auth_0424,1431,group_31
aves_aa_4R_auth_0413,1431,group_32
aves_aa_4R_auth_0441,1433,group_05
aves_aa_4R_auth_0081,1433,group_06
aves_aa_4R_auth_0238,1433,group_07
aves_aa_4R_auth_0442,1433,group_08
aves_aa_4R_auth_0349,1433,group_09
aves_aa_4R_auth_0443,1433,group_10
aves_aa_4R_auth_0444,1433,group_11
aves_aa_4R_auth_0242,1433,group_12
aves_aa_4R_auth_0188,1433,group_13
aves_aa_4R_auth_0312,1433,group_14
aves_aa_4R_auth_0341,1433,group_15
aves_aa_4R_auth_0366,1433,group_16
aves_aa_4R_auth_0314,1433,group_17
aves_aa_4R_auth_0388,1433,group_18
aves_aa_4R_auth_0315,1433,group_19
aves_aa_4R_auth_0293,1433,group_20
aves_aa_4R_auth_0128,1433,group_21
aves_aa_4R_auth_0445,1433,group_22
aves_aa_4R_auth_0446,1433,group_23
aves_aa_4R_auth_0447,1433,group_24
aves_aa_4R_auth_0334,1433,group_25
aves_aa_4R_auth_0448,1433,group_26
aves_aa_4R_auth_0392,1433,group_27
aves_aa_4R_auth_0168,1433,group_28
aves_aa_4R_auth_0449,1433,group_29
aves_aa_4R_auth_0450,1433,group_30
aves_aa_4R_auth_0424,1433,group_31
aves_aa_4R_auth_0451,1433,group_32
aves_aa_4R_auth_0361,1434,group_05
aves_aa_4R_auth_0348,1434,group_06
aves_aa_4R_auth_0436,1434,group_07
aves_aa_4R_auth_0136,1434,group_08
aves_aa_4R_auth_0452,1434,group_09
aves_aa_4R_auth_0299,1434,group_10
aves_aa_4R_auth_0387,1434,group_11
aves_aa_4R_auth_0427,1434,group_12
aves_aa_4R_auth_0039,1434,group_13
aves_aa_4R_auth_0364,1434,group_14
aves_aa_4R_auth_0173,1434,group_15
aves_aa_4R_auth_0375,1434,group_16
aves_aa_4R_auth_0453,1434,group_17
aves_aa_4R_auth_0232,1434,group_18
aves_aa_4R_auth_0112,1434,group_19
aves_aa_4R_auth_0208,1434,group_20
aves_aa_4R_auth_0193,1434,group_21
aves_aa_4R_auth_0281,1434,group_22
aves_aa_4R_auth_0368,1434,group_23
aves_aa_4R_auth_0379,1434,group_24
aves_aa_4R_auth_0222,1434,group_25
aves_aa_4R_auth_0422,1434,group_26
aves_aa_4R_auth_0075,1434,group_27
aves_aa_4R_auth_0305,1434,group_28
aves_aa_4R_auth_0346,1434,group_29
aves_aa_4R_auth_0435,1434,group_30
aves_aa_4R_auth_0395,1434,group_31
aves_aa_4R_auth_0373,1434,group_32
aves_aa_4R_auth_0454,1435,group_05
aves_aa_4R_auth_0455,1435,group_06
aves_aa_4R_auth_0309,1435,group_07
aves_aa_4R_auth_0416,1435,group_08
aves_aa_4R_auth_0185,1435,group_09
aves_aa_4R_auth_0456,1435,group_10
aves_aa_4R_auth_0268,1435,group_11
aves_aa_4R_auth_0328,1435,group_12
aves_aa_4R_auth_0311,1435,group_13
aves_aa_4R_auth_0457,1435,group_14
aves_aa_4R_auth_0352,1435,group_15
aves_aa_4R_auth_0418,1435,group_16
aves_aa_4R_auth_0458,1435,group_17
aves_aa_4R_auth_0388,1435,group_18
aves_aa_4R_auth_0459,1435,group_19
aves_aa_4R_auth_0293,1435,group_20
aves_aa_4R_auth_0128,1435,group_21
aves_aa_4R_auth_0460,1435,group_22
aves_aa_4R_auth_0130,1435,group_23
aves_aa_4R_auth_0421,1435,group_24
aves_aa_4R_auth_0461,1435,group_25
aves_aa_4R_auth_0462,1435,group_26
aves_aa_4R_auth_0463,1435,group_27
aves_aa_4R_auth_0168,1435,group_28
aves_aa_4R_auth_0464,1435,group_29
aves_aa_4R_auth_0465,1435,group_30
aves_aa_4R_auth_0028,1435,group_31
aves_aa_4R_auth_0466,1435,group_32
aves_aa_4R_auth_0361,1436,group_05
aves_aa_4R_auth_0081,1436,group_06
aves_aa_4R_auth_0238,1436,group_07
aves_aa_4R_auth_0467,1436,group_08
aves_aa_4R_auth_0203,1436,group_09
aves_aa_4R_auth_0327,1436,group_10
aves_aa_4R_auth_0123,1436,group_11
aves_aa_4R_auth_0468,1436,group_12
aves_aa_4R_auth_0188,1436,group_13
aves_aa_4R_auth_0230,1436,group_14
aves_aa_4R_auth_0365,1436,group_15
aves_aa_4R_auth_0353,1436,group_16
aves_aa_4R_auth_0314,1436,group_17
aves_aa_4R_auth_0232,1436,group_18
aves_aa_4R_auth_0245,1436,group_19
aves_aa_4R_auth_0469,1436,group_20
aves_aa_4R_auth_0470,1436,group_21
aves_aa_4R_auth_0261,1436,group_22
aves_aa_4R_auth_0282,1436,group_23
aves_aa_4R_auth_0471,1436,group_24
aves_aa_4R_auth_0334,1436,group_25
aves_aa_4R_auth_0472,1436,group_26
aves_aa_4R_auth_0392,1436,group_27
aves_aa_4R_auth_0393,1436,group_28
aves_aa_4R_auth_0412,1436,group_29
aves_aa_4R_auth_0435,1436,group_30
aves_aa_4R_auth_0424,1436,group_31
aves_aa_4R_auth_0473,1436,group_32
aves_aa_4R_auth_0225,1437,group_05
aves_aa_4R_auth_0348,1437,group_06
aves_aa_4R_auth_0384,1437,group_07
aves_aa_4R_auth_0136,1437,group_08
aves_aa_4R_auth_0474,1437,group_09
aves_aa_4R_auth_0299,1437,group_10
aves_aa_4R_auth_0268,1437,group_11
aves_aa_4R_auth_0427,1437,group_12
aves_aa_4R_auth_0311,1437,group_13
aves_aa_4R_auth_0475,1437,group_14
aves_aa_4R_auth_0352,1437,group_15
aves_aa_4R_auth_0476,1437,group_16
aves_aa_4R_auth_0458,1437,group_17
aves_aa_4R_auth_0477,1437,group_18
aves_aa_4R_auth_0405,1437,group_19
aves_aa_4R_auth_0293,1437,group_20
aves_aa_4R_auth_0128,1437,group_21
aves_aa_4R_auth_0478,1437,group_22
aves_aa_4R_auth_0479,1437,group_23
aves_aa_4R_auth_0421,1437,group_24
aves_aa_4R_auth_0480,1437,group_25
aves_aa_4R_auth_0179,1437,group_26
aves_aa_4R_auth_0284,1437,group_27
aves_aa_4R_auth_0481,1437,group_28
aves_aa_4R_auth_0482,1437,group_29
aves_aa_4R_auth_0483,1437,group_30
aves_aa_4R_auth_0484,1437,group_31
aves_aa_4R_auth_0485,1437,group_32
aves_aa_4R_auth_0361,1438,group_05
aves_aa_4R_auth_0081,1438,group_06
aves_aa_4R_auth_0309,1438,group_07
aves_aa_4R_auth_0486,1438,group_08
aves_aa_4R_auth_0349,1438,group_09
aves_aa_4R_auth_0386,1438,group_10
aves_aa_4R_auth_0123,1438,group_11
aves_aa_4R_auth_0487,1438,group_12
aves_aa_4R_auth_0188,1438,group_13
aves_aa_4R_auth_0340,1438,group_14
aves_aa_4R_auth_0341,1438,group_15
aves_aa_4R_auth_0418,1438,group_16
aves_aa_4R_auth_0488,1438,group_17
aves_aa_4R_auth_0489,1438,group_18
aves_aa_4R_auth_0378,1438,group_19
aves_aa_4R_auth_0490,1438,group_20
aves_aa_4R_auth_0193,1438,group_21
aves_aa_4R_auth_0491,1438,group_22
aves_aa_4R_auth_0432,1438,group_23
aves_aa_4R_auth_0492,1438,group_24
aves_aa_4R_auth_0493,1438,group_25
aves_aa_4R_auth_0494,1438,group_26
aves_aa_4R_auth_0495,1438,group_27
aves_aa_4R_auth_0496,1438,group_28
aves_aa_4R_auth_0497,1438,group_29
aves_aa_4R_auth_0450,1438,group_30
aves_aa_4R_auth_0424,1438,group_31
aves_aa_4R_auth_0425,1438,group_32
aves_aa_4R_auth_0498,1439,group_05
aves_aa_4R_auth_0499,1439,group_06
aves_aa_4R_auth_0338,1439,group_07
aves_aa_4R_auth_0136,1439,group_08
aves_aa_4R_auth_0253,1439,group_09
aves_aa_4R_auth_0327,1439,group_10
aves_aa_4R_auth_0268,1439,group_11
aves_aa_4R_auth_0328,1439,group_12
aves_aa_4R_auth_0500,1439,group_13
aves_aa_4R_auth_0364,1439,group_14
aves_aa_4R_auth_0501,1439,group_15
aves_aa_4R_auth_0366,1439,group_16
aves_aa_4R_auth_0314,1439,group_17
aves_aa_4R_auth_0477,1439,group_18
aves_aa_4R_auth_0332,1439,group_19
aves_aa_4R_auth_0316,1439,group_20
aves_aa_4R_auth_0502,1439,group_21
aves_aa_4R_auth_0503,1439,group_22
aves_aa_4R_auth_0504,1439,group_23
aves_aa_4R_auth_0421,1439,group_24
aves_aa_4R_auth_0334,1439,group_25
aves_aa_4R_auth_0505,1439,group_26
aves_aa_4R_auth_0506,1439,group_27
aves_aa_4R_auth_0507,1439,group_28
aves_aa_4R_auth_0464,1439,group_29
aves_aa_4R_auth_0435,1439,group_30
aves_aa_4R_auth_0508,1439,group_31
aves_aa_4R_auth_0326,1439,group_32
aves_aa_4R_auth_0361,1440,group_05
aves_aa_4R_auth_0081,1440,group_06
aves_aa_4R_auth_0509,1440,group_07
aves_aa_4R_auth_0254,1440,group_08
aves_aa_4R_auth_0349,1440,group_09
aves_aa_4R_auth_0386,1440,group_10
aves_aa_4R_auth_0510,1440,group_11
aves_aa_4R_auth_0427,1440,group_12
aves_aa_4R_auth_0311,1440,group_13
aves_aa_4R_auth_0511,1440,group_14
aves_aa_4R_auth_0352,1440,group_15
aves_aa_4R_auth_0418,1440,group_16
aves_aa_4R_auth_0488,1440,group_17
aves_aa_4R_auth_0489,1440,group_18
aves_aa_4R_auth_0512,1440,group_19
aves_aa_4R_auth_0513,1440,group_20
aves_aa_4R_auth_0514,1440,group_21
aves_aa_4R_auth_0445,1440,group_22
aves_aa_4R_auth_0515,1440,group_23
aves_aa_4R_auth_0516,1440,group_24
aves_aa_4R_auth_0222,1440,group_25
aves_aa_4R_auth_0422,1440,group_26
aves_aa_4R_auth_0517,1440,group_27
aves_aa_4R_auth_0518,1440,group_28
aves_aa_4R_auth_0519,1440,group_29
aves_aa_4R_auth_0520,1440,group_30
aves_aa_4R_auth_0521,1440,group_31
aves_aa_4R_auth_0413,1440,group_32
aves_aa_4R_auth_0522,1441,group_05
aves_aa_4R_auth_0348,1441,group_06
aves_aa_4R_auth_0523,1441,group_07
aves_aa_4R_auth_0524,1441,group_08
aves_aa_4R_auth_0525,1441,group_09
aves_aa_4R_auth_0526,1441,group_10
aves_aa_4R_auth_0268,1441,group_11
aves_aa_4R_auth_0527,1441,group_12
aves_aa_4R_auth_0500,1441,group_13
aves_aa_4R_auth_0312,1441,group_14
aves_aa_4R_auth_0365,1441,group_15
aves_aa_4R_auth_0528,1441,group_16
aves_aa_4R_auth_0453,1441,group_17
aves_aa_4R_auth_0477,1441,group_18
aves_aa_4R_auth_0315,1441,group_19
aves_aa_4R_auth_0529,1441,group_20
aves_aa_4R_auth_0358,1441,group_21
aves_aa_4R_auth_0478,1441,group_22
aves_aa_4R_auth_0530,1441,group_23
aves_aa_4R_auth_0421,1441,group_24
aves_aa_4R_auth_0334,1441,group_25
aves_aa_4R_auth_0531,1441,group_26
aves_aa_4R_auth_0532,1441,group_27
aves_aa_4R_auth_0305,1441,group_28
aves_aa_4R_auth_0533,1441,group_29
aves_aa_4R_auth_0435,1441,group_30
aves_aa_4R_auth_0424,1441,group_31
aves_aa_4R_auth_0425,1441,group_32
aves_aa_4R_auth_0361,1442,group_05
aves_aa_4R_auth_0455,1442,group_06
aves_aa_4R_auth_0535,1442,group_07
aves_aa_4R_auth_0136,1442,group_08
aves_aa_4R_auth_0349,1442,group_09
aves_aa_4R_auth_0399,1442,group_10
aves_aa_4R_auth_0444,1442,group_11
aves_aa_4R_auth_0536,1442,group_12
aves_aa_4R_auth_0311,1442,group_13
aves_aa_4R_auth_0152,1442,group_14
aves_aa_4R_auth_0352,1442,group_15
aves_aa_4R_auth_0418,1442,group_16
aves_aa_4R_auth_0488,1442,group_17
aves_aa_4R_auth_0489,1442,group_18
aves_aa_4R_auth_0245,1442,group_19
aves_aa_4R_auth_0537,1442,group_20
aves_aa_4R_auth_0193,1442,group_21
aves_aa_4R_auth_0538,1442,group_22
aves_aa_4R_auth_0195,1442,group_23
aves_aa_4R_auth_0539,1442,group_24
aves_aa_4R_auth_0461,1442,group_25
aves_aa_4R_auth_0179,1442,group_26
aves_aa_4R_auth_0506,1442,group_27
aves_aa_4R_auth_0540,1442,group_28
aves_aa_4R_auth_0541,1442,group_29
aves_aa_4R_auth_0520,1442,group_30
aves_aa_4R_auth_0521,1442,group_31
aves_aa_4R_auth_0542,1442,group_32
aves_aa_4R_auth_0543,1443,group_05
aves_aa_4R_auth_0081,1443,group_06
aves_aa_4R_auth_0544,1443,group_07
aves_aa_4R_auth_0545,1443,group_08
aves_aa_4R_auth_0417,1443,group_09
aves_aa_4R_auth_0546,1443,group_10
aves_aa_4R_auth_0268,1443,group_11
aves_aa_4R_auth_0427,1443,group_12
aves_aa_4R_auth_0500,1443,group_13
aves_aa_4R_auth_0256,1443,group_14
aves_aa_4R_auth_0547,1443,group_15
aves_aa_4R_auth_0548,1443,group_16
aves_aa_4R_auth_0314,1443,group_17
aves_aa_4R_auth_0477,1443,group_18
aves_aa_4R_auth_0378,1443,group_19
aves_aa_4R_auth_0344,1443,group_20
aves_aa_4R_auth_0549,1443,group_21
aves_aa_4R_auth_0460,1443,group_22
aves_aa_4R_auth_0504,1443,group_23
aves_aa_4R_auth_0550,1443,group_24
aves_aa_4R_auth_0480,1443,group_25
aves_aa_4R_auth_0505,1443,group_26
aves_aa_4R_auth_0551,1443,group_27
aves_aa_4R_auth_0552,1443,group_28
aves_aa_4R_auth_0553,1443,group_29
aves_aa_4R_auth_0450,1443,group_30
aves_aa_4R_auth_0424,1443,group_31
aves_aa_4R_auth_0413,1443,group_32
aves_aa_4R_auth_0361,1444,group_05
aves_aa_4R_auth_0348,1444,group_06
aves_aa_4R_auth_0534,1444,group_07
aves_aa_4R_auth_0136,1444,group_08
aves_aa_4R_auth_0349,1444,group_09
aves_aa_4R_auth_0327,1444,group_10
aves_aa_4R_auth_0554,1444,group_11
aves_aa_4R_auth_0536,1444,group_12
aves_aa_4R_auth_0555,1444,group_13
aves_aa_4R_auth_0511,1444,group_14
aves_aa_4R_auth_0556,1444,group_15
aves_aa_4R_auth_0353,1444,group_16
aves_aa_4R_auth_0488,1444,group_17
aves_aa_4R_auth_0557,1444,group_18
aves_aa_4R_auth_0332,1444,group_19
aves_aa_4R_auth_0558,1444,group_20
aves_aa_4R_auth_0514,1444,group_21
aves_aa_4R_auth_0261,1444,group_22
aves_aa_4R_auth_0130,1444,group_23
aves_aa_4R_auth_0157,1444,group_24
aves_aa_4R_auth_0559,1444,group_25
aves_aa_4R_auth_0494,1444,group_26
aves_aa_4R_auth_0495,1444,group_27
aves_aa_4R_auth_0507,1444,group_28
aves_aa_4R_auth_0412,1444,group_29
aves_aa_4R_auth_0520,1444,group_30
aves_aa_4R_auth_0325,1444,group_31
aves_aa_4R_auth_0466,1444,group_32
aves_aa_4R_auth_0560,1445,group_05
aves_aa_4R_auth_0081,1445,group_06
aves_aa_4R_auth_0384,1445,group_07
aves_aa_4R_auth_0524,1445,group_08
aves_aa_4R_auth_0253,1445,group_09
aves_aa_4R_auth_0561,1445,group_10
aves_aa_4R_auth_0510,1445,group_11
aves_aa_4R_auth_0527,1445,group_12
aves_aa_4R_auth_0562,1445,group_13
aves_aa_4R_auth_0364,1445,group_14
aves_aa_4R_auth_0563,1445,group_15
aves_aa_4R_auth_0528,1445,group_16
aves_aa_4R_auth_0453,1445,group_17
aves_aa_4R_auth_0477,1445,group_18
aves_aa_4R_auth_0378,1445,group_19
aves_aa_4R_auth_0344,1445,group_20
aves_aa_4R_auth_0564,1445,group_21
aves_aa_4R_auth_0445,1445,group_22
aves_aa_4R_auth_0565,1445,group_23
aves_aa_4R_auth_0421,1445,group_24
aves_aa_4R_auth_0334,1445,group_25
aves_aa_4R_auth_0566,1445,group_26
aves_aa_4R_auth_0506,1445,group_27
aves_aa_4R_auth_0305,1445,group_28
aves_aa_4R_auth_0567,1445,group_29
aves_aa_4R_auth_0568,1445,group_30
aves_aa_4R_auth_0424,1445,group_31
aves_aa_4R_auth_0542,1445,group_32
aves_aa_4R_auth_0569,1446,group_05
aves_aa_4R_auth_0570,1446,group_06
aves_aa_4R_auth_0535,1446,group_07
aves_aa_4R_auth_0486,1446,group_08
aves_aa_4R_auth_0349,1446,group_09
aves_aa_4R_auth_0571,1446,group_10
aves_aa_4R_auth_0572,1446,group_11
aves_aa_4R_auth_0573,1446,group_12
aves_aa_4R_auth_0311,1446,group_13
aves_aa_4R_auth_0152,1446,group_14
aves_aa_4R_auth_0352,1446,group_15
aves_aa_4R_auth_0574,1446,group_16
aves_aa_4R_auth_0314,1446,group_17
aves_aa_4R_auth_0557,1446,group_18
aves_aa_4R_auth_0459,1446,group_19
aves_aa_4R_auth_0469,1446,group_20
aves_aa_4R_auth_0575,1446,group_21
aves_aa_4R_auth_0538,1446,group_22
aves_aa_4R_auth_0576,1446,group_23
aves_aa_4R_auth_0577,1446,group_24
aves_aa_4R_auth_0222,1446,group_25
aves_aa_4R_auth_0422,1446,group_26
aves_aa_4R_auth_0578,1446,group_27
aves_aa_4R_auth_0496,1446,group_28
aves_aa_4R_auth_0464,1446,group_29
aves_aa_4R_auth_0520,1446,group_30
aves_aa_4R_auth_0521,1446,group_31
aves_aa_4R_auth_0413,1446,group_32
aves_aa_4R_auth_0522,1447,group_05
aves_aa_4R_auth_0081,1447,group_06
aves_aa_4R_auth_0384,1447,group_07
aves_aa_4R_auth_0467,1447,group_08
aves_aa_4R_auth_0579,1447,group_09
aves_aa_4R_auth_0580,1447,group_10
aves_aa_4R_auth_0581,1447,group_11
aves_aa_4R_auth_0582,1447,group_12
aves_aa_4R_auth_0500,1447,group_13
aves_aa_4R_auth_0312,1447,group_14
aves_aa_4R_auth_0583,1447,group_15
aves_aa_4R_auth_0548,1447,group_16
aves_aa_4R_auth_0488,1447,group_17
