authority,date,represents
aves_aa_4R_auth_0477,1447,group_18
aves_aa_4R_auth_0584,1447,group_19
aves_aa_4R_auth_0585,1447,group_20
aves_aa_4R_auth_0502,1447,group_21
aves_aa_4R_auth_0503,1447,group_22
aves_aa_4R_auth_0586,1447,group_23
aves_aa_4R_auth_0421,1447,group_24
aves_aa_4R_auth_0334,1447,group_25
aves_aa_4R_auth_0587,1447,group_26
aves_aa_4R_auth_0588,1447,group_27
aves_aa_4R_auth_0589,1447,group_28
aves_aa_4R_auth_0590,1447,group_29
aves_aa_4R_auth_0568,1447,group_30
aves_aa_4R_auth_0325,1447,group_31
aves_aa_4R_auth_0425,1447,group_32
aves_aa_4R_auth_0591,1448,group_05
aves_aa_4R_auth_0348,1448,group_06
aves_aa_4R_auth_0509,1448,group_07
aves_aa_4R_auth_0524,1448,group_08
aves_aa_4R_auth_0253,1448,group_09
aves_aa_4R_auth_0561,1448,group_10
aves_aa_4R_auth_0510,1448,group_11
aves_aa_4R_auth_0536,1448,group_12
aves_aa_4R_auth_0555,1448,group_13
aves_aa_4R_auth_0511,1448,group_14
aves_aa_4R_auth_0352,1448,group_15
aves_aa_4R_auth_0592,1448,group_16
aves_aa_4R_auth_0593,1448,group_17
aves_aa_4R_auth_0557,1448,group_18
aves_aa_4R_auth_0594,1448,group_19
aves_aa_4R_auth_0595,1448,group_20
aves_aa_4R_auth_0549,1448,group_21
aves_aa_4R_auth_0596,1448,group_22
aves_aa_4R_auth_0597,1448,group_23
aves_aa_4R_auth_0262,1448,group_24
aves_aa_4R_auth_0493,1448,group_25
aves_aa_4R_auth_0505,1448,group_26
aves_aa_4R_auth_0506,1448,group_27
aves_aa_4R_auth_0481,1448,group_28
aves_aa_4R_auth_0519,1448,group_29
aves_aa_4R_auth_0450,1448,group_30
aves_aa_4R_auth_0598,1448,group_31
aves_aa_4R_auth_0473,1448,group_32
aves_aa_4R_auth_0599,1449,group_05
aves_aa_4R_auth_0570,1449,group_06
aves_aa_4R_auth_0535,1449,group_07
aves_aa_4R_auth_0486,1449,group_08
aves_aa_4R_auth_0349,1449,group_09
aves_aa_4R_auth_0327,1449,group_10
aves_aa_4R_auth_0600,1449,group_11
aves_aa_4R_auth_0601,1449,group_12
aves_aa_4R_auth_0500,1449,group_13
aves_aa_4R_auth_0602,1449,group_14
aves_aa_4R_auth_0603,1449,group_15
aves_aa_4R_auth_0548,1449,group_16
aves_aa_4R_auth_0488,1449,group_17
aves_aa_4R_auth_0604,1449,group_18
aves_aa_4R_auth_0245,1449,group_19
aves_aa_4R_auth_0605,1449,group_20
aves_aa_4R_auth_0575,1449,group_21
aves_aa_4R_auth_0261,1449,group_22
aves_aa_4R_auth_0408,1449,group_23
aves_aa_4R_auth_0606,1449,group_24
aves_aa_4R_auth_0480,1449,group_25
aves_aa_4R_auth_0566,1449,group_26
aves_aa_4R_auth_0495,1449,group_27
aves_aa_4R_auth_0607,1449,group_28
aves_aa_4R_auth_0608,1449,group_29
aves_aa_4R_auth_0568,1449,group_30
aves_aa_4R_auth_0609,1449,group_31
aves_aa_4R_auth_0610,1449,group_32
aves_aa_4R_auth_0522,1450,group_05
aves_aa_4R_auth_0611,1450,group_06
aves_aa_4R_auth_0509,1450,group_07
aves_aa_4R_auth_0545,1450,group_08
aves_aa_4R_auth_0612,1450,group_09
aves_aa_4R_auth_0546,1450,group_10
aves_aa_4R_auth_0554,1450,group_11
aves_aa_4R_auth_0527,1450,group_12
aves_aa_4R_auth_0311,1450,group_13
aves_aa_4R_auth_0364,1450,group_14
aves_aa_4R_auth_0613,1450,group_15
aves_aa_4R_auth_0574,1450,group_16
aves_aa_4R_auth_0314,1450,group_17
aves_aa_4R_auth_0614,1450,group_18
aves_aa_4R_auth_0615,1450,group_19
aves_aa_4R_auth_0616,1450,group_20
aves_aa_4R_auth_0549,1450,group_21
aves_aa_4R_auth_0617,1450,group_22
aves_aa_4R_auth_0618,1450,group_23
aves_aa_4R_auth_0262,1450,group_24
aves_aa_4R_auth_0493,1450,group_25
aves_aa_4R_auth_0531,1450,group_26
aves_aa_4R_auth_0551,1450,group_27
aves_aa_4R_auth_0619,1450,group_28
aves_aa_4R_auth_0553,1450,group_29
aves_aa_4R_auth_0520,1450,group_30
aves_aa_4R_auth_0521,1450,group_31
aves_aa_4R_auth_0425,1450,group_32
aves_aa_4R_auth_0498,1451,group_05
aves_aa_4R_auth_0348,1451,group_06
aves_aa_4R_auth_0620,1451,group_07
aves_aa_4R_auth_0467,1451,group_08
aves_aa_4R_auth_0349,1451,group_09
aves_aa_4R_auth_0571,1451,group_10
aves_aa_4R_auth_0581,1451,group_11
aves_aa_4R_auth_0621,1451,group_12
aves_aa_4R_auth_0622,1451,group_13
aves_aa_4R_auth_0511,1451,group_14
aves_aa_4R_auth_0623,1451,group_15
aves_aa_4R_auth_0528,1451,group_16
aves_aa_4R_auth_0624,1451,group_17
aves_aa_4R_auth_0604,1451,group_18
aves_aa_4R_auth_0625,1451,group_19
aves_aa_4R_auth_0626,1451,group_20
aves_aa_4R_auth_0627,1451,group_21
aves_aa_4R_auth_0628,1451,group_22
aves_aa_4R_auth_0479,1451,group_23
aves_aa_4R_auth_0606,1451,group_24
aves_aa_4R_auth_0629,1451,group_25
aves_aa_4R_auth_0505,1451,group_26
aves_aa_4R_auth_0506,1451,group_27
aves_aa_4R_auth_0630,1451,group_28
aves_aa_4R_auth_0590,1451,group_29
aves_aa_4R_auth_0568,1451,group_30
aves_aa_4R_auth_0598,1451,group_31
aves_aa_4R_auth_0473,1451,group_32
aves_aa_4R_auth_0522,1452,group_05
aves_aa_4R_auth_0631,1452,group_06
aves_aa_4R_auth_0535,1452,group_07
aves_aa_4R_auth_0632,1452,group_08
aves_aa_4R_auth_0525,1452,group_09
aves_aa_4R_auth_0633,1452,group_10
aves_aa_4R_auth_0634,1452,group_11
aves_aa_4R_auth_0536,1452,group_12
aves_aa_4R_auth_0635,1452,group_13
aves_aa_4R_auth_0636,1452,group_14
aves_aa_4R_auth_0352,1452,group_15
aves_aa_4R_auth_0548,1452,group_16
aves_aa_4R_auth_0488,1452,group_17
aves_aa_4R_auth_0614,1452,group_18
aves_aa_4R_auth_0637,1452,group_19
aves_aa_4R_auth_0469,1452,group_20
aves_aa_4R_auth_0549,1452,group_21
aves_aa_4R_auth_0596,1452,group_22
aves_aa_4R_auth_0638,1452,group_23
aves_aa_4R_auth_0639,1452,group_24
aves_aa_4R_auth_0640,1452,group_25
aves_aa_4R_auth_0566,1452,group_26
aves_aa_4R_auth_0578,1452,group_27
aves_aa_4R_auth_0481,1452,group_28
aves_aa_4R_auth_0412,1452,group_29
aves_aa_4R_auth_0450,1452,group_30
aves_aa_4R_auth_0521,1452,group_31
aves_aa_4R_auth_0610,1452,group_32
aves_aa_4R_auth_0641,1453,group_05
aves_aa_4R_auth_0570,1453,group_06
aves_aa_4R_auth_0642,1453,group_07
aves_aa_4R_auth_0524,1453,group_08
aves_aa_4R_auth_0349,1453,group_09
aves_aa_4R_auth_0546,1453,group_10
aves_aa_4R_auth_0554,1453,group_11
aves_aa_4R_auth_0527,1453,group_12
aves_aa_4R_auth_0500,1453,group_13
aves_aa_4R_auth_0364,1453,group_14
aves_aa_4R_auth_0360,1453,group_15
aves_aa_4R_auth_0574,1453,group_16
aves_aa_4R_auth_0643,1453,group_17
aves_aa_4R_auth_0644,1453,group_18
aves_aa_4R_auth_0645,1453,group_19
aves_aa_4R_auth_0585,1453,group_20
aves_aa_4R_auth_0502,1453,group_21
aves_aa_4R_auth_0261,1453,group_22
aves_aa_4R_auth_0646,1453,group_23
aves_aa_4R_auth_0647,1453,group_24
aves_aa_4R_auth_0559,1453,group_25
aves_aa_4R_auth_0648,1453,group_26
aves_aa_4R_auth_0649,1453,group_27
aves_aa_4R_auth_0607,1453,group_28
aves_aa_4R_auth_0650,1453,group_29
aves_aa_4R_auth_0651,1453,group_30
aves_aa_4R_auth_0598,1453,group_31
aves_aa_4R_auth_0425,1453,group_32
aves_aa_4R_auth_0652,1454,group_05
aves_aa_4R_auth_0653,1454,group_06
aves_aa_4R_auth_0509,1454,group_07
aves_aa_4R_auth_0654,1454,group_08
aves_aa_4R_auth_0655,1454,group_09
aves_aa_4R_auth_0561,1454,group_10
aves_aa_4R_auth_0581,1454,group_11
aves_aa_4R_auth_0573,1454,group_12
aves_aa_4R_auth_0311,1454,group_13
aves_aa_4R_auth_0656,1454,group_14
aves_aa_4R_auth_0352,1454,group_15
aves_aa_4R_auth_0548,1454,group_16
aves_aa_4R_auth_0488,1454,group_17
aves_aa_4R_auth_0614,1454,group_18
aves_aa_4R_auth_0657,1454,group_19
aves_aa_4R_auth_0595,1454,group_20
aves_aa_4R_auth_0658,1454,group_21
aves_aa_4R_auth_0617,1454,group_22
aves_aa_4R_auth_0659,1454,group_23
aves_aa_4R_auth_0516,1454,group_24
aves_aa_4R_auth_0493,1454,group_25
aves_aa_4R_auth_0505,1454,group_26
aves_aa_4R_auth_0551,1454,group_27
aves_aa_4R_auth_0540,1454,group_28
aves_aa_4R_auth_0660,1454,group_29
aves_aa_4R_auth_0568,1454,group_30
aves_aa_4R_auth_0521,1454,group_31
aves_aa_4R_auth_0473,1454,group_32
aves_aa_4R_auth_0661,1455,group_05
aves_aa_4R_auth_0662,1455,group_06
aves_aa_4R_auth_0663,1455,group_07
aves_aa_4R_auth_0632,1455,group_08
aves_aa_4R_auth_0664,1455,group_09
aves_aa_4R_auth_0571,1455,group_10
aves_aa_4R_auth_0665,1455,group_11
aves_aa_4R_auth_0666,1455,group_12
aves_aa_4R_auth_0500,1455,group_13
aves_aa_4R_auth_0511,1455,group_14
aves_aa_4R_auth_0667,1455,group_15
aves_aa_4R_auth_0574,1455,group_16
aves_aa_4R_auth_0453,1455,group_17
aves_aa_4R_auth_0644,1455,group_18
aves_aa_4R_auth_0668,1455,group_19
aves_aa_4R_auth_0669,1455,group_20
aves_aa_4R_auth_0549,1455,group_21
aves_aa_4R_auth_0670,1455,group_22
aves_aa_4R_auth_0671,1455,group_23
aves_aa_4R_auth_0421,1455,group_24
aves_aa_4R_auth_0672,1455,group_25
aves_aa_4R_auth_0531,1455,group_26
aves_aa_4R_auth_0506,1455,group_27
aves_aa_4R_auth_0518,1455,group_28
aves_aa_4R_auth_0673,1455,group_29
aves_aa_4R_auth_0450,1455,group_30
aves_aa_4R_auth_0598,1455,group_31
aves_aa_4R_auth_0610,1455,group_32
aves_aa_4R_auth_0522,1456,group_05
aves_aa_4R_auth_0570,1456,group_06
aves_aa_4R_auth_0674,1456,group_07
aves_aa_4R_auth_0545,1456,group_08
aves_aa_4R_auth_0675,1456,group_09
aves_aa_4R_auth_0327,1456,group_10
aves_aa_4R_auth_0554,1456,group_11
aves_aa_4R_auth_0621,1456,group_12
aves_aa_4R_auth_0622,1456,group_13
aves_aa_4R_auth_0475,1456,group_14
aves_aa_4R_auth_0613,1456,group_15
aves_aa_4R_auth_0676,1456,group_16
aves_aa_4R_auth_0488,1456,group_17
aves_aa_4R_auth_0614,1456,group_18
aves_aa_4R_auth_0677,1456,group_19
aves_aa_4R_auth_0678,1456,group_20
aves_aa_4R_auth_0627,1456,group_21
aves_aa_4R_auth_0596,1456,group_22
aves_aa_4R_auth_0638,1456,group_23
aves_aa_4R_auth_0679,1456,group_24
aves_aa_4R_auth_0493,1456,group_25
aves_aa_4R_auth_0505,1456,group_26
aves_aa_4R_auth_0680,1456,group_27
aves_aa_4R_auth_0619,1456,group_28
aves_aa_4R_auth_0412,1456,group_29
aves_aa_4R_auth_0651,1456,group_30
aves_aa_4R_auth_0424,1456,group_31
aves_aa_4R_auth_0681,1456,group_32
aves_aa_4R_auth_0682,1457,group_05
aves_aa_4R_auth_0570,1457,group_06
aves_aa_4R_auth_0674,1457,group_07
aves_aa_4R_auth_0545,1457,group_08
aves_aa_4R_auth_0683,1457,group_09
aves_aa_4R_auth_0561,1457,group_10
aves_aa_4R_auth_0600,1457,group_11
aves_aa_4R_auth_0621,1457,group_12
aves_aa_4R_auth_0622,1457,group_13
aves_aa_4R_auth_0684,1457,group_14
aves_aa_4R_auth_0613,1457,group_15
aves_aa_4R_auth_0548,1457,group_16
aves_aa_4R_auth_0643,1457,group_17
aves_aa_4R_auth_0644,1457,group_18
aves_aa_4R_auth_0677,1457,group_19
aves_aa_4R_auth_0585,1457,group_20
aves_aa_4R_auth_0549,1457,group_21
aves_aa_4R_auth_0445,1457,group_22
aves_aa_4R_auth_0685,1457,group_23
aves_aa_4R_auth_0679,1457,group_24
aves_aa_4R_auth_0493,1457,group_25
aves_aa_4R_auth_0686,1457,group_26
aves_aa_4R_auth_0680,1457,group_27
aves_aa_4R_auth_0607,1457,group_28
aves_aa_4R_auth_0412,1457,group_29
aves_aa_4R_auth_0568,1457,group_30
aves_aa_4R_auth_0424,1457,group_31
aves_aa_4R_auth_0687,1457,group_32
aves_aa_4R_auth_0682,1458,group_05
aves_aa_4R_auth_0348,1458,group_06
aves_aa_4R_auth_0509,1458,group_07
aves_aa_4R_auth_0632,1458,group_08
aves_aa_4R_auth_0688,1458,group_09
aves_aa_4R_auth_0561,1458,group_10
aves_aa_4R_auth_0600,1458,group_11
aves_aa_4R_auth_0689,1458,group_12
aves_aa_4R_auth_0555,1458,group_13
aves_aa_4R_auth_0684,1458,group_14
aves_aa_4R_auth_0352,1458,group_15
aves_aa_4R_auth_0548,1458,group_16
aves_aa_4R_auth_0488,1458,group_17
aves_aa_4R_auth_0644,1458,group_18
aves_aa_4R_auth_0690,1458,group_19
aves_aa_4R_auth_0585,1458,group_20
aves_aa_4R_auth_0549,1458,group_21
aves_aa_4R_auth_0261,1458,group_22
aves_aa_4R_auth_0685,1458,group_23
aves_aa_4R_auth_0691,1458,group_24
aves_aa_4R_auth_0692,1458,group_25
aves_aa_4R_auth_0686,1458,group_26
aves_aa_4R_auth_0693,1458,group_27
aves_aa_4R_auth_0607,1458,group_28
aves_aa_4R_auth_0650,1458,group_29
aves_aa_4R_auth_0568,1458,group_30
aves_aa_4R_auth_0694,1458,group_31
aves_aa_4R_auth_0687,1458,group_32
aves_aa_4R_auth_0522,1459,group_05
aves_aa_4R_auth_0348,1459,group_06
aves_aa_4R_auth_0509,1459,group_07
aves_aa_4R_auth_0632,1459,group_08
aves_aa_4R_auth_0688,1459,group_09
aves_aa_4R_auth_0546,1459,group_10
aves_aa_4R_auth_0695,1459,group_11
aves_aa_4R_auth_0689,1459,group_12
aves_aa_4R_auth_0555,1459,group_13
aves_aa_4R_auth_0696,1459,group_14
aves_aa_4R_auth_0352,1459,group_15
aves_aa_4R_auth_0697,1459,group_16
aves_aa_4R_auth_0698,1459,group_17
aves_aa_4R_auth_0699,1459,group_18
aves_aa_4R_auth_0690,1459,group_19
aves_aa_4R_auth_0616,1459,group_20
aves_aa_4R_auth_0502,1459,group_21
aves_aa_4R_auth_0261,1459,group_22
aves_aa_4R_auth_0659,1459,group_23
aves_aa_4R_auth_0691,1459,group_24
aves_aa_4R_auth_0692,1459,group_25
aves_aa_4R_auth_0505,1459,group_26
aves_aa_4R_auth_0693,1459,group_27
aves_aa_4R_auth_0700,1459,group_28
aves_aa_4R_auth_0650,1459,group_29
aves_aa_4R_auth_0701,1459,group_30
aves_aa_4R_auth_0694,1459,group_31
aves_aa_4R_auth_0610,1459,group_32
aves_aa_4R_auth_0702,1460,group_05
aves_aa_4R_auth_0662,1460,group_06
aves_aa_4R_auth_0642,1460,group_07
aves_aa_4R_auth_0703,1460,group_08
aves_aa_4R_auth_0452,1460,group_09
aves_aa_4R_auth_0546,1460,group_10
aves_aa_4R_auth_0695,1460,group_11
aves_aa_4R_auth_0704,1460,group_12
aves_aa_4R_auth_0705,1460,group_13
aves_aa_4R_auth_0696,1460,group_14
aves_aa_4R_auth_0563,1460,group_15
aves_aa_4R_auth_0697,1460,group_16
aves_aa_4R_auth_0698,1460,group_17
aves_aa_4R_auth_0699,1460,group_18
aves_aa_4R_auth_0668,1460,group_19
aves_aa_4R_auth_0616,1460,group_20
aves_aa_4R_auth_0502,1460,group_21
aves_aa_4R_auth_0617,1460,group_22
aves_aa_4R_auth_0659,1460,group_23
aves_aa_4R_auth_0706,1460,group_24
aves_aa_4R_auth_0493,1460,group_25
aves_aa_4R_auth_0505,1460,group_26
aves_aa_4R_auth_0506,1460,group_27
aves_aa_4R_auth_0700,1460,group_28
aves_aa_4R_auth_0660,1460,group_29
aves_aa_4R_auth_0701,1460,group_30
aves_aa_4R_auth_0598,1460,group_31
aves_aa_4R_auth_0610,1460,group_32
aves_aa_4R_auth_0661,1461,group_05
aves_aa_4R_auth_0662,1461,group_06
aves_aa_4R_auth_0642,1461,group_07
aves_aa_4R_auth_0703,1461,group_08
aves_aa_4R_auth_0452,1461,group_09
aves_aa_4R_auth_0707,1461,group_10
aves_aa_4R_auth_0554,1461,group_11
aves_aa_4R_auth_0708,1461,group_12
aves_aa_4R_auth_0705,1461,group_13
aves_aa_4R_auth_0709,1461,group_14
aves_aa_4R_auth_0563,1461,group_15
aves_aa_4R_auth_0548,1461,group_16
aves_aa_4R_auth_0488,1461,group_17
aves_aa_4R_auth_0644,1461,group_18
aves_aa_4R_auth_0668,1461,group_19
aves_aa_4R_auth_0710,1461,group_20
aves_aa_4R_auth_0549,1461,group_21
aves_aa_4R_auth_0617,1461,group_22
aves_aa_4R_auth_0671,1461,group_23
aves_aa_4R_auth_0706,1461,group_24
aves_aa_4R_auth_0493,1461,group_25
aves_aa_4R_auth_0531,1461,group_26
aves_aa_4R_auth_0506,1461,group_27
aves_aa_4R_auth_0711,1461,group_28
aves_aa_4R_auth_0660,1461,group_29
aves_aa_4R_auth_0568,1461,group_30
aves_aa_4R_auth_0598,1461,group_31
aves_aa_4R_auth_0681,1461,group_32
aves_aa_4R_auth_0661,1462,group_05
aves_aa_4R_auth_0348,1462,group_06
aves_aa_4R_auth_0384,1462,group_07
aves_aa_4R_auth_0712,1462,group_08
aves_aa_4R_auth_0713,1462,group_09
aves_aa_4R_auth_0707,1462,group_10
aves_aa_4R_auth_0554,1462,group_11
aves_aa_4R_auth_0573,1462,group_12
aves_aa_4R_auth_0714,1462,group_13
aves_aa_4R_auth_0709,1462,group_14
aves_aa_4R_auth_0715,1462,group_15
aves_aa_4R_auth_0548,1462,group_16
aves_aa_4R_auth_0488,1462,group_17
aves_aa_4R_auth_0644,1462,group_18
aves_aa_4R_auth_0716,1462,group_19
aves_aa_4R_auth_0710,1462,group_20
aves_aa_4R_auth_0549,1462,group_21
aves_aa_4R_auth_0670,1462,group_22
aves_aa_4R_auth_0671,1462,group_23
aves_aa_4R_auth_0647,1462,group_24
aves_aa_4R_auth_0692,1462,group_25
aves_aa_4R_auth_0531,1462,group_26
aves_aa_4R_auth_0551,1462,group_27
aves_aa_4R_auth_0711,1462,group_28
aves_aa_4R_auth_0717,1462,group_29
aves_aa_4R_auth_0568,1462,group_30
aves_aa_4R_auth_0718,1462,group_31
aves_aa_4R_auth_0681,1462,group_32
aves_aa_4R_auth_0522,1463,group_05
aves_aa_4R_auth_0348,1463,group_06
aves_aa_4R_auth_0384,1463,group_07
aves_aa_4R_auth_0712,1463,group_08
aves_aa_4R_auth_0713,1463,group_09
aves_aa_4R_auth_0561,1463,group_10
aves_aa_4R_auth_0720,1463,group_11
aves_aa_4R_auth_0573,1463,group_12
aves_aa_4R_auth_0714,1463,group_13
aves_aa_4R_auth_0636,1463,group_14
aves_aa_4R_auth_0715,1463,group_15
aves_aa_4R_auth_0676,1463,group_16
aves_aa_4R_auth_0721,1463,group_17
aves_aa_4R_auth_0722,1463,group_18
aves_aa_4R_auth_0716,1463,group_19
aves_aa_4R_auth_0723,1463,group_20
aves_aa_4R_auth_0627,1463,group_21
aves_aa_4R_auth_0670,1463,group_22
aves_aa_4R_auth_0638,1463,group_23
aves_aa_4R_auth_0647,1463,group_24
aves_aa_4R_auth_0692,1463,group_25
aves_aa_4R_auth_0648,1463,group_26
aves_aa_4R_auth_0551,1463,group_27
aves_aa_4R_auth_0518,1463,group_28
aves_aa_4R_auth_0717,1463,group_29
aves_aa_4R_auth_0724,1463,group_32
aves_aa_4R_auth_0522,1464,group_05
aves_aa_4R_auth_0570,1464,group_06
aves_aa_4R_auth_0509,1464,group_07
aves_aa_4R_auth_0725,1464,group_08
aves_aa_4R_auth_0664,1464,group_09
aves_aa_4R_auth_0561,1464,group_10
aves_aa_4R_auth_0720,1464,group_11
aves_aa_4R_auth_0621,1464,group_12
aves_aa_4R_auth_0726,1464,group_13
aves_aa_4R_auth_0636,1464,group_14
aves_aa_4R_auth_0360,1464,group_15
aves_aa_4R_auth_0676,1464,group_16
aves_aa_4R_auth_0721,1464,group_17
aves_aa_4R_auth_0722,1464,group_18
aves_aa_4R_auth_0727,1464,group_19
aves_aa_4R_auth_0723,1464,group_20
aves_aa_4R_auth_0627,1464,group_21
aves_aa_4R_auth_0728,1464,group_22
aves_aa_4R_auth_0638,1464,group_23
aves_aa_4R_auth_0729,1464,group_24
aves_aa_4R_auth_0730,1464,group_25
aves_aa_4R_auth_0648,1464,group_26
aves_aa_4R_auth_0731,1464,group_27
aves_aa_4R_auth_0518,1464,group_28
aves_aa_4R_auth_0519,1464,group_29
aves_aa_4R_auth_0724,1464,group_32
aves_aa_4R_auth_0655,1465,group_05
aves_aa_4R_auth_0570,1465,group_06
aves_aa_4R_auth_0509,1465,group_07
aves_aa_4R_auth_0725,1465,group_08
aves_aa_4R_auth_0664,1465,group_09
aves_aa_4R_auth_0571,1465,group_10
aves_aa_4R_auth_0732,1465,group_11
aves_aa_4R_auth_0621,1465,group_12
aves_aa_4R_auth_0726,1465,group_13
aves_aa_4R_auth_0733,1465,group_14
aves_aa_4R_auth_0360,1465,group_15
aves_aa_4R_auth_0734,1465,group_16
aves_aa_4R_auth_0735,1465,group_17
aves_aa_4R_auth_0644,1465,group_18
aves_aa_4R_auth_0727,1465,group_19
aves_aa_4R_auth_0585,1465,group_20
aves_aa_4R_auth_0736,1465,group_21
aves_aa_4R_auth_0728,1465,group_22
aves_aa_4R_auth_0737,1465,group_23
aves_aa_4R_auth_0729,1465,group_24
aves_aa_4R_auth_0730,1465,group_25
aves_aa_4R_auth_0738,1465,group_26
aves_aa_4R_auth_0731,1465,group_27
aves_aa_4R_auth_0619,1465,group_28
aves_aa_4R_auth_0519,1465,group_29
aves_aa_4R_auth_0739,1465,group_32
aves_aa_4R_auth_0655,1466,group_05
aves_aa_4R_auth_0348,1466,group_06
aves_aa_4R_auth_0740,1466,group_07
aves_aa_4R_auth_0719,1466,group_08
aves_aa_4R_auth_0713,1466,group_09
aves_aa_4R_auth_0571,1466,group_10
aves_aa_4R_auth_0732,1466,group_11
aves_aa_4R_auth_0601,1466,group_12
aves_aa_4R_auth_0741,1466,group_13
aves_aa_4R_auth_0733,1466,group_14
aves_aa_4R_auth_0715,1466,group_15
aves_aa_4R_auth_0734,1466,group_16
aves_aa_4R_auth_0735,1466,group_17
aves_aa_4R_auth_0644,1466,group_18
aves_aa_4R_auth_0742,1466,group_19
aves_aa_4R_auth_0585,1466,group_20
aves_aa_4R_auth_0736,1466,group_21
aves_aa_4R_auth_0261,1466,group_22
aves_aa_4R_auth_0737,1466,group_23
aves_aa_4R_auth_0743,1466,group_24
aves_aa_4R_auth_0493,1466,group_25
aves_aa_4R_auth_0744,1466,group_26
aves_aa_4R_auth_0745,1466,group_27
aves_aa_4R_auth_0619,1466,group_28
aves_aa_4R_auth_0746,1466,group_29
aves_aa_4R_auth_0739,1466,group_32
aves_aa_4R_auth_0702,1467,group_05
aves_aa_4R_auth_0747,1467,group_06
aves_aa_4R_auth_0740,1467,group_07
aves_aa_4R_auth_0719,1467,group_08
aves_aa_4R_auth_0748,1467,group_09
aves_aa_4R_auth_0561,1467,group_10
aves_aa_4R_auth_0749,1467,group_11
aves_aa_4R_auth_0601,1467,group_12
aves_aa_4R_auth_0622,1467,group_13
aves_aa_4R_auth_0696,1467,group_14
aves_aa_4R_auth_0750,1467,group_15
aves_aa_4R_auth_0676,1467,group_16
aves_aa_4R_auth_0698,1467,group_17
aves_aa_4R_auth_0751,1467,group_18
aves_aa_4R_auth_0727,1467,group_19
aves_aa_4R_auth_0710,1467,group_20
aves_aa_4R_auth_0752,1467,group_21
aves_aa_4R_auth_0261,1467,group_22
aves_aa_4R_auth_0753,1467,group_23
aves_aa_4R_auth_0743,1467,group_24
aves_aa_4R_auth_0493,1467,group_25
aves_aa_4R_auth_0531,1467,group_26
aves_aa_4R_auth_0745,1467,group_27
aves_aa_4R_auth_0518,1467,group_28
aves_aa_4R_auth_0746,1467,group_29
aves_aa_4R_auth_0681,1467,group_32
aves_aa_4R_auth_0702,1468,group_05
aves_aa_4R_auth_0662,1468,group_06
aves_aa_4R_auth_0755,1468,group_07
aves_aa_4R_auth_0725,1468,group_08
aves_aa_4R_auth_0664,1468,group_09
aves_aa_4R_auth_0561,1468,group_10
aves_aa_4R_auth_0749,1468,group_11
aves_aa_4R_auth_0573,1468,group_12
aves_aa_4R_auth_0756,1468,group_13
aves_aa_4R_auth_0696,1468,group_14
aves_aa_4R_auth_0757,1468,group_15
aves_aa_4R_auth_0676,1468,group_16
aves_aa_4R_auth_0698,1468,group_17
aves_aa_4R_auth_0751,1468,group_18
aves_aa_4R_auth_0758,1468,group_19
aves_aa_4R_auth_0710,1468,group_20
aves_aa_4R_auth_0752,1468,group_21
aves_aa_4R_auth_0759,1468,group_22
aves_aa_4R_auth_0753,1468,group_23
aves_aa_4R_auth_0760,1468,group_24
aves_aa_4R_auth_0761,1468,group_25
aves_aa_4R_auth_0531,1468,group_26
aves_aa_4R_auth_0762,1468,group_27
aves_aa_4R_auth_0518,1468,group_28
aves_aa_4R_auth_0660,1468,group_29
aves_aa_4R_auth_0681,1468,group_32
aves_aa_4R_auth_0591,1469,group_05
aves_aa_4R_auth_0662,1469,group_06
aves_aa_4R_auth_0755,1469,group_07
aves_aa_4R_auth_0725,1469,group_08
aves_aa_4R_auth_0664,1469,group_09
aves_aa_4R_auth_0633,1469,group_10
aves_aa_4R_auth_0554,1469,group_11
aves_aa_4R_auth_0573,1469,group_12
aves_aa_4R_auth_0756,1469,group_13
aves_aa_4R_auth_0709,1469,group_14
aves_aa_4R_auth_0757,1469,group_15
aves_aa_4R_auth_0763,1469,group_16
aves_aa_4R_auth_0721,1469,group_17
aves_aa_4R_auth_0644,1469,group_18
aves_aa_4R_auth_0758,1469,group_19
aves_aa_4R_auth_0764,1469,group_20
aves_aa_4R_auth_0765,1469,group_21
aves_aa_4R_auth_0759,1469,group_22
aves_aa_4R_auth_0766,1469,group_23
aves_aa_4R_auth_0760,1469,group_24
aves_aa_4R_auth_0761,1469,group_25
aves_aa_4R_auth_0648,1469,group_26
aves_aa_4R_auth_0762,1469,group_27
aves_aa_4R_auth_0619,1469,group_28
aves_aa_4R_auth_0660,1469,group_29
aves_aa_4R_auth_0767,1469,group_32
aves_aa_4R_auth_0591,1470,group_05
aves_aa_4R_auth_0768,1470,group_06
aves_aa_4R_auth_0769,1470,group_07
aves_aa_4R_auth_0770,1470,group_08
aves_aa_4R_auth_0771,1470,group_09
aves_aa_4R_auth_0633,1470,group_10
aves_aa_4R_auth_0554,1470,group_11
aves_aa_4R_auth_0621,1470,group_12
aves_aa_4R_auth_0622,1470,group_13
aves_aa_4R_auth_0709,1470,group_14
aves_aa_4R_auth_0754,1470,group_15
aves_aa_4R_auth_0763,1470,group_16
aves_aa_4R_auth_0721,1470,group_17
aves_aa_4R_auth_0644,1470,group_18
aves_aa_4R_auth_0727,1470,group_19
aves_aa_4R_auth_0764,1470,group_20
aves_aa_4R_auth_0765,1470,group_21
aves_aa_4R_auth_0670,1470,group_22
aves_aa_4R_auth_0766,1470,group_23
