authority,date,role,represents,represents_in
aves_aa_4R_auth_0519,1465,group_49,group_29,group_01
aves_aa_4R_auth_0519,1474,group_49,group_29,group_01
aves_aa_4R_auth_0519,1475,group_49,group_29,group_01
aves_aa_4R_auth_0519,1444,group_50,group_65,group_29
aves_aa_4R_auth_0518,1440,group_49,group_28,group_01
aves_aa_4R_auth_0518,1455,group_49,group_28,group_01
aves_aa_4R_auth_0518,1463,group_49,group_28,group_01
aves_aa_4R_auth_0518,1464,group_49,group_28,group_01
aves_aa_4R_auth_0518,1467,group_49,group_28,group_01
aves_aa_4R_auth_0518,1468,group_49,group_28,group_01
aves_aa_4R_auth_0518,1472,group_49,group_28,group_01
aves_aa_4R_auth_0518,1475,group_49,group_28,group_01
aves_aa_4R_auth_0518,1476,group_49,group_28,group_01
aves_aa_4R_auth_0518,1444,group_50,,group_28
aves_aa_4R_auth_0516,1440,group_49,group_24,group_01
aves_aa_4R_auth_0516,1454,group_49,group_24,group_01
aves_aa_4R_auth_0516,1444,group_50,group_64,group_24
aves_aa_4R_auth_0515,1440,group_49,group_23,group_01
aves_aa_4R_auth_0515,1444,group_50,group_45,group_23
aves_aa_4R_auth_0514,1440,group_49,group_21,group_01
aves_aa_4R_auth_0514,1444,group_49,group_21,group_01
aves_aa_4R_auth_0514,1444,group_50,,group_21
aves_aa_4R_auth_0513,1440,group_49,group_20,group_01
aves_aa_4R_auth_0513,1444,group_50,group_72,group_20
aves_aa_4R_auth_0511,1440,group_49,group_14,group_01
aves_aa_4R_auth_0511,1444,group_49,group_14,group_01
aves_aa_4R_auth_0511,1448,group_49,group_14,group_01
aves_aa_4R_auth_0511,1451,group_49,group_14,group_01
aves_aa_4R_auth_0511,1455,group_49,group_14,group_01
aves_aa_4R_auth_0511,1444,group_50,,group_14
aves_aa_4R_auth_0510,1440,group_49,group_11,group_01
aves_aa_4R_auth_0510,1445,group_49,group_11,group_01
aves_aa_4R_auth_0510,1448,group_49,group_11,group_01
aves_aa_4R_auth_0510,1444,group_50,group_40,group_11
aves_aa_4R_auth_0509,1440,group_49,group_07,group_01
aves_aa_4R_auth_0509,1448,group_49,group_07,group_01
aves_aa_4R_auth_0509,1450,group_49,group_07,group_01
aves_aa_4R_auth_0509,1454,group_49,group_07,group_01
aves_aa_4R_auth_0509,1455,group_48,,group_01
aves_aa_4R_auth_0509,1458,group_49,group_07,group_01
aves_aa_4R_auth_0509,1459,group_49,group_07,group_01
aves_aa_4R_auth_0509,1461,group_48,,group_01
aves_aa_4R_auth_0509,1464,group_49,group_07,group_01
aves_aa_4R_auth_0509,1465,group_49,group_07,group_01
aves_aa_4R_auth_0509,1444,group_50,group_46,group_07
aves_aa_4R_auth_0507,1439,group_49,group_28,group_01
aves_aa_4R_auth_0507,1444,group_49,group_28,group_01
aves_aa_4R_auth_0507,1444,group_50,,group_28
aves_aa_4R_auth_0506,1439,group_49,group_27,group_01
aves_aa_4R_auth_0506,1442,group_49,group_27,group_01
aves_aa_4R_auth_0506,1445,group_49,group_27,group_01
aves_aa_4R_auth_0506,1448,group_49,group_27,group_01
aves_aa_4R_auth_0506,1451,group_49,group_27,group_01
aves_aa_4R_auth_0506,1455,group_49,group_27,group_01
aves_aa_4R_auth_0506,1460,group_49,group_27,group_01
aves_aa_4R_auth_0506,1461,group_49,group_27,group_01
aves_aa_4R_auth_0506,1444,group_50,,group_27
aves_aa_4R_auth_0505,1439,group_49,group_26,group_01
aves_aa_4R_auth_0505,1443,group_49,group_26,group_01
aves_aa_4R_auth_0505,1448,group_49,group_26,group_01
aves_aa_4R_auth_0505,1451,group_49,group_26,group_01
aves_aa_4R_auth_0505,1454,group_49,group_26,group_01
aves_aa_4R_auth_0505,1456,group_49,group_26,group_01
aves_aa_4R_auth_0505,1459,group_49,group_26,group_01
aves_aa_4R_auth_0505,1460,group_49,group_26,group_01
aves_aa_4R_auth_0505,1444,group_50,,group_26
aves_aa_4R_auth_0504,1439,group_49,group_23,group_01
aves_aa_4R_auth_0504,1443,group_49,group_23,group_01
aves_aa_4R_auth_0504,1444,group_50,group_47,group_23
aves_aa_4R_auth_0502,1439,group_49,group_21,group_01
aves_aa_4R_auth_0502,1447,group_49,group_21,group_01
aves_aa_4R_auth_0502,1453,group_49,group_21,group_01
aves_aa_4R_auth_0502,1459,group_49,group_21,group_01
aves_aa_4R_auth_0502,1460,group_49,group_21,group_01
aves_aa_4R_auth_0502,1444,group_50,,group_21
aves_aa_4R_auth_0501,1439,group_49,group_15,group_01
aves_aa_4R_auth_0501,1444,group_50,group_39,group_15
aves_aa_4R_auth_0500,1439,group_49,group_13,group_01
aves_aa_4R_auth_0500,1441,group_49,group_13,group_01
aves_aa_4R_auth_0500,1443,group_49,group_13,group_01
aves_aa_4R_auth_0500,1445,group_48,,group_01
aves_aa_4R_auth_0500,1447,group_49,group_13,group_01
aves_aa_4R_auth_0500,1449,group_49,group_13,group_01
aves_aa_4R_auth_0500,1451,group_48,,group_01
aves_aa_4R_auth_0500,1453,group_49,group_13,group_01
aves_aa_4R_auth_0500,1455,group_49,group_13,group_01
aves_aa_4R_auth_0500,1457,group_48,,group_01
aves_aa_4R_auth_0500,1444,group_50,,group_13
aves_aa_4R_auth_0499,1439,group_49,group_06,group_01
aves_aa_4R_auth_0499,1444,group_50,,group_06
aves_aa_4R_auth_0498,1439,group_49,group_05,group_01
aves_aa_4R_auth_0498,1451,group_49,group_05,group_01
aves_aa_4R_auth_0498,1444,group_50,group_44,group_05
aves_aa_4R_auth_0496,1438,group_49,group_28,group_01
aves_aa_4R_auth_0496,1446,group_49,group_28,group_01
aves_aa_4R_auth_0496,1444,group_50,,group_28
aves_aa_4R_auth_0495,1438,group_49,group_27,group_01
aves_aa_4R_auth_0495,1444,group_49,group_27,group_01
aves_aa_4R_auth_0495,1449,group_49,group_27,group_01
aves_aa_4R_auth_0495,1444,group_50,,group_27
aves_aa_4R_auth_0494,1438,group_49,group_26,group_01
aves_aa_4R_auth_0494,1444,group_49,group_26,group_01
aves_aa_4R_auth_0494,1444,group_50,,group_26
aves_aa_4R_auth_0493,1438,group_49,group_25,group_01
aves_aa_4R_auth_0493,1448,group_49,group_25,group_01
aves_aa_4R_auth_0493,1450,group_49,group_25,group_01
aves_aa_4R_auth_0493,1452,group_48,,group_01
aves_aa_4R_auth_0493,1454,group_49,group_25,group_01
aves_aa_4R_auth_0493,1456,group_49,group_25,group_01
aves_aa_4R_auth_0493,1457,group_49,group_25,group_01
aves_aa_4R_auth_0493,1458,group_48,,group_01
aves_aa_4R_auth_0493,1460,group_49,group_25,group_01
aves_aa_4R_auth_0493,1461,group_49,group_25,group_01
aves_aa_4R_auth_0493,1464,group_48,,group_01
aves_aa_4R_auth_0493,1466,group_49,group_25,group_01
aves_aa_4R_auth_0493,1467,group_49,group_25,group_01
aves_aa_4R_auth_0493,1444,group_50,,group_25
aves_aa_4R_auth_0491,1438,group_49,group_22,group_01
aves_aa_4R_auth_0491,1444,group_50,group_36,group_22
aves_aa_4R_auth_0490,1438,group_49,group_20,group_01
aves_aa_4R_auth_0490,1444,group_50,group_72,group_20
aves_aa_4R_auth_0488,1438,group_49,group_17,group_01
aves_aa_4R_auth_0488,1440,group_49,group_17,group_01
aves_aa_4R_auth_0488,1442,group_49,group_17,group_01
aves_aa_4R_auth_0488,1444,group_49,group_17,group_01
aves_aa_4R_auth_0488,1447,group_49,group_17,group_01
aves_aa_4R_auth_0488,1449,group_49,group_17,group_01
aves_aa_4R_auth_0488,1452,group_49,group_17,group_01
aves_aa_4R_auth_0488,1454,group_49,group_17,group_01
aves_aa_4R_auth_0488,1456,group_49,group_17,group_01
aves_aa_4R_auth_0488,1458,group_49,group_17,group_01
aves_aa_4R_auth_0488,1461,group_49,group_17,group_01
aves_aa_4R_auth_0488,1462,group_49,group_17,group_01
aves_aa_4R_auth_0488,1444,group_50,,group_17
aves_aa_4R_auth_0487,1438,group_49,group_12,group_01
aves_aa_4R_auth_0487,1444,group_50,,group_12
aves_aa_4R_auth_0486,1438,group_49,group_08,group_01
aves_aa_4R_auth_0486,1446,group_49,group_08,group_01
aves_aa_4R_auth_0486,1449,group_49,group_08,group_01
aves_aa_4R_auth_0486,1444,group_50,,group_08
aves_aa_4R_auth_0481,1437,group_49,group_28,group_01
aves_aa_4R_auth_0481,1448,group_49,group_28,group_01
aves_aa_4R_auth_0481,1452,group_49,group_28,group_01
aves_aa_4R_auth_0481,1444,group_50,,group_28
aves_aa_4R_auth_0480,1437,group_49,group_25,group_01
aves_aa_4R_auth_0480,1443,group_49,group_25,group_01
aves_aa_4R_auth_0480,1449,group_49,group_25,group_01
aves_aa_4R_auth_0480,1444,group_50,,group_25
aves_aa_4R_auth_0479,1437,group_49,group_23,group_01
aves_aa_4R_auth_0479,1451,group_49,group_23,group_01
aves_aa_4R_auth_0479,1444,group_50,group_35,group_23
aves_aa_4R_auth_0478,1437,group_49,group_22,group_01
aves_aa_4R_auth_0478,1441,group_49,group_22,group_01
aves_aa_4R_auth_0478,1444,group_50,group_38,group_22
aves_aa_4R_auth_0477,1437,group_49,group_18,group_01
aves_aa_4R_auth_0477,1439,group_49,group_18,group_01
aves_aa_4R_auth_0477,1441,group_49,group_18,group_01
aves_aa_4R_auth_0477,1443,group_49,group_18,group_01
aves_aa_4R_auth_0477,1445,group_49,group_18,group_01
aves_aa_4R_auth_0477,1447,group_49,group_18,group_01
aves_aa_4R_auth_0477,1444,group_50,group_69,group_18
aves_aa_4R_auth_0475,1437,group_49,group_14,group_01
aves_aa_4R_auth_0475,1456,group_49,group_14,group_01
aves_aa_4R_auth_0475,1444,group_50,,group_14
aves_aa_4R_auth_0473,1436,group_49,group_32,group_01
aves_aa_4R_auth_0473,1448,group_49,group_32,group_01
aves_aa_4R_auth_0473,1451,group_49,group_32,group_01
aves_aa_4R_auth_0473,1454,group_49,group_32,group_01
aves_aa_4R_auth_0473,1444,group_50,group_70,group_32
aves_aa_4R_auth_0471,1436,group_49,group_24,group_01
aves_aa_4R_auth_0471,1444,group_50,group_64,group_24
aves_aa_4R_auth_0470,1436,group_49,group_21,group_01
aves_aa_4R_auth_0470,1471,group_49,group_21,group_01
aves_aa_4R_auth_0470,1472,group_49,group_21,group_01
aves_aa_4R_auth_0470,1444,group_50,,group_21
aves_aa_4R_auth_0469,1436,group_49,group_20,group_01
aves_aa_4R_auth_0469,1446,group_49,group_20,group_01
aves_aa_4R_auth_0469,1452,group_49,group_20,group_01
aves_aa_4R_auth_0469,1444,group_50,group_72,group_20
aves_aa_4R_auth_0467,1436,group_49,group_08,group_01
aves_aa_4R_auth_0467,1447,group_49,group_08,group_01
aves_aa_4R_auth_0467,1451,group_49,group_08,group_01
aves_aa_4R_auth_0467,1444,group_50,,group_08
aves_aa_4R_auth_0466,1435,group_49,group_32,group_01
aves_aa_4R_auth_0466,1444,group_49,group_32,group_01
aves_aa_4R_auth_0466,1444,group_50,group_68,group_32
aves_aa_4R_auth_0464,1435,group_49,group_29,group_01
aves_aa_4R_auth_0464,1439,group_49,group_29,group_01
aves_aa_4R_auth_0464,1446,group_49,group_29,group_01
aves_aa_4R_auth_0464,1444,group_50,group_67,group_29
aves_aa_4R_auth_0463,1435,group_49,group_27,group_01
aves_aa_4R_auth_0463,1444,group_50,,group_27
aves_aa_4R_auth_0462,1435,group_49,group_26,group_01
aves_aa_4R_auth_0462,1444,group_50,,group_26
aves_aa_4R_auth_0461,1435,group_49,group_25,group_01
aves_aa_4R_auth_0461,1442,group_49,group_25,group_01
aves_aa_4R_auth_0461,1444,group_50,,group_25
aves_aa_4R_auth_0460,1435,group_49,group_22,group_01
aves_aa_4R_auth_0460,1443,group_49,group_22,group_01
aves_aa_4R_auth_0460,1444,group_50,group_34,group_22
aves_aa_4R_auth_0458,1435,group_49,group_17,group_01
aves_aa_4R_auth_0458,1437,group_49,group_17,group_01
aves_aa_4R_auth_0458,1444,group_50,,group_17
aves_aa_4R_auth_0456,1435,group_49,group_10,group_01
aves_aa_4R_auth_0456,1444,group_50,,group_10
aves_aa_4R_auth_0455,1435,group_49,group_06,group_01
aves_aa_4R_auth_0455,1442,group_49,group_06,group_01
aves_aa_4R_auth_0455,1444,group_50,,group_06
aves_aa_4R_auth_0454,1435,group_49,group_05,group_01
aves_aa_4R_auth_0454,1444,group_50,group_44,group_05
aves_aa_4R_auth_0453,1434,group_49,group_17,group_01
aves_aa_4R_auth_0453,1441,group_49,group_17,group_01
aves_aa_4R_auth_0453,1445,group_49,group_17,group_01
aves_aa_4R_auth_0453,1455,group_49,group_17,group_01
aves_aa_4R_auth_0453,1444,group_50,,group_17
aves_aa_4R_auth_0452,1434,group_49,group_09,group_01
aves_aa_4R_auth_0452,1460,group_49,group_09,group_01
aves_aa_4R_auth_0452,1461,group_49,group_09,group_01
aves_aa_4R_auth_0452,1444,group_50,,group_09
aves_aa_4R_auth_0450,1433,group_49,group_30,group_01
aves_aa_4R_auth_0450,1438,group_49,group_30,group_01
aves_aa_4R_auth_0450,1443,group_49,group_30,group_01
aves_aa_4R_auth_0450,1448,group_49,group_30,group_01
aves_aa_4R_auth_0450,1452,group_49,group_30,group_01
aves_aa_4R_auth_0450,1455,group_49,group_30,group_01
aves_aa_4R_auth_0450,1444,group_50,,group_30
aves_aa_4R_auth_0448,1433,group_49,group_26,group_01
aves_aa_4R_auth_0448,1444,group_50,,group_26
aves_aa_4R_auth_0445,1433,group_49,group_22,group_01
aves_aa_4R_auth_0445,1440,group_49,group_22,group_01
aves_aa_4R_auth_0445,1445,group_49,group_22,group_01
aves_aa_4R_auth_0445,1457,group_49,group_22,group_01
aves_aa_4R_auth_0445,1444,group_50,group_38,group_22
aves_aa_4R_auth_0443,1433,group_49,group_10,group_01
aves_aa_4R_auth_0443,1444,group_50,,group_10
aves_aa_4R_auth_0441,1433,group_49,group_05,group_01
aves_aa_4R_auth_0441,1444,group_50,group_44,group_05
aves_aa_4R_auth_0440,1431,group_49,group_24,group_01
aves_aa_4R_auth_0440,1444,group_50,group_63,group_24
aves_aa_4R_auth_0439,1431,group_49,group_15,group_01
aves_aa_4R_auth_0439,1444,group_50,group_39,group_15
aves_aa_4R_auth_0438,1431,group_49,group_12,group_01
aves_aa_4R_auth_0438,1444,group_50,,group_12
aves_aa_4R_auth_0432,1430,group_49,group_23,group_01
aves_aa_4R_auth_0432,1438,group_49,group_23,group_01
aves_aa_4R_auth_0432,1444,group_50,group_33,group_23
aves_aa_4R_auth_0427,1430,group_49,group_12,group_01
aves_aa_4R_auth_0427,1434,group_49,group_12,group_01
aves_aa_4R_auth_0427,1437,group_49,group_12,group_01
aves_aa_4R_auth_0427,1440,group_49,group_12,group_01
aves_aa_4R_auth_0427,1443,group_49,group_12,group_01
aves_aa_4R_auth_0427,1444,group_50,group_55,group_12
aves_aa_4R_auth_0426,1430,group_49,group_10,group_01
aves_aa_4R_auth_0426,1444,group_50,,group_10
aves_aa_4R_auth_0425,1429,group_49,group_32,group_01
aves_aa_4R_auth_0425,1438,group_49,group_32,group_01
aves_aa_4R_auth_0425,1441,group_49,group_32,group_01
aves_aa_4R_auth_0425,1447,group_49,group_32,group_01
aves_aa_4R_auth_0425,1450,group_49,group_32,group_01
aves_aa_4R_auth_0425,1453,group_49,group_32,group_01
aves_aa_4R_auth_0425,1444,group_50,group_68,group_32
aves_aa_4R_auth_0424,1429,group_49,group_31,group_01
aves_aa_4R_auth_0424,1431,group_49,group_31,group_01
aves_aa_4R_auth_0424,1433,group_49,group_31,group_01
aves_aa_4R_auth_0424,1436,group_49,group_31,group_01
aves_aa_4R_auth_0424,1438,group_49,group_31,group_01
aves_aa_4R_auth_0424,1441,group_49,group_31,group_01
aves_aa_4R_auth_0424,1443,group_49,group_31,group_01
aves_aa_4R_auth_0424,1445,group_49,group_31,group_01
aves_aa_4R_auth_0424,1456,group_49,group_31,group_01
aves_aa_4R_auth_0424,1457,group_49,group_31,group_01
aves_aa_4R_auth_0424,1444,group_50,,group_31
aves_aa_4R_auth_0423,1429,group_49,group_27,group_01
aves_aa_4R_auth_0423,1444,group_50,,group_27
aves_aa_4R_auth_0422,1429,group_49,group_26,group_01
aves_aa_4R_auth_0422,1434,group_49,group_26,group_01
aves_aa_4R_auth_0422,1440,group_49,group_26,group_01
aves_aa_4R_auth_0422,1446,group_49,group_26,group_01
aves_aa_4R_auth_0422,1444,group_50,,group_26
aves_aa_4R_auth_0421,1429,group_49,group_24,group_01
aves_aa_4R_auth_0421,1435,group_49,group_24,group_01
aves_aa_4R_auth_0421,1437,group_49,group_24,group_01
aves_aa_4R_auth_0421,1439,group_49,group_24,group_01
aves_aa_4R_auth_0421,1441,group_49,group_24,group_01
aves_aa_4R_auth_0421,1445,group_49,group_24,group_01
aves_aa_4R_auth_0421,1447,group_49,group_24,group_01
aves_aa_4R_auth_0421,1455,group_49,group_24,group_01
aves_aa_4R_auth_0421,1444,group_50,group_63,group_24
aves_aa_4R_auth_0413,1428,group_49,group_32,group_01
aves_aa_4R_auth_0413,1431,group_49,group_32,group_01
aves_aa_4R_auth_0413,1440,group_49,group_32,group_01
aves_aa_4R_auth_0413,1443,group_49,group_32,group_01
aves_aa_4R_auth_0413,1446,group_49,group_32,group_01
aves_aa_4R_auth_0413,1444,group_50,group_74,group_32
aves_aa_4R_auth_0412,1428,group_49,group_29,group_01
aves_aa_4R_auth_0412,1436,group_49,group_29,group_01
aves_aa_4R_auth_0412,1444,group_49,group_29,group_01
aves_aa_4R_auth_0412,1452,group_49,group_29,group_01
aves_aa_4R_auth_0412,1456,group_49,group_29,group_01
aves_aa_4R_auth_0412,1457,group_49,group_29,group_01
aves_aa_4R_auth_0412,1444,group_50,group_65,group_29
aves_aa_4R_auth_0411,1428,group_49,group_28,group_01
aves_aa_4R_auth_0411,1444,group_50,,group_28
aves_aa_4R_auth_0408,1428,group_49,group_23,group_01
aves_aa_4R_auth_0408,1449,group_49,group_23,group_01
aves_aa_4R_auth_0408,1444,group_50,group_45,group_23
aves_aa_4R_auth_0407,1428,group_49,group_22,group_01
aves_aa_4R_auth_0407,1444,group_50,group_38,group_22
aves_aa_4R_auth_0399,1428,group_49,group_10,group_01
aves_aa_4R_auth_0399,1442,group_49,group_10,group_01
aves_aa_4R_auth_0399,1444,group_50,,group_10
aves_aa_4R_auth_0398,1428,group_49,group_09,group_01
aves_aa_4R_auth_0398,1444,group_50,,group_09
aves_aa_4R_auth_0387,1427,group_49,group_11,group_01
aves_aa_4R_auth_0387,1434,group_49,group_11,group_01
aves_aa_4R_auth_0387,1444,group_50,group_40,group_11
aves_aa_4R_auth_0384,1427,group_49,group_07,group_01
aves_aa_4R_auth_0384,1437,group_49,group_07,group_01
aves_aa_4R_auth_0384,1445,group_49,group_07,group_01
aves_aa_4R_auth_0384,1447,group_49,group_07,group_01
aves_aa_4R_auth_0384,1462,group_49,group_07,group_01
aves_aa_4R_auth_0384,1463,group_49,group_07,group_01
aves_aa_4R_auth_0384,1444,group_50,group_46,group_07
aves_aa_4R_auth_0383,1427,group_49,group_05,group_01
aves_aa_4R_auth_0383,1444,group_50,group_44,group_05
aves_aa_4R_auth_0377,1426,group_49,group_18,group_01
aves_aa_4R_auth_0377,1428,group_49,group_18,group_01
aves_aa_4R_auth_0377,1430,group_49,group_18,group_01
aves_aa_4R_auth_0377,1444,group_50,group_65,group_29
aves_aa_4R_auth_0373,1425,group_49,group_32,group_01
aves_aa_4R_auth_0373,1434,group_49,group_32,group_01
aves_aa_4R_auth_0373,1444,group_50,group_74,group_32
aves_aa_4R_auth_0369,1425,group_49,group_24,group_01
aves_aa_4R_auth_0369,1444,group_50,group_63,group_24
aves_aa_4R_auth_0365,1425,group_49,group_15,group_01
aves_aa_4R_auth_0365,1436,group_49,group_15,group_01
aves_aa_4R_auth_0365,1441,group_49,group_15,group_01
aves_aa_4R_auth_0365,1444,group_50,group_39,group_15
aves_aa_4R_auth_0364,1425,group_49,group_14,group_01
aves_aa_4R_auth_0364,1434,group_49,group_14,group_01
aves_aa_4R_auth_0364,1439,group_49,group_14,group_01
aves_aa_4R_auth_0364,1445,group_49,group_14,group_01
aves_aa_4R_auth_0364,1450,group_49,group_14,group_01
aves_aa_4R_auth_0364,1453,group_49,group_14,group_01
aves_aa_4R_auth_0364,1444,group_50,,group_14
aves_aa_4R_auth_0361,1425,group_49,group_05,group_01
aves_aa_4R_auth_0361,1428,group_48,,group_01
aves_aa_4R_auth_0361,1430,group_49,group_05,group_01
aves_aa_4R_auth_0361,1434,group_49,group_05,group_01
aves_aa_4R_auth_0361,1436,group_49,group_05,group_01
aves_aa_4R_auth_0361,1438,group_49,group_05,group_01
aves_aa_4R_auth_0361,1440,group_49,group_05,group_01
aves_aa_4R_auth_0361,1442,group_49,group_05,group_01
aves_aa_4R_auth_0361,1444,group_49,group_05,group_01
aves_aa_4R_auth_0361,1445,group_48,,group_01
aves_aa_4R_auth_0361,1444,group_50,group_44,group_05
aves_aa_4R_auth_0360,1425,group_48,,group_01
aves_aa_4R_auth_0360,1426,group_49,group_15,group_01
aves_aa_4R_auth_0360,1427,group_49,group_15,group_01
aves_aa_4R_auth_0360,1453,group_49,group_15,group_01
aves_aa_4R_auth_0360,1462,group_48,,group_01
aves_aa_4R_auth_0360,1464,group_49,group_15,group_01
aves_aa_4R_auth_0360,1465,group_49,group_15,group_01
aves_aa_4R_auth_0360,1468,group_48,,group_01
aves_aa_4R_auth_0360,1444,group_50,group_39,group_15
aves_aa_4R_auth_0358,1424,group_49,group_21,group_01
aves_aa_4R_auth_0358,1429,group_49,group_21,group_01
aves_aa_4R_auth_0358,1441,group_49,group_21,group_01
aves_aa_4R_auth_0358,1444,group_50,,group_21
aves_aa_4R_auth_0353,1424,group_49,group_16,group_01
aves_aa_4R_auth_0353,1428,group_49,group_16,group_01
aves_aa_4R_auth_0353,1436,group_49,group_16,group_01
aves_aa_4R_auth_0353,1444,group_49,group_16,group_01
aves_aa_4R_auth_0353,1444,group_50,,group_16
aves_aa_4R_auth_0352,1424,group_49,group_15,group_01
aves_aa_4R_auth_0352,1428,group_49,group_15,group_01
aves_aa_4R_auth_0352,1432,group_48,,group_01
aves_aa_4R_auth_0352,1435,group_49,group_15,group_01
aves_aa_4R_auth_0352,1437,group_49,group_15,group_01
aves_aa_4R_auth_0352,1438,group_48,,group_01
aves_aa_4R_auth_0352,1440,group_49,group_15,group_01
aves_aa_4R_auth_0352,1442,group_49,group_15,group_01
aves_aa_4R_auth_0352,1444,group_48,,group_01
aves_aa_4R_auth_0352,1446,group_49,group_15,group_01
aves_aa_4R_auth_0352,1448,group_49,group_15,group_01
aves_aa_4R_auth_0352,1450,group_48,,group_01
aves_aa_4R_auth_0352,1452,group_49,group_15,group_01
aves_aa_4R_auth_0352,1454,group_49,group_15,group_01
aves_aa_4R_auth_0352,1456,group_48,,group_01
aves_aa_4R_auth_0352,1458,group_49,group_15,group_01
aves_aa_4R_auth_0352,1459,group_49,group_15,group_01
aves_aa_4R_auth_0352,1444,group_50,group_39,group_15
aves_aa_4R_auth_0351,1424,group_49,group_14,group_01
aves_aa_4R_auth_0351,1426,group_49,group_14,group_01
aves_aa_4R_auth_0351,1431,group_49,group_14,group_01
aves_aa_4R_auth_0351,1444,group_50,,group_14
aves_aa_4R_auth_0350,1424,group_49,group_13,group_01
aves_aa_4R_auth_0350,1431,group_49,group_13,group_01
aves_aa_4R_auth_0350,1444,group_50,,group_13
aves_aa_4R_auth_0349,1424,group_49,group_09,group_01
aves_aa_4R_auth_0349,1430,group_49,group_09,group_01
aves_aa_4R_auth_0349,1433,group_49,group_09,group_01
aves_aa_4R_auth_0349,1436,group_48,,group_01
aves_aa_4R_auth_0349,1438,group_49,group_09,group_01
aves_aa_4R_auth_0349,1440,group_49,group_09,group_01
aves_aa_4R_auth_0349,1442,group_49,group_09,group_01
aves_aa_4R_auth_0349,1444,group_49,group_09,group_01
aves_aa_4R_auth_0349,1446,group_49,group_09,group_01
aves_aa_4R_auth_0349,1447,group_48,,group_01
aves_aa_4R_auth_0349,1449,group_49,group_09,group_01
aves_aa_4R_auth_0349,1451,group_49,group_09,group_01
aves_aa_4R_auth_0349,1453,group_49,group_09,group_01
aves_aa_4R_auth_0349,1455,group_48,,group_01
aves_aa_4R_auth_0349,1444,group_50,,group_09
aves_aa_4R_auth_0348,1424,group_49,group_06,group_01
aves_aa_4R_auth_0348,1430,group_49,group_06,group_01
aves_aa_4R_auth_0348,1434,group_49,group_06,group_01
aves_aa_4R_auth_0348,1437,group_49,group_06,group_01
aves_aa_4R_auth_0348,1441,group_49,group_06,group_01
aves_aa_4R_auth_0348,1444,group_49,group_06,group_01
aves_aa_4R_auth_0348,1448,group_49,group_06,group_01
aves_aa_4R_auth_0348,1451,group_49,group_06,group_01
aves_aa_4R_auth_0348,1458,group_49,group_06,group_01
aves_aa_4R_auth_0348,1459,group_49,group_06,group_01
aves_aa_4R_auth_0348,1462,group_49,group_06,group_01
aves_aa_4R_auth_0348,1463,group_49,group_06,group_01
aves_aa_4R_auth_0348,1466,group_49,group_06,group_01
aves_aa_4R_auth_0348,1444,group_50,,group_06
aves_aa_4R_auth_0344,1423,group_49,group_20,group_01
aves_aa_4R_auth_0344,1443,group_49,group_20,group_01
aves_aa_4R_auth_0344,1445,group_49,group_20,group_01
aves_aa_4R_auth_0344,1444,group_50,group_71,group_20
aves_aa_4R_auth_0341,1423,group_49,group_15,group_01
aves_aa_4R_auth_0341,1433,group_49,group_15,group_01
aves_aa_4R_auth_0341,1438,group_49,group_15,group_01
aves_aa_4R_auth_0341,1444,group_50,group_39,group_15
aves_aa_4R_auth_0335,1422,group_49,group_28,group_01
aves_aa_4R_auth_0335,1430,group_49,group_28,group_01
aves_aa_4R_auth_0335,1444,group_50,,group_28
aves_aa_4R_auth_0334,1422,group_49,group_25,group_01
aves_aa_4R_auth_0334,1423,group_49,group_25,group_01
aves_aa_4R_auth_0334,1429,group_49,group_25,group_01
aves_aa_4R_auth_0334,1433,group_49,group_25,group_01
aves_aa_4R_auth_0334,1436,group_49,group_25,group_01
aves_aa_4R_auth_0334,1437,group_48,,group_01
aves_aa_4R_auth_0334,1439,group_49,group_25,group_01
aves_aa_4R_auth_0334,1441,group_49,group_25,group_01
aves_aa_4R_auth_0334,1443,group_48,,group_01
aves_aa_4R_auth_0334,1445,group_49,group_25,group_01
aves_aa_4R_auth_0334,1447,group_49,group_25,group_01
aves_aa_4R_auth_0334,1449,group_48,,group_01
aves_aa_4R_auth_0334,1444,group_50,,group_25
aves_aa_4R_auth_0332,1422,group_49,group_19,group_01
aves_aa_4R_auth_0332,1425,group_49,group_19,group_01
aves_aa_4R_auth_0332,1439,group_49,group_19,group_01
aves_aa_4R_auth_0332,1444,group_49,group_19,group_01
aves_aa_4R_auth_0332,1444,group_50,,group_19
aves_aa_4R_auth_0329,1422,group_49,group_13,group_01
aves_aa_4R_auth_0329,1444,group_50,,group_13
aves_aa_4R_auth_0327,1422,group_49,group_10,group_01
aves_aa_4R_auth_0327,1431,group_49,group_10,group_01
aves_aa_4R_auth_0327,1436,group_49,group_10,group_01
aves_aa_4R_auth_0327,1439,group_49,group_10,group_01
aves_aa_4R_auth_0327,1444,group_49,group_10,group_01
aves_aa_4R_auth_0327,1449,group_49,group_10,group_01
aves_aa_4R_auth_0327,1456,group_49,group_10,group_01
aves_aa_4R_auth_0327,1444,group_50,,group_10
aves_aa_4R_auth_0325,1421,group_49,group_31,group_01
aves_aa_4R_auth_0325,1444,group_49,group_31,group_01
aves_aa_4R_auth_0325,1447,group_49,group_31,group_01
aves_aa_4R_auth_0325,1444,group_50,,group_31
aves_aa_4R_auth_0320,1421,group_49,group_25,group_01
aves_aa_4R_auth_0320,1444,group_50,,group_25
