,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
27,conseiller_des_charpentiers,1449,Michel,Rippel,,der jung,echevinat,corporation_des_charpentiers,Michel,Ripel,Michel Ripel der jung
28,conseiller_des_crieurs_et_mesureurs_de_vin,1449,Johanns,Bosterer,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Bosterer,Hanns Bosterer
29,conseiller_des_cordonniers,1449,Heintz,Flöss,,,echevinat,corporation_des_cordonniers,Heintz,Floͤsse,Heintz Floͤsse
30,conseiller_des_orfevres,1449,Jacob,Löwe,,,echevinat,corporation_des_orfevres,Jacob,Lowe,Jacob Lowe
31,conseiller_des_marchands_de_grains,1449,Heinrich,Griffe,,,echevinat,corporation_des_marchands_de_grains,Heinrich,Griffe,Heinrich Griffe
32,conseiller_des_jardiniers,1449,Johanns,Spete,,,echevinat,corporation_des_jardiniers,Hanns,Spete,Hanns Spete
33,conseiller_des_pêcheurs,1449,Jerge,Schertzheim,,,echevinat,corporation_des_pêcheurs,Joͤrg,Schertzheim,Joͤrg Schertzheim
34,conseiller_des_barbiers_et_baigneurs,1449,Andres,"Schiltigheim, von",,,echevinat,corporation_des_barbiers_et_baigneurs,Andres,von Schiltingheim,Andres von Schiltingheim
35,conseiller_des_sauniers,1449,Johanns,Hirtzfelder,,,echevinat,corporation_des_sauniers,Hanns,Hirtzvelder,Hanns Hirtzvelder
36,conseiller_des_tisserands,1449,Johanns,"Wile, von",,,echevinat,corporation_des_tisserands,Hanns,von Wile,Hanns von Wile
37,conseiller_des_gourmets_et_courtiers,1449,Johanns,Seger,,,echevinat,corporation_des_gourmets_et_courtiers,Hanns,Seger,Hanns Seger
38,conseiller_des_charrons,1449,Claus,Dreitzehn,,,echevinat,corporation_des_charrons,Claus,Dritzehen,Claus Dritzehen
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1449,Johanns,Hartung,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hanns,Hartung,Hanns Hartung
40,conseiller_des_coltineurs_de_tonneaux,1449,Symont,Förster,,,echevinat,corporation_des_coltineurs_de_tonneaux,Symont,Voͤrster,Symont Voͤrster
41,conseiller_des_constructeurs_de_bateaux,1449,Johanns,Ersame,,,echevinat,corporation_des_constructeurs_de_bateaux,Hanns,Ersam,Hanns Ersam
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1449,Johanns,"Marckoltzheim, von",,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns,von Marckolsheim,Hanns von Marckolsheim
