,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
23,conseiller_des_maçons,1423,Peter,Sturmel,,,echevinat,corporation_des_maçons,Peter,Stùrmmel,Peter Stùrmmel
24,conseiller_des_forgerons,1423,Eberhart,"Truchtersheim, von",,,echevinat,corporation_des_forgerons,Eberlin,von Truhterßheim,Eberlin von Truhterßheim
25,conseiller_des_tailleurs,1423,Johanns,Breitthor,,,echevinat,corporation_des_tailleurs,Hanns,Breithor,Hanns Breithor
26,conseiller_des_bateliers,1423,Reimbolt,Phye,,,echevinat,corporation_des_bateliers,Reimbolt,Phie,Reimbolt Phie
27,conseiller_des_pelletiers,1423,Heinrich,Hirtzfelder,,,echevinat,corporation_des_pelletiers,Heinrich,Hirtzfelder,Heinrich Hirtzfelder
28,conseiller_des_charpentiers,1423,Fritsch,"Werde, uff dem",uff dem Werde,,echevinat,corporation_des_charpentiers,Fritsch,,Fritsch uff dem Werde
29,conseiller_des_crieurs_et_mesureurs_de_vin,1423,Johanns,Kühne,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Cͦuͦne,Hanns Cͦuͦne
30,conseiller_des_cordonniers,1423,Johanns,Pfaue,,,echevinat,corporation_des_cordonniers,Hanns,Pfowe,Hanns Pfowe
31,conseiller_des_orfevres,1423,Peter,Missbach,,,echevinat,corporation_des_orfevres,Peter,Missebach,Peter Missebach
32,conseiller_des_marchands_de_grains,1423,Claus,Melbrühe,,,echevinat,corporation_des_marchands_de_grains,Claus,Melbruͤ,her Claus Melbruͤ
33,conseiller_des_jardiniers,1423,Bechtolt,Götze,,,echevinat,corporation_des_jardiniers,Behtolt,Goͤtze,Behtolt Goͤtze
34,conseiller_des_pêcheurs,1423,Johanns,Pfaffe,Pfaffe,,echevinat,corporation_des_pêcheurs,Hanns,Hug,Hanns Hug genant Pfaffe
35,conseiller_des_barbiers_et_baigneurs,1423,Marx,,,,echevinat,corporation_des_barbiers_et_baigneurs,Marx,,Marx der bader
36,conseiller_des_sauniers,1423,Lienhart,Trachenfeils,,der jung,echevinat,corporation_des_sauniers,Leonhart,Trachenfeils,Leonhart Trachenfeils der jung
37,conseiller_des_tisserands,1423,Heintz,Messinger,,,echevinat,corporation_des_tisserands,Heintz,Messinger,Heintz Messinger
38,conseiller_des_gourmets_et_courtiers,1423,Walther,Schrotbanck,,,echevinat,corporation_des_gourmets_et_courtiers,Walther,Schrotbanck,Walther Schrotbanck
39,conseiller_des_charrons,1423,Hug,Dreitzehn,,,echevinat,corporation_des_charrons,Hug,Dritzehen,her Hug Dritzehen
40,conseiller_des_regrattiers_cordiers_et_fruitiers,1423,Johanns,Wissemburg,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Hanns,Wissemburg,Hanns Wissemburg
41,conseiller_des_constructeurs_de_bateaux,1423,Heintz,Kint,,,echevinat,corporation_des_constructeurs_de_bateaux,Heintzman,Kint,Heintzman Kint
42,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1423,Walther,Reichwein,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Walther,Richwin,Walther Richwin
43,conseiller_des_coltineurs_de_tonneaux,1423,Claus,Voltz,,,echevinat,corporation_des_coltineurs_de_tonneaux,Claus,Voltz,Claus Voltz
