,magistrature,AnnéeMagistrature,prénom,nom,surnom,genName,corps civique,corporation,prénomNN,nomNN,NomCompletNN
28,conseiller_des_crieurs_et_mesureurs_de_vin,1468,Johanns,Gosse,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,Hanns,Gosse,Hanns Gosse
29,conseiller_des_cordonniers,1468,Konrat,"Bitsch, von",,,echevinat,corporation_des_cordonniers,Conrat,von Bitsche,Conrat von Bitsche
30,conseiller_des_orfevres,1468,Heinrich,Arge,,,echevinat,corporation_des_orfevres,Heinrich,Arge,her Heinrich Arge altammeister
31,conseiller_des_marchands_de_grains,1468,Jacob,Hage,,,echevinat,corporation_des_marchands_de_grains,Jacob,Hage,Jacob Hage
32,conseiller_des_jardiniers,1468,Andres,Ersame,,,echevinat,corporation_des_jardiniers,Andres,Ersamme,Andres Ersamme
33,conseiller_des_pêcheurs,1468,Kühne,Ruhlmann,,,echevinat,corporation_des_pêcheurs,Cuͦn,Ruͦlman,Cuͦn Ruͦlman
34,conseiller_des_barbiers_et_baigneurs,1468,Peter,"Brachenheim, von",,,echevinat,corporation_des_barbiers_et_baigneurs,Peter,von Brachenheim,Peter von Brachenheim
35,conseiller_des_sauniers,1468,Johanns,Bisinger,,,echevinat,corporation_des_sauniers,Hanns,Bysinger,Hanns Bysinger
36,conseiller_des_tisserands,1468,Peter,"Korck, von",,,echevinat,corporation_des_tisserands,Peter,von Korgk,Peter von Korgk
37,conseiller_des_gourmets_et_courtiers,1468,Heinrich,Hegel,,,echevinat,corporation_des_gourmets_et_courtiers,Heinrich,Egel,Heinrich Egel
38,conseiller_des_charrons,1468,Johanns,Spielmann,,,echevinat,corporation_des_charrons,Hanns,Spilman,Hanns Spilman
39,conseiller_des_regrattiers_cordiers_et_fruitiers,1468,Claus,Herbst,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,Claus,Herbst,Claus Herbst
40,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,1468,Johanns,Steinhart,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,Hanns,Steinhart,Hanns Steinhart
