id,page,column,line,date,rank,quote,source,authority,role,represents,represents_in,title,honorific,is_member
aves_aa_4R_1400_0005,131,1,5,10,4,her Wilhelm Metziger der ammeister,doc_01,aves_aa_4R_auth_0001,group_48,,group_01,group_51,,
aves_aa_4R_1400_0030,131,1,30,10,29,Hanman von Colmar,doc_01,aves_aa_4R_auth_0002,group_49,group_05,group_01,,,
aves_aa_4R_1400_0031,131,1,31,10,30,Gerung inn Judengasse,doc_01,aves_aa_4R_auth_0003,group_49,group_06,group_01,,,
aves_aa_4R_1400_0032,131,1,32,10,31,Wilhelm Rotschilt,doc_01,aves_aa_4R_auth_0004,group_49,group_07,group_01,,,
aves_aa_4R_1400_0033,131,1,33,10,32,Claus Spilman,doc_01,aves_aa_4R_auth_0005,group_49,group_09,group_01,,,
aves_aa_4R_1400_0034,131,1,34,10,33,Claus Schott,doc_01,aves_aa_4R_auth_0006,group_49,group_08,group_01,,,
aves_aa_4R_1400_0035,131,1,35,10,34,Ülrich Isenhusen,doc_01,aves_aa_4R_auth_0007,group_49,group_10,group_01,,,
aves_aa_4R_1400_0036,131,1,36,10,35,Sigel,doc_01,aves_aa_4R_auth_0008,group_49,group_11,group_01,,,
aves_aa_4R_1400_0037,131,1,37,10,36,Erhart Kindelin,doc_01,aves_aa_4R_auth_0009,group_49,group_12,group_01,,,
aves_aa_4R_1400_0038,131,2,1,10,37,Andres am Rossmerckt,doc_01,aves_aa_4R_auth_0010,group_49,group_13,group_01,,,
aves_aa_4R_1400_0039,131,2,2,10,38,Diebolt von Ginebreht,doc_01,aves_aa_4R_auth_0011,group_49,group_14,group_01,,,
aves_aa_4R_1400_0040,131,2,3,10,39,Cüntz Boppe,doc_01,aves_aa_4R_auth_0012,group_49,group_15,group_01,,,
aves_aa_4R_1400_0041,131,2,4,10,40,Diethrich Tumeler,doc_01,aves_aa_4R_auth_0013,group_49,group_17,group_01,,,
aves_aa_4R_1400_0042,131,2,5,10,41,Johanns Westerman,doc_01,aves_aa_4R_auth_0014,group_49,group_16,group_01,,,
aves_aa_4R_1400_0043,131,2,6,10,42,Leonhart Heischer,doc_01,aves_aa_4R_auth_0015,group_49,group_18,group_01,,,
aves_aa_4R_1400_0044,131,2,7,10,43,Johanns Loubeck,doc_01,aves_aa_4R_auth_0016,group_49,group_19,group_01,,,
aves_aa_4R_1400_0045,131,2,8,10,44,Peter Honowe,doc_01,aves_aa_4R_auth_0017,group_49,group_20,group_01,,,
aves_aa_4R_1400_0046,131,2,9,10,45,Ülrich Hünrer,doc_01,aves_aa_4R_auth_0018,group_49,group_21,group_01,,,
aves_aa_4R_1400_0047,131,2,10,10,46,Andres Nattener,doc_01,aves_aa_4R_auth_0019,group_49,group_22,group_01,,,
aves_aa_4R_1400_0048,131,2,11,10,47,Johanns Swicker,doc_01,aves_aa_4R_auth_0020,group_49,group_23,group_01,,,
aves_aa_4R_1400_0049,131,2,12,10,48,Heintzman Aler,doc_01,aves_aa_4R_auth_0021,group_49,group_24,group_01,,,
aves_aa_4R_1400_0050,131,2,13,10,49,her Ülrich Gosse,doc_01,aves_aa_4R_auth_0022,group_49,group_25,group_01,group_51,,
aves_aa_4R_1400_0051,131,2,14,10,50,Claus von Ingenheim,doc_01,aves_aa_4R_auth_0023,group_49,group_26,group_01,,,
aves_aa_4R_1400_0052,131,2,15,10,51,Hanns Diether,doc_01,aves_aa_4R_auth_0024,group_49,group_27,group_01,,,
aves_aa_4R_1400_0053,131,2,16,10,52,Claus Dingesheim,doc_01,aves_aa_4R_auth_0025,group_49,group_28,group_01,,,
aves_aa_4R_1400_0054,131,2,17,10,53,Peter von Hagenöwe,doc_01,aves_aa_4R_auth_0026,group_49,group_29,group_01,,,
aves_aa_4R_1400_0055,131,2,18,10,54,Cüntz Stahel,doc_01,aves_aa_4R_auth_0027,group_49,group_30,group_01,,,
aves_aa_4R_1400_0056,131,2,19,10,55,Hug Klye am Staden,doc_01,aves_aa_4R_auth_0028,group_49,group_31,group_01,,,
aves_aa_4R_1400_0057,131,2,20,10,56,Walther Rynöwe,doc_01,aves_aa_4R_auth_0029,group_49,group_32,group_01,,,
aves_aa_4R_1401_0005,132,1,5,11,4,her Peter Sünner der ammeister,doc_01,aves_aa_4R_auth_0030,group_48,,group_01,group_51,,
aves_aa_4R_1401_0030,132,1,29,11,29,her Rüllin Barpfennig altammeister,doc_01,aves_aa_4R_auth_0031,group_49,group_05,group_01,group_51,group_52,
aves_aa_4R_1401_0031,132,1,30,11,30,Johanns pfister Sant Thoman,doc_01,aves_aa_4R_auth_0032,group_49,group_06,group_01,,,
aves_aa_4R_1401_0032,132,1,31,11,31,Wilhelm von Berse,doc_01,aves_aa_4R_auth_0033,group_49,group_07,group_01,,,
aves_aa_4R_1401_0033,132,1,32,11,32,Hanseman Herbst,doc_01,aves_aa_4R_auth_0034,group_49,group_09,group_01,,,
aves_aa_4R_1401_0034,132,1,33,11,33,Johanns Langnefe,doc_01,aves_aa_4R_auth_0035,group_49,group_08,group_01,,,
aves_aa_4R_1401_0035,132,1,34,11,34,Johanns Hanseler der gerwer,doc_01,aves_aa_4R_auth_0036,group_49,group_10,group_01,,,
aves_aa_4R_1401_0036,132,1,35,11,35,her Heinrich Cranich altammeister,doc_01,aves_aa_4R_auth_0037,group_49,group_11,group_01,group_51,group_52,
aves_aa_4R_1401_0037,132,1,36,11,36,Johanns Ganß der alter,doc_01,aves_aa_4R_auth_0038,group_49,group_12,group_01,,,
aves_aa_4R_1401_0038,132,1,37,11,37,Eberlin von Truhtersheim,doc_01,aves_aa_4R_auth_0039,group_49,group_13,group_01,,,
aves_aa_4R_1401_0039,132,2,1,11,38,Heilman der schnider,doc_01,aves_aa_4R_auth_0040,group_49,group_14,group_01,,,
aves_aa_4R_1401_0040,132,2,2,11,39,Johanns Nellesheim der jung,doc_01,aves_aa_4R_auth_0041,group_49,group_15,group_01,,,
aves_aa_4R_1401_0041,132,2,3,11,40,Heintzeman Selose,doc_01,aves_aa_4R_auth_0042,group_49,group_16,group_01,,,
aves_aa_4R_1401_0042,132,2,4,11,41,Otman Münch,doc_01,aves_aa_4R_auth_0043,group_49,group_17,group_01,,,
aves_aa_4R_1401_0043,132,2,5,11,42,Fritsch Beildeck,doc_01,aves_aa_4R_auth_0044,group_49,group_18,group_01,,,
aves_aa_4R_1401_0044,132,2,6,11,43,Cristian vor den Barfüsser,doc_01,aves_aa_4R_auth_0045,group_49,group_19,group_01,,,
aves_aa_4R_1401_0045,132,2,7,11,44,Claus Hennickin der goltschmit,doc_01,aves_aa_4R_auth_0046,group_49,group_20,group_01,,,
aves_aa_4R_1401_0046,132,2,8,11,45,Andres Rinowe,doc_01,aves_aa_4R_auth_0047,group_49,group_21,group_01,,,
aves_aa_4R_1401_0047,132,2,9,11,46,Johanns Staheler,doc_01,aves_aa_4R_auth_0048,group_49,group_22,group_01,,,
aves_aa_4R_1401_0048,132,2,10,11,47,Stöffelin der vischer,doc_01,aves_aa_4R_auth_0049,group_49,group_23,group_01,,,
aves_aa_4R_1401_0049,132,2,11,11,48,Johanns Pfennigman,doc_01,aves_aa_4R_auth_0050,group_49,group_24,group_01,,,
aves_aa_4R_1401_0050,132,2,12,11,49,Johanns Saltzmütter der jung,doc_01,aves_aa_4R_auth_0051,group_49,group_25,group_01,,,
aves_aa_4R_1401_0051,132,2,13,11,50,Johanns Tölde,doc_01,aves_aa_4R_auth_0052,group_49,group_26,group_01,,,
aves_aa_4R_1401_0052,132,2,14,11,51,Walther Schrotbanck,doc_01,aves_aa_4R_auth_0053,group_49,group_27,group_01,,,
aves_aa_4R_1401_0053,132,2,15,11,52,Wigang der kistener,doc_01,aves_aa_4R_auth_0054,group_49,group_28,group_01,,,
aves_aa_4R_1401_0054,132,2,16,11,53,Diemar CleinHanns,doc_01,aves_aa_4R_auth_0055,group_49,group_29,group_01,,,
aves_aa_4R_1401_0055,132,2,17,11,54,Claus Kornbick,doc_01,aves_aa_4R_auth_0056,group_49,group_30,group_01,,,
aves_aa_4R_1401_0056,132,2,18,11,55,Leonhart Babst,doc_01,aves_aa_4R_auth_0057,group_49,group_31,group_01,,,
aves_aa_4R_1401_0057,132,2,19,11,56,Walther Oleman,doc_01,aves_aa_4R_auth_0058,group_49,group_32,group_01,,,
aves_aa_4R_1402_0005,133,1,5,12,4,her Ülrich Gosse der ammeister,doc_01,aves_aa_4R_auth_0022,group_48,,group_01,group_51,,
aves_aa_4R_1402_0029,133,1,29,12,28,Hanns Barpfennig,doc_01,aves_aa_4R_auth_0059,group_49,group_05,group_01,,,
aves_aa_4R_1402_0030,133,1,30,12,29,Cüntz am Staden,doc_01,aves_aa_4R_auth_0060,group_49,group_06,group_01,,,
aves_aa_4R_1402_0031,133,1,31,12,30,her Wilhelm Metziger,doc_01,aves_aa_4R_auth_0001,group_49,group_07,group_01,group_51,,
aves_aa_4R_1402_0032,133,1,32,12,31,Johanns Verwer,doc_01,aves_aa_4R_auth_0061,group_49,group_09,group_01,,,
aves_aa_4R_1402_0033,133,1,33,12,32,Hanns Heinrich züm Zoller,doc_01,aves_aa_4R_auth_0062,group_49,group_08,group_01,,,
aves_aa_4R_1402_0034,133,1,34,12,33,Heintz Stumpff,doc_01,aves_aa_4R_auth_0063,group_49,group_10,group_01,,,
aves_aa_4R_1402_0035,133,1,35,12,34,Heinrich Cranich,doc_01,aves_aa_4R_auth_0037,group_49,group_11,group_01,,,
aves_aa_4R_1402_0036,133,1,36,12,35,Johanns Bergheim genant Ammeister,doc_01,aves_aa_4R_auth_0064,group_49,group_12,group_01,,,
aves_aa_4R_1402_0037,133,1,37,12,36,Steffan Sporer,doc_01,aves_aa_4R_auth_0065,group_49,group_13,group_01,,,
aves_aa_4R_1402_0038,133,2,1,12,37,Heintz Schön,doc_01,aves_aa_4R_auth_0066,group_49,group_14,group_01,,,
aves_aa_4R_1402_0039,133,2,2,12,38,Johanns Nellesheim genant Rethanns,doc_01,aves_aa_4R_auth_0041,group_49,group_15,group_01,,,
aves_aa_4R_1402_0040,133,2,3,12,39,der lang Obreht,doc_01,aves_aa_4R_auth_0067,group_49,group_17,group_01,,,
aves_aa_4R_1402_0041,133,2,4,12,40,Johanns Westerman,doc_01,aves_aa_4R_auth_0014,group_49,group_16,group_01,,,
aves_aa_4R_1402_0042,133,2,5,12,41,Lienhart Heischer,doc_01,aves_aa_4R_auth_0015,group_49,group_18,group_01,,,
aves_aa_4R_1402_0043,133,2,6,12,42,Cüntzlin Schultheiss,doc_01,aves_aa_4R_auth_0068,group_49,group_19,group_01,,,
aves_aa_4R_1402_0044,133,2,7,12,43,Andres Clamman der moler,doc_01,aves_aa_4R_auth_0069,group_49,group_20,group_01,,,
aves_aa_4R_1402_0045,133,2,8,12,44,Cüntz Rickersheim,doc_01,aves_aa_4R_auth_0070,group_49,group_21,group_01,,,
aves_aa_4R_1402_0046,133,2,9,12,45,Hanns Bock,doc_01,aves_aa_4R_auth_0071,group_49,group_22,group_01,,,
aves_aa_4R_1402_0047,133,2,10,12,46,Hensel Lamb am Tich,doc_01,aves_aa_4R_auth_0072,group_49,group_23,group_01,,,
aves_aa_4R_1402_0048,133,2,11,12,47,Hanns Obreht an der Schintbrucke,doc_01,aves_aa_4R_auth_0073,group_49,group_24,group_01,,,
aves_aa_4R_1402_0049,133,2,12,12,48,Leonhart Schmit zü Trachenfeils,doc_01,aves_aa_4R_auth_0074,group_49,group_25,group_01,,,
aves_aa_4R_1402_0050,133,2,13,12,49,Claus Ingenheim,doc_01,aves_aa_4R_auth_0023,group_49,group_26,group_01,,,
aves_aa_4R_1402_0051,133,2,14,12,50,Hanns Schencke,doc_01,aves_aa_4R_auth_0075,group_49,group_27,group_01,,,
aves_aa_4R_1402_0052,133,2,15,12,51,Hanns Steck,doc_01,aves_aa_4R_auth_0076,group_49,group_28,group_01,,,
aves_aa_4R_1402_0053,133,2,16,12,52,Claus Steingewürck,doc_01,aves_aa_4R_auth_0077,group_49,group_29,group_01,,,
aves_aa_4R_1402_0054,133,2,17,12,53,Johanns Mörlin,doc_01,aves_aa_4R_auth_0078,group_49,group_30,group_01,,,
aves_aa_4R_1402_0055,133,2,18,12,54,Claus Altheim,doc_01,aves_aa_4R_auth_0079,group_49,group_31,group_01,,,
aves_aa_4R_1402_0056,133,2,19,12,55,Walther Rinowe,doc_01,aves_aa_4R_auth_0029,group_49,group_32,group_01,,,
aves_aa_4R_1403_0005,134,1,5,13,4,her Johanns Heilman der ammeister,doc_01,aves_aa_4R_auth_0080,group_48,,group_01,group_51,,
aves_aa_4R_1403_0030,134,1,30,13,29,her Rüllin Barpfennig,doc_01,aves_aa_4R_auth_0031,group_49,group_05,group_01,group_51,,
aves_aa_4R_1403_0031,134,1,31,13,30,Jacop von Geispoltzheim,doc_01,aves_aa_4R_auth_0081,group_49,group_06,group_01,,,
aves_aa_4R_1403_0032,134,1,32,13,31,Peter Museler,doc_01,aves_aa_4R_auth_0082,group_49,group_07,group_01,,,
aves_aa_4R_1403_0033,134,1,33,13,32,Obreht Armbruster,doc_01,aves_aa_4R_auth_0083,group_49,group_09,group_01,,,
aves_aa_4R_1403_0034,134,1,34,13,33,Diemar Cüntzlin züm Bosser,doc_01,aves_aa_4R_auth_0084,group_49,group_08,group_01,,,
aves_aa_4R_1403_0035,134,1,35,13,34,Gerbot von Kirwilre,doc_01,aves_aa_4R_auth_0085,group_49,group_10,group_01,,,
aves_aa_4R_1403_0036,134,1,36,13,35,Heil Wahssicher,doc_01,aves_aa_4R_auth_0086,group_49,group_11,group_01,,,
aves_aa_4R_1403_0037,134,2,1,13,36,Lauwlin Rülman,doc_01,aves_aa_4R_auth_0087,group_49,group_12,group_01,,,
aves_aa_4R_1403_0038,134,2,2,13,37,Herman Lorer,doc_01,aves_aa_4R_auth_0088,group_49,group_13,group_01,,,
aves_aa_4R_1403_0039,134,2,3,13,38,Johanns Miltemberg,doc_01,aves_aa_4R_auth_0089,group_49,group_14,group_01,,,
aves_aa_4R_1403_0040,134,2,4,13,39,her Peter Sünner,doc_01,aves_aa_4R_auth_0030,group_49,group_15,group_01,group_51,,
aves_aa_4R_1403_0041,134,2,5,13,40,Hanns Vogt,doc_01,aves_aa_4R_auth_0090,group_49,group_16,group_01,,,
aves_aa_4R_1403_0042,134,2,6,13,41,Otteman Münch,doc_01,aves_aa_4R_auth_0043,group_49,group_17,group_01,,,
aves_aa_4R_1403_0043,134,2,7,13,42,Jacob Beildeck,doc_01,aves_aa_4R_auth_0091,group_49,group_18,group_01,,,
aves_aa_4R_1403_0044,134,2,8,13,43,Oberlin Hering,doc_01,aves_aa_4R_auth_0092,group_49,group_19,group_01,,,
aves_aa_4R_1403_0045,134,2,9,13,44,Johanns Waltenheim,doc_01,aves_aa_4R_auth_0093,group_49,group_20,group_01,,,
aves_aa_4R_1403_0046,134,2,10,13,45,Michel Melbrü,doc_01,aves_aa_4R_auth_0094,group_49,group_21,group_01,,,
aves_aa_4R_1403_0047,134,2,11,13,46,Hanns Martin,doc_01,aves_aa_4R_auth_0095,group_49,group_22,group_01,,,
aves_aa_4R_1403_0048,134,2,12,13,47,Cüntz Mönchlin,doc_01,aves_aa_4R_auth_0096,group_49,group_23,group_01,,,
aves_aa_4R_1403_0049,134,2,13,13,48,Marx Rorer,doc_01,aves_aa_4R_auth_0097,group_49,group_24,group_01,,,
aves_aa_4R_1403_0050,134,2,14,13,49,Claus Rüllin,doc_01,aves_aa_4R_auth_0098,group_49,group_25,group_01,,,
aves_aa_4R_1403_0051,134,2,15,13,50,Jecklin Wecker,doc_01,aves_aa_4R_auth_0099,group_49,group_26,group_01,,,
aves_aa_4R_1403_0052,134,2,16,13,51,Erhart Nesselbach,doc_01,aves_aa_4R_auth_0100,group_49,group_27,group_01,,,
aves_aa_4R_1403_0053,134,2,17,13,52,Claus Dingesheim,doc_01,aves_aa_4R_auth_0025,group_49,group_28,group_01,,,
aves_aa_4R_1403_0054,134,2,18,13,53,Lauwlin Hünrer,doc_01,aves_aa_4R_auth_0101,group_49,group_29,group_01,,,
aves_aa_4R_1403_0055,134,2,19,13,54,Cüntz Stahel,doc_01,aves_aa_4R_auth_0027,group_49,group_30,group_01,,,
aves_aa_4R_1403_0056,134,2,20,13,55,"Jacob Altheim, Claus sün",doc_01,aves_aa_4R_auth_0102,group_49,group_31,group_01,,,
aves_aa_4R_1403_0057,134,2,21,13,56,Walther Olman,doc_01,aves_aa_4R_auth_0058,group_49,group_32,group_01,,,
aves_aa_4R_1404_0005,135,1,5,14,4,her Wilhelm Metziger der ammeister,doc_01,aves_aa_4R_auth_0001,group_48,,group_01,group_51,,
aves_aa_4R_1404_0030,135,1,30,14,29,Johanns Barpfennig,doc_01,aves_aa_4R_auth_0059,group_49,group_05,group_01,,,
aves_aa_4R_1404_0031,135,1,31,14,30,Johanns pfister Sant Thoman,doc_01,aves_aa_4R_auth_0032,group_49,group_06,group_01,,,
aves_aa_4R_1404_0032,135,1,32,14,31,Laulin Fritel,doc_01,aves_aa_4R_auth_0103,group_49,group_07,group_01,,,
aves_aa_4R_1404_0033,135,1,33,14,32,Peter Wyngersheim,doc_01,aves_aa_4R_auth_0104,group_49,group_09,group_01,,,
aves_aa_4R_1404_0034,135,1,34,14,33,Johanns Kammerer,doc_01,aves_aa_4R_auth_0105,group_49,group_08,group_01,,,
aves_aa_4R_1404_0035,135,1,35,14,34,Ülrich Isenhusen,doc_01,aves_aa_4R_auth_0007,group_49,group_10,group_01,,,
aves_aa_4R_1404_0036,135,1,36,14,35,Anshelm Spirer,doc_01,aves_aa_4R_auth_0106,group_49,group_11,group_01,,,
aves_aa_4R_1404_0037,135,1,37,14,36,Erhart Kindelin,doc_01,aves_aa_4R_auth_0009,group_49,group_12,group_01,,,
aves_aa_4R_1404_0038,135,1,38,14,37,Johanns Lorer,doc_01,aves_aa_4R_auth_0107,group_49,group_13,group_01,,,
aves_aa_4R_1404_0039,135,1,39,14,38,Johanns Menniger,doc_01,aves_aa_4R_auth_0108,group_49,group_14,group_01,,,
aves_aa_4R_1404_0040,135,1,40,14,39,Johanns Karle,doc_01,aves_aa_4R_auth_0109,group_49,group_15,group_01,,,
aves_aa_4R_1404_0041,135,2,1,14,40,Johanns Münchlin,doc_01,aves_aa_4R_auth_0110,group_49,group_16,group_01,,,
aves_aa_4R_1404_0042,135,2,2,14,41,Lauwlin von Oberkirch,doc_01,aves_aa_4R_auth_0111,group_49,group_17,group_01,,,
aves_aa_4R_1404_0043,135,2,3,14,42,Leonhart Heischer,doc_01,aves_aa_4R_auth_0015,group_49,group_18,group_01,,,
aves_aa_4R_1404_0044,135,2,4,14,43,Johanns Pfowe,doc_01,aves_aa_4R_auth_0112,group_49,group_19,group_01,,,
aves_aa_4R_1404_0045,135,2,5,14,44,Peter Honowe,doc_01,aves_aa_4R_auth_0017,group_49,group_20,group_01,,,
aves_aa_4R_1404_0046,135,2,6,14,45,Johanns Berner,doc_01,aves_aa_4R_auth_0113,group_49,group_21,group_01,,,
aves_aa_4R_1404_0047,135,2,7,14,46,Andres Natteler,doc_01,aves_aa_4R_auth_0019,group_49,group_22,group_01,,,
aves_aa_4R_1404_0048,135,2,8,14,47,Hanns Swicker,doc_01,aves_aa_4R_auth_0020,group_49,group_23,group_01,,,
aves_aa_4R_1404_0049,135,2,9,14,48,Johanns Albreht an der Schintbrucken,doc_01,aves_aa_4R_auth_0114,group_49,group_24,group_01,,,
aves_aa_4R_1404_0050,135,2,10,14,49,her Ülrich Gosse,doc_01,aves_aa_4R_auth_0022,group_49,group_25,group_01,group_51,,
aves_aa_4R_1404_0051,135,2,11,14,50,Heintz Messinger,doc_01,aves_aa_4R_auth_0115,group_49,group_26,group_01,,,
aves_aa_4R_1404_0052,135,2,12,14,51,Henselin Girbaden,doc_01,aves_aa_4R_auth_0116,group_49,group_27,group_01,,,
aves_aa_4R_1404_0053,135,2,13,14,52,Reinhart im Brüch,doc_01,aves_aa_4R_auth_0117,group_49,group_28,group_01,,,
aves_aa_4R_1404_0054,135,2,14,14,53,Claus Steingewürck,doc_01,aves_aa_4R_auth_0077,group_49,group_29,group_01,,,
aves_aa_4R_1404_0055,135,2,15,14,54,Claus Wilgottheim,doc_01,aves_aa_4R_auth_0118,group_49,group_30,group_01,,,
aves_aa_4R_1404_0056,135,2,16,14,55,Leonhart Bobst,doc_01,aves_aa_4R_auth_0057,group_49,group_31,group_01,,,
aves_aa_4R_1404_0057,135,2,17,14,56,Walther Rinowe,doc_01,aves_aa_4R_auth_0029,group_49,group_32,group_01,,,
aves_aa_4R_1405_0005,136,1,5,15,4,her Rüllin Barpfennig der ammeister,doc_01,aves_aa_4R_auth_0031,group_48,,group_01,group_51,,
aves_aa_4R_1405_0030,136,1,30,15,29,Erhart von Rotwil,doc_01,aves_aa_4R_auth_0119,group_49,group_05,group_01,,,
aves_aa_4R_1405_0031,136,1,31,15,30,Wernlin von Hagenowe,doc_01,aves_aa_4R_auth_0120,group_49,group_06,group_01,,,
aves_aa_4R_1405_0032,136,1,32,15,31,Wilhelm von Berse,doc_01,aves_aa_4R_auth_0033,group_49,group_07,group_01,,,
aves_aa_4R_1405_0033,136,1,33,15,32,her Johanns Heilman,doc_01,aves_aa_4R_auth_0080,group_49,group_09,group_01,group_51,,
aves_aa_4R_1405_0034,136,1,34,15,33,Walther Schanlit,doc_01,aves_aa_4R_auth_0121,group_49,group_08,group_01,,,
aves_aa_4R_1405_0035,136,1,35,15,34,Fritsch Wisgerwer,doc_01,aves_aa_4R_auth_0122,group_49,group_10,group_01,,,
aves_aa_4R_1405_0036,136,1,36,15,35,Claus Wurmsser,doc_01,aves_aa_4R_auth_0123,group_49,group_11,group_01,,,
aves_aa_4R_1405_0037,136,1,37,15,36,Erhart von Hagenowe,doc_01,aves_aa_4R_auth_0124,group_49,group_12,group_01,,,
aves_aa_4R_1405_0038,136,1,38,15,37,Eberlin Stegeman,doc_01,aves_aa_4R_auth_0125,group_49,group_13,group_01,,,
aves_aa_4R_1405_0039,136,2,1,15,38,Heintz Schön,doc_01,aves_aa_4R_auth_0066,group_49,group_14,group_01,,,
aves_aa_4R_1405_0040,136,2,2,15,39,her Peter Sünner,doc_01,aves_aa_4R_auth_0030,group_49,group_15,group_01,group_51,,
aves_aa_4R_1405_0041,136,2,3,15,40,Heintzman Selose,doc_01,aves_aa_4R_auth_0042,group_49,group_16,group_01,,,
aves_aa_4R_1405_0042,136,2,4,15,41,der lang Obreht,doc_01,aves_aa_4R_auth_0067,group_49,group_17,group_01,,,
aves_aa_4R_1405_0043,136,2,5,15,42,Claus Hechde,doc_01,aves_aa_4R_auth_0126,group_49,group_18,group_01,,,
aves_aa_4R_1405_0044,136,2,6,15,43,Johanns Loubeck,doc_01,aves_aa_4R_auth_0016,group_49,group_19,group_01,,,
aves_aa_4R_1405_0045,136,2,7,15,44,Claus Arge,doc_01,aves_aa_4R_auth_0127,group_49,group_20,group_01,,,
aves_aa_4R_1405_0046,136,2,8,15,45,Claus Melbrü,doc_01,aves_aa_4R_auth_0128,group_49,group_21,group_01,,,
aves_aa_4R_1405_0047,136,2,9,15,46,Peter Wintzler,doc_01,aves_aa_4R_auth_0129,group_49,group_22,group_01,,,
aves_aa_4R_1405_0048,136,2,10,15,47,Hanns Lamb,doc_01,aves_aa_4R_auth_0130,group_49,group_23,group_01,,,
aves_aa_4R_1405_0049,136,2,11,15,48,Marx Rorer,doc_01,aves_aa_4R_auth_0097,group_49,group_24,group_01,,,
aves_aa_4R_1405_0050,136,2,12,15,49,Claus Messerer,doc_01,aves_aa_4R_auth_0131,group_49,group_25,group_01,,,
aves_aa_4R_1405_0051,136,2,13,15,50,Üllin Frye,doc_01,aves_aa_4R_auth_0132,group_49,group_26,group_01,,,
aves_aa_4R_1405_0052,136,2,14,15,51,Hanns Diether,doc_01,aves_aa_4R_auth_0024,group_49,group_27,group_01,,,
aves_aa_4R_1405_0053,136,2,15,15,52,Claus Dingesheim,doc_01,aves_aa_4R_auth_0025,group_49,group_28,group_01,,,
aves_aa_4R_1405_0054,136,2,16,15,53,Hug Fritschman,doc_01,aves_aa_4R_auth_0133,group_49,group_29,group_01,,,
aves_aa_4R_1405_0055,136,2,17,15,54,Cüntz Stahel,doc_01,aves_aa_4R_auth_0027,group_49,group_30,group_01,,,
aves_aa_4R_1405_0056,136,2,18,15,55,Hug Klye,doc_01,aves_aa_4R_auth_0028,group_49,group_31,group_01,,,
aves_aa_4R_1405_0057,136,2,19,15,56,Walther Oleman,doc_01,aves_aa_4R_auth_0058,group_49,group_32,group_01,,,
aves_aa_4R_1406_0005,137,1,5,16,4,her Wilhelm Metziger der ammeister,doc_01,aves_aa_4R_auth_0001,group_48,,group_01,group_51,,
aves_aa_4R_1406_0030,137,1,30,16,29,Peter Riffe,doc_01,aves_aa_4R_auth_0134,group_49,group_05,group_01,,,
aves_aa_4R_1406_0031,137,1,31,16,30,Cüntze Gerter,doc_01,aves_aa_4R_auth_0135,group_49,group_06,group_01,,,
aves_aa_4R_1406_0032,137,1,32,16,31,Peter Museler,doc_01,aves_aa_4R_auth_0082,group_49,group_07,group_01,,,
aves_aa_4R_1406_0033,137,1,33,16,32,Claus Spilman,doc_01,aves_aa_4R_auth_0005,group_49,group_09,group_01,,,
aves_aa_4R_1406_0034,137,1,34,16,33,Claus Schanlit,doc_01,aves_aa_4R_auth_0136,group_49,group_08,group_01,,,
aves_aa_4R_1406_0035,137,1,35,16,34,Johans Hanseler,doc_01,aves_aa_4R_auth_0036,group_49,group_10,group_01,,,
aves_aa_4R_1406_0036,137,1,36,16,35,Johans Krafft,doc_01,aves_aa_4R_auth_0137,group_49,group_11,group_01,,,
aves_aa_4R_1406_0037,137,1,37,16,36,Mewus Kindelin,doc_01,aves_aa_4R_auth_0138,group_49,group_12,group_01,,,
aves_aa_4R_1406_0038,137,1,38,16,37,Steffan Sporer,doc_01,aves_aa_4R_auth_0065,group_49,group_13,group_01,,,
aves_aa_4R_1406_0039,137,1,39,16,38,Herman zum Überhange,doc_01,aves_aa_4R_auth_0139,group_49,group_14,group_01,,,
aves_aa_4R_1406_0040,137,1,40,16,39,Hans Meiger,doc_01,aves_aa_4R_auth_0140,group_49,group_15,group_01,,,
aves_aa_4R_1406_0041,137,1,41,16,40,Götze von Hagenowe,doc_01,aves_aa_4R_auth_0141,group_49,group_16,group_01,,,
aves_aa_4R_1406_0042,137,1,42,16,41,Heitzman Lamp,doc_01,aves_aa_4R_auth_0142,group_49,group_17,group_01,,,
aves_aa_4R_1406_0043,137,2,1,16,42,Oberlin Hering,doc_01,aves_aa_4R_auth_0092,group_49,group_19,group_01,,,
aves_aa_4R_1406_0044,137,2,2,16,43,Hug Seyffenmachen,doc_01,aves_aa_4R_auth_0143,group_49,group_20,group_01,,,
aves_aa_4R_1406_0045,137,2,3,16,44,Ülrich Hünrer,doc_01,aves_aa_4R_auth_0018,group_49,group_21,group_01,,,
aves_aa_4R_1406_0046,137,2,4,16,45,Hans Grostein,doc_01,aves_aa_4R_auth_0144,group_49,group_22,group_01,,,
aves_aa_4R_1406_0047,137,2,5,16,46,Cüntze Mönchelin,doc_01,aves_aa_4R_auth_0096,group_49,group_23,group_01,,,
aves_aa_4R_1406_0048,137,2,6,16,47,Henselin Stolhofen,doc_01,aves_aa_4R_auth_0145,group_49,group_24,group_01,,,
aves_aa_4R_1406_0049,137,2,7,16,48,her Ülrich Gosse,doc_01,aves_aa_4R_auth_0022,group_49,group_25,group_01,group_51,,
aves_aa_4R_1406_0050,137,2,8,16,49,Hans Frye,doc_01,aves_aa_4R_auth_0146,group_49,group_26,group_01,,,
aves_aa_4R_1406_0051,137,2,9,16,50,Walther Schrotbanck,doc_01,aves_aa_4R_auth_0053,group_49,group_27,group_01,,,
