id,page,column,line,date,rank,quote,source,authority,role,represents,represents_in,title,honorific,is_member
aves_aa_4R_1453_0024,184,1,24,1453,23,her Heinrich Meyer altammeister,doc_01,aves_aa_4R_auth_0500,group_49,group_13,group_01,group_51,group_52,
aves_aa_4R_1453_0025,184,1,25,1453,24,Jacob Rotgebe,doc_01,aves_aa_4R_auth_0364,group_49,group_14,group_01,,,
aves_aa_4R_1453_0026,184,1,26,1453,25,Hanns Lumbart,doc_01,aves_aa_4R_auth_0360,group_49,group_15,group_01,,,
aves_aa_4R_1453_0027,184,1,27,1453,26,Hanns Spirer,doc_01,aves_aa_4R_auth_0574,group_49,group_16,group_01,,,
aves_aa_4R_1453_0028,184,1,28,1453,27,Joͤrg Vetter,doc_01,aves_aa_4R_auth_0643,group_49,group_17,group_01,,,
aves_aa_4R_1453_0029,184,1,29,1453,28,Claus Beingewant,doc_01,aves_aa_4R_auth_0644,group_49,group_18,group_01,,,
aves_aa_4R_1453_0030,184,1,30,1453,29,Hanns von Lare,doc_01,aves_aa_4R_auth_0645,group_49,group_19,group_01,,,
aves_aa_4R_1453_0031,184,1,31,1453,30,Hanns Ros,doc_01,aves_aa_4R_auth_0585,group_49,group_20,group_01,,,
aves_aa_4R_1453_0032,184,1,32,1453,31,Heinrich Birboͧm,doc_01,aves_aa_4R_auth_0502,group_49,group_21,group_01,,,
aves_aa_4R_1453_0033,184,1,33,1453,32,Hanns Spete,doc_01,aves_aa_4R_auth_0261,group_49,group_22,group_01,,,
aves_aa_4R_1453_0034,184,1,34,1453,33,Behtolt Lamb,doc_01,aves_aa_4R_auth_0646,group_49,group_23,group_01,,,
aves_aa_4R_1453_0035,184,1,35,1453,34,Peter Schùbel,doc_01,aves_aa_4R_auth_0647,group_49,group_24,group_01,,,
aves_aa_4R_1453_0036,184,1,36,1453,35,Diebolt Trachenfeils,doc_01,aves_aa_4R_auth_0559,group_49,group_25,group_01,,,
aves_aa_4R_1453_0037,184,2,1,1453,36,Hanns umb und umb,doc_01,aves_aa_4R_auth_0648,group_49,group_26,group_01,,,
aves_aa_4R_1453_0038,184,2,4,1453,37,Uͦlrich Recker,doc_01,aves_aa_4R_auth_0649,group_49,group_27,group_01,,,
aves_aa_4R_1453_0039,184,2,6,1453,38,Claus Dritzehen,doc_01,aves_aa_4R_auth_0607,group_49,group_28,group_01,,,
aves_aa_4R_1453_0040,184,2,8,1453,39,Andres von Gemer,doc_01,aves_aa_4R_auth_0650,group_49,group_29,group_01,,,
aves_aa_4R_1453_0041,184,2,9,1453,40,Berhtolt Kynne,doc_01,aves_aa_4R_auth_0651,group_49,group_30,group_01,,,
aves_aa_4R_1453_0042,184,2,11,1453,41,Diebolt Hetteman,doc_01,aves_aa_4R_auth_0598,group_49,group_31,group_01,,,
aves_aa_4R_1453_0043,184,2,13,1453,42,Claus Kempff,doc_01,aves_aa_4R_auth_0425,group_49,group_32,group_01,,,
aves_aa_4R_1454_0005,185,,5,1454,4,her Jacob Wurmsser der ammeister,doc_01,aves_aa_4R_auth_0522,group_48,,group_01,group_51,,
aves_aa_4R_1454_0016,185,,16,1454,15,Erhart Stange,doc_01,aves_aa_4R_auth_0652,group_49,group_05,group_01,,,
aves_aa_4R_1454_0017,185,,17,1454,16,Hanns Diebolt,doc_01,aves_aa_4R_auth_0653,group_49,group_06,group_01,,,
aves_aa_4R_1454_0018,185,,18,1454,17,Wilhelm Betscholt,doc_01,aves_aa_4R_auth_0509,group_49,group_07,group_01,,,
aves_aa_4R_1454_0019,185,,19,1454,18,Claus von Barre,doc_01,aves_aa_4R_auth_0654,group_49,group_08,group_01,,,
aves_aa_4R_1454_0020,185,,20,1454,19,Claus Renner,doc_01,aves_aa_4R_auth_0655,group_49,group_09,group_01,,,
aves_aa_4R_1454_0021,185,,21,1454,20,Diebolt Reimbolt,doc_01,aves_aa_4R_auth_0561,group_49,group_10,group_01,,,
aves_aa_4R_1454_0022,185,,22,1454,21,Heinrich Bisinger,doc_01,aves_aa_4R_auth_0581,group_49,group_11,group_01,,,
aves_aa_4R_1454_0023,185,,23,1454,22,Michel von Molsheim,doc_01,aves_aa_4R_auth_0573,group_49,group_12,group_01,,,
aves_aa_4R_1454_0024,185,,24,1454,23,Rùllin von Druhtersheim,doc_01,aves_aa_4R_auth_0311,group_49,group_13,group_01,,,
aves_aa_4R_1454_0025,185,,25,1454,24,Heinrich Jùngeling,doc_01,aves_aa_4R_auth_0656,group_49,group_14,group_01,,,
aves_aa_4R_1454_0026,185,,26,1454,25,her Obreht Schalck,doc_01,aves_aa_4R_auth_0352,group_49,group_15,group_01,group_51,,
aves_aa_4R_1454_0027,185,,27,1454,26,Claus Wissensee,doc_01,aves_aa_4R_auth_0548,group_49,group_16,group_01,,,
aves_aa_4R_1454_0028,185,,28,1454,27,Michel Ripel,doc_01,aves_aa_4R_auth_0488,group_49,group_17,group_01,,,
aves_aa_4R_1454_0029,185,,29,1454,28,Anthenig von Heiligenstein,doc_01,aves_aa_4R_auth_0614,group_49,group_18,group_01,,,
aves_aa_4R_1454_0030,185,,30,1454,29,Oberlin Reimbolt,doc_01,aves_aa_4R_auth_0657,group_49,group_19,group_01,,,
aves_aa_4R_1454_0031,185,,31,1454,30,Martin Ernst,doc_01,aves_aa_4R_auth_0595,group_49,group_20,group_01,,,
aves_aa_4R_1454_0032,185,,32,1454,31,Claus Vendenheim,doc_01,aves_aa_4R_auth_0658,group_49,group_21,group_01,,,
aves_aa_4R_1454_0033,185,,33,1454,32,Hanns Ersam,doc_01,aves_aa_4R_auth_0617,group_49,group_22,group_01,,,
aves_aa_4R_1454_0034,185,,34,1454,33,Uͦlrich von Sant Arbogast,doc_01,aves_aa_4R_auth_0659,group_49,group_23,group_01,,,
aves_aa_4R_1454_0035,185,,35,1454,34,Hanns von Molsheim,doc_01,aves_aa_4R_auth_0516,group_49,group_24,group_01,,,
aves_aa_4R_1454_0036,185,,36,1454,35,her Hanns Trachenfeils,doc_01,aves_aa_4R_auth_0493,group_49,group_25,group_01,group_51,,
aves_aa_4R_1454_0037,185,,37,1454,36,Hanns Spiegel,doc_01,aves_aa_4R_auth_0505,group_49,group_26,group_01,,,
aves_aa_4R_1454_0038,185,,39,1454,37,Fridel Sidenfaden,doc_01,aves_aa_4R_auth_0551,group_49,group_27,group_01,,,
aves_aa_4R_1454_0039,185,2,2,1454,38,Conrat Sahspach,doc_01,aves_aa_4R_auth_0540,group_49,group_28,group_01,,,
aves_aa_4R_1454_0040,185,2,3,1454,39,Claus Herbst,doc_01,aves_aa_4R_auth_0660,group_49,group_29,group_01,,,
aves_aa_4R_1454_0041,185,2,4,1454,40,Symont Voͤrster,doc_01,aves_aa_4R_auth_0568,group_49,group_30,group_01,,,
aves_aa_4R_1454_0042,185,2,5,1454,41,Cuͦntz Klye,doc_01,aves_aa_4R_auth_0521,group_49,group_31,group_01,,,
aves_aa_4R_1454_0043,185,2,6,1454,42,Claus Frùnt,doc_01,aves_aa_4R_auth_0473,group_49,group_32,group_01,,,
aves_aa_4R_1455_0005,186,1,5,1455,4,her Conrat Armbruster der ammeister und als der im jare starp,doc_01,aves_aa_4R_auth_0349,group_48,,group_01,group_51,,
aves_aa_4R_1455_0006,186,1,5,1455,5,her Wilhelm Betscholt der ammeister,doc_01,aves_aa_4R_auth_0509,group_48,,group_01,group_51,,
aves_aa_4R_1455_0017,186,1,16,1455,16,Peter Arge,doc_01,aves_aa_4R_auth_0661,group_49,group_05,group_01,,,
aves_aa_4R_1455_0018,186,1,17,1455,17,Uͦlrich Bùrer,doc_01,aves_aa_4R_auth_0662,group_49,group_06,group_01,,,
aves_aa_4R_1455_0019,186,1,18,1455,18,Gotze Offemburg,doc_01,aves_aa_4R_auth_0663,group_49,group_07,group_01,,,
aves_aa_4R_1455_0020,186,1,19,1455,19,Syfrit Pfaffenheim,doc_01,aves_aa_4R_auth_0632,group_49,group_08,group_01,,,
aves_aa_4R_1455_0021,186,1,20,1455,20,Steffan Wynngersheim,doc_01,aves_aa_4R_auth_0664,group_49,group_09,group_01,,,
aves_aa_4R_1455_0022,186,1,21,1455,21,Hanns Vendenheim,doc_01,aves_aa_4R_auth_0571,group_49,group_10,group_01,,,
aves_aa_4R_1455_0023,186,1,22,1455,22,Jacob Friburger,doc_01,aves_aa_4R_auth_0665,group_49,group_11,group_01,,,
aves_aa_4R_1455_0024,186,1,23,1455,23,Engelhart Boͤsch,doc_01,aves_aa_4R_auth_0666,group_49,group_12,group_01,,,
aves_aa_4R_1455_0025,186,1,24,1455,24,her Heinrich Meyer,doc_01,aves_aa_4R_auth_0500,group_49,group_13,group_01,group_51,,
aves_aa_4R_1455_0026,186,1,25,1455,25,Syfrit Zerig,doc_01,aves_aa_4R_auth_0511,group_49,group_14,group_01,,,
aves_aa_4R_1455_0027,186,1,26,1455,26,Jacob Ammelung,doc_01,aves_aa_4R_auth_0667,group_49,group_15,group_01,,,
aves_aa_4R_1455_0028,186,1,27,1455,27,Hanns Spirer,doc_01,aves_aa_4R_auth_0574,group_49,group_16,group_01,,,
aves_aa_4R_1455_0029,186,1,28,1455,28,Erhart Winsticher,doc_01,aves_aa_4R_auth_0453,group_49,group_17,group_01,,,
aves_aa_4R_1455_0030,186,1,29,1455,29,Claus Beingewant,doc_01,aves_aa_4R_auth_0644,group_49,group_18,group_01,,,
aves_aa_4R_1455_0031,186,1,30,1455,30,Claus Wolff,doc_01,aves_aa_4R_auth_0668,group_49,group_19,group_01,,,
aves_aa_4R_1455_0032,186,1,31,1455,31,Hanns Vegersheim,doc_01,aves_aa_4R_auth_0669,group_49,group_20,group_01,,,
aves_aa_4R_1455_0033,186,2,1,1455,32,her Hanns Melbruͤ altammeister,doc_01,aves_aa_4R_auth_0549,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1455_0034,186,2,4,1455,33,Fridrich Wolff,doc_01,aves_aa_4R_auth_0670,group_49,group_22,group_01,,,
aves_aa_4R_1455_0035,186,2,5,1455,34,Hanns Diebolt Brùchel,doc_01,aves_aa_4R_auth_0671,group_49,group_23,group_01,,,
aves_aa_4R_1455_0036,186,2,8,1455,35,Marx Rorer,doc_01,aves_aa_4R_auth_0421,group_49,group_24,group_01,,,
aves_aa_4R_1455_0037,186,2,10,1455,36,Claus von Ernoltzheim,doc_01,aves_aa_4R_auth_0672,group_49,group_25,group_01,,,
aves_aa_4R_1455_0038,186,2,11,1455,37,Peter von Korck,doc_01,aves_aa_4R_auth_0531,group_49,group_26,group_01,,,
aves_aa_4R_1455_0039,186,2,14,1455,38,Diebolt Brant,doc_01,aves_aa_4R_auth_0506,group_49,group_27,group_01,,,
aves_aa_4R_1455_0040,186,2,16,1455,39,Hanns Spilman,doc_01,aves_aa_4R_auth_0518,group_49,group_28,group_01,,,
aves_aa_4R_1455_0041,186,2,18,1455,40,Hanns von Bergheim,doc_01,aves_aa_4R_auth_0673,group_49,group_29,group_01,,,
aves_aa_4R_1455_0042,186,2,19,1455,41,Hanns Paulus,doc_01,aves_aa_4R_auth_0450,group_49,group_30,group_01,,,
aves_aa_4R_1455_0043,186,2,22,1455,42,Diebolt Hetteman,doc_01,aves_aa_4R_auth_0598,group_49,group_31,group_01,,,
aves_aa_4R_1455_0044,186,2,24,1455,43,Hanns von Marckoltzheim,doc_01,aves_aa_4R_auth_0610,group_49,group_32,group_01,,,
aves_aa_4R_1456_0005,187,1,5,1456,4,her Obreht Schalck der ammeister,doc_01,aves_aa_4R_auth_0352,group_48,,group_01,group_51,,
aves_aa_4R_1456_0016,187,1,16,1456,15,her Jacob Wurmsser altammeister,doc_01,aves_aa_4R_auth_0522,group_49,group_05,group_01,group_51,,
aves_aa_4R_1456_0017,187,1,17,1456,16,Walther Dùrre,doc_01,aves_aa_4R_auth_0570,group_49,group_06,group_01,,,
aves_aa_4R_1456_0018,187,1,18,1456,17,Fridrich Betscholt,doc_01,aves_aa_4R_auth_0674,group_49,group_07,group_01,,,
aves_aa_4R_1456_0019,187,1,19,1456,18,Heintzman Holtzhùser,doc_01,aves_aa_4R_auth_0545,group_49,group_08,group_01,,,
aves_aa_4R_1456_0020,187,1,20,1456,19,Michel Ripel,doc_01,aves_aa_4R_auth_0675,group_49,group_09,group_01,,,
aves_aa_4R_1456_0021,187,1,21,1456,20,Claus Duntzenheim,doc_01,aves_aa_4R_auth_0327,group_49,group_10,group_01,,,
aves_aa_4R_1456_0022,187,1,22,1456,21,Claus Boͧmgarter,doc_01,aves_aa_4R_auth_0554,group_49,group_11,group_01,,,
aves_aa_4R_1456_0023,187,1,23,1456,22,Hanns Kachler,doc_01,aves_aa_4R_auth_0621,group_49,group_12,group_01,,,
aves_aa_4R_1456_0024,187,1,24,1456,23,Hanns Holniet,doc_01,aves_aa_4R_auth_0622,group_49,group_13,group_01,,,
aves_aa_4R_1456_0025,187,1,25,1456,24,Dietrich Leisteman,doc_01,aves_aa_4R_auth_0475,group_49,group_14,group_01,,,
aves_aa_4R_1456_0026,187,1,26,1456,25,Jacob Hage,doc_01,aves_aa_4R_auth_0613,group_49,group_15,group_01,,,
aves_aa_4R_1456_0027,187,1,27,1456,26,Walther Vogt,doc_01,aves_aa_4R_auth_0676,group_49,group_16,group_01,,,
aves_aa_4R_1456_0028,187,1,28,1456,27,Michel Ripel,doc_01,aves_aa_4R_auth_0488,group_49,group_17,group_01,,,
aves_aa_4R_1456_0029,187,1,30,1456,28,Anthenige von Heiligenstein,doc_01,aves_aa_4R_auth_0614,group_49,group_18,group_01,,,
aves_aa_4R_1456_0030,187,1,31,1456,29,Claus Schultheiss genant win und brot,doc_01,aves_aa_4R_auth_0677,group_49,group_19,group_01,,,
aves_aa_4R_1456_0031,187,1,34,1456,30,Hanns Grofe,doc_01,aves_aa_4R_auth_0678,group_49,group_20,group_01,,,
aves_aa_4R_1456_0032,187,1,35,1456,31,Claus Dohssenheim,doc_01,aves_aa_4R_auth_0627,group_49,group_21,group_01,,,
aves_aa_4R_1456_0033,187,2,1,1456,32,Hanns Trense,doc_01,aves_aa_4R_auth_0596,group_49,group_22,group_01,,,
aves_aa_4R_1456_0034,187,2,2,1456,33,Heinrich Metziger,doc_01,aves_aa_4R_auth_0638,group_49,group_23,group_01,,,
aves_aa_4R_1456_0035,187,2,3,1456,34,Claus von Wurmsse,doc_01,aves_aa_4R_auth_0679,group_49,group_24,group_01,,,
aves_aa_4R_1456_0036,187,2,4,1456,35,her Hanns Trachenfeils,doc_01,aves_aa_4R_auth_0493,group_49,group_25,group_01,group_51,,
aves_aa_4R_1456_0037,187,2,5,1456,36,Hanns Spiegel,doc_01,aves_aa_4R_auth_0505,group_49,group_26,group_01,,,
aves_aa_4R_1456_0038,187,2,7,1456,37,Wernlin von Dùrningen,doc_01,aves_aa_4R_auth_0680,group_49,group_27,group_01,,,
aves_aa_4R_1456_0039,187,2,9,1456,38,Hanns Voltz,doc_01,aves_aa_4R_auth_0619,group_49,group_28,group_01,,,
aves_aa_4R_1456_0040,187,2,10,1456,39,Hanns Wypolt,doc_01,aves_aa_4R_auth_0412,group_49,group_29,group_01,,,
aves_aa_4R_1456_0041,187,2,11,1456,40,Berhtolt Kynne,doc_01,aves_aa_4R_auth_0651,group_49,group_30,group_01,,,
aves_aa_4R_1456_0042,187,2,12,1456,41,Hanns Hetteman,doc_01,aves_aa_4R_auth_0424,group_49,group_31,group_01,,,
aves_aa_4R_1456_0043,187,2,14,1456,42,Hanns Steinhart,doc_01,aves_aa_4R_auth_0681,group_49,group_32,group_01,,,
aves_aa_4R_1457_0005,188,1,5,1457,4,her Heinrich Meiger der ammeister,doc_01,aves_aa_4R_auth_0500,group_48,,group_01,group_51,,
aves_aa_4R_1457_0016,188,1,16,1457,15,Hannsheinrich Desch,doc_01,aves_aa_4R_auth_0682,group_49,group_05,group_01,,,
aves_aa_4R_1457_0017,188,1,17,1457,16,Walther Dùrre,doc_01,aves_aa_4R_auth_0570,group_49,group_06,group_01,,,
aves_aa_4R_1457_0018,188,1,18,1457,17,Fridrich Betscholt,doc_01,aves_aa_4R_auth_0674,group_49,group_07,group_01,,,
aves_aa_4R_1457_0019,188,1,19,1457,18,Heintzman Holtzhùser,doc_01,aves_aa_4R_auth_0545,group_49,group_08,group_01,,,
aves_aa_4R_1457_0020,188,1,20,1457,19,Bernhart Ripel,doc_01,aves_aa_4R_auth_0683,group_49,group_09,group_01,,,
aves_aa_4R_1457_0021,188,1,21,1457,20,Diebolt Reimbolt,doc_01,aves_aa_4R_auth_0561,group_49,group_10,group_01,,,
aves_aa_4R_1457_0022,188,1,22,1457,21,Stoffelus Brùder,doc_01,aves_aa_4R_auth_0600,group_49,group_11,group_01,,,
aves_aa_4R_1457_0023,188,1,23,1457,22,Hanns Kachler,doc_01,aves_aa_4R_auth_0621,group_49,group_12,group_01,,,
aves_aa_4R_1457_0024,188,1,24,1457,23,Hanns Holtnỳet,doc_01,aves_aa_4R_auth_0622,group_49,group_13,group_01,,,
aves_aa_4R_1457_0025,188,1,25,1457,24,Berhtolt Dolle,doc_01,aves_aa_4R_auth_0684,group_49,group_14,group_01,,,
aves_aa_4R_1457_0026,188,1,26,1457,25,Jacob Hage,doc_01,aves_aa_4R_auth_0613,group_49,group_15,group_01,,,
aves_aa_4R_1457_0027,188,1,27,1457,26,Claus Wissensee,doc_01,aves_aa_4R_auth_0548,group_49,group_16,group_01,,,
aves_aa_4R_1457_0028,188,1,28,1457,27,Jerg Vetter,doc_01,aves_aa_4R_auth_0643,group_49,group_17,group_01,,,
aves_aa_4R_1457_0029,188,1,29,1457,28,Claus Beingewant,doc_01,aves_aa_4R_auth_0644,group_49,group_18,group_01,,,
aves_aa_4R_1457_0030,188,1,30,1457,29,Claus Schultheiss genant win und brot,doc_01,aves_aa_4R_auth_0677,group_49,group_19,group_01,,,
aves_aa_4R_1457_0031,188,1,31,1457,30,Hanns Roß,doc_01,aves_aa_4R_auth_0585,group_49,group_20,group_01,,,
aves_aa_4R_1457_0032,188,1,32,1457,31,her Hanns Melbruͤ altammeister,doc_01,aves_aa_4R_auth_0549,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1457_0033,188,1,33,1457,32,Jacob Klowe,doc_01,aves_aa_4R_auth_0445,group_49,group_22,group_01,,,
aves_aa_4R_1457_0034,188,1,34,1457,33,Syfrit Helwig,doc_01,aves_aa_4R_auth_0685,group_49,group_23,group_01,,,
aves_aa_4R_1457_0035,188,1,35,1457,34,Claus von Wurmß,doc_01,aves_aa_4R_auth_0679,group_49,group_24,group_01,,,
aves_aa_4R_1457_0036,188,1,36,1457,35,her Hanns Trachenfeils altammeister,doc_01,aves_aa_4R_auth_0493,group_49,group_25,group_01,group_51,group_52,
aves_aa_4R_1457_0037,188,1,1,1457,36,Claus Wolle,doc_01,aves_aa_4R_auth_0686,group_49,group_26,group_01,,,
aves_aa_4R_1457_0038,188,1,3,1457,37,Wernlin von Dùrnyngen,doc_01,aves_aa_4R_auth_0680,group_49,group_27,group_01,,,
aves_aa_4R_1457_0039,188,1,6,1457,38,Claus Dritzehen,doc_01,aves_aa_4R_auth_0607,group_49,group_28,group_01,,,
aves_aa_4R_1457_0040,188,1,8,1457,39,Hanns Wipolt,doc_01,aves_aa_4R_auth_0412,group_49,group_29,group_01,,,
aves_aa_4R_1457_0041,188,1,9,1457,40,Symont Voͤrster,doc_01,aves_aa_4R_auth_0568,group_49,group_30,group_01,,,
aves_aa_4R_1457_0042,188,1,11,1457,41,Hanns Hetteman,doc_01,aves_aa_4R_auth_0424,group_49,group_31,group_01,,,
aves_aa_4R_1457_0043,188,1,13,1457,42,Peter Lot,doc_01,aves_aa_4R_auth_0687,group_49,group_32,group_01,,,
aves_aa_4R_1458_0005,189,1,5,1458,4,her Hanns Trachenfeils der ammeister,doc_01,aves_aa_4R_auth_0493,group_48,,group_01,group_51,,
aves_aa_4R_1458_0016,189,1,18,1458,15,Hannsheinrich Desche,doc_01,aves_aa_4R_auth_0682,group_49,group_05,group_01,,,
aves_aa_4R_1458_0017,189,1,19,1458,16,Claus Linser,doc_01,aves_aa_4R_auth_0348,group_49,group_06,group_01,,,
aves_aa_4R_1458_0018,189,1,20,1458,17,her Wilhelm Betscholt,doc_01,aves_aa_4R_auth_0509,group_49,group_07,group_01,group_51,,
aves_aa_4R_1458_0019,189,1,21,1458,18,Syfrit Pfaffenheim,doc_01,aves_aa_4R_auth_0632,group_49,group_08,group_01,,,
aves_aa_4R_1458_0020,189,1,22,1458,19,Veltin von Ehenheim,doc_01,aves_aa_4R_auth_0688,group_49,group_09,group_01,,,
aves_aa_4R_1458_0021,189,1,23,1458,20,Diebolt Reimbolt,doc_01,aves_aa_4R_auth_0561,group_49,group_10,group_01,,,
aves_aa_4R_1458_0022,189,1,24,1458,21,Stoffelus Brùder,doc_01,aves_aa_4R_auth_0600,group_49,group_11,group_01,,,
aves_aa_4R_1458_0023,189,1,25,1458,22,Claus Ziegler,doc_01,aves_aa_4R_auth_0689,group_49,group_12,group_01,,,
aves_aa_4R_1458_0024,189,1,26,1458,23,Hanns Wideman,doc_01,aves_aa_4R_auth_0555,group_49,group_13,group_01,,,
aves_aa_4R_1458_0025,189,1,27,1458,24,Berhtolt Dolle,doc_01,aves_aa_4R_auth_0684,group_49,group_14,group_01,,,
aves_aa_4R_1458_0026,189,1,28,1458,25,her Obreht Schalck altammeister,doc_01,aves_aa_4R_auth_0352,group_49,group_15,group_01,group_51,group_52,
aves_aa_4R_1458_0027,189,1,29,1458,26,Claus Wissensee,doc_01,aves_aa_4R_auth_0548,group_49,group_16,group_01,,,
aves_aa_4R_1458_0028,189,1,30,1458,27,Michel Ripel,doc_01,aves_aa_4R_auth_0488,group_49,group_17,group_01,,,
aves_aa_4R_1458_0029,189,1,31,1458,28,Claus Beingewant,doc_01,aves_aa_4R_auth_0644,group_49,group_18,group_01,,,
aves_aa_4R_1458_0030,189,1,32,1458,29,Diebolt Hennenberg,doc_01,aves_aa_4R_auth_0690,group_49,group_19,group_01,,,
aves_aa_4R_1458_0031,189,1,33,1458,30,Hanns Roß,doc_01,aves_aa_4R_auth_0585,group_49,group_20,group_01,,,
aves_aa_4R_1458_0032,189,1,34,1458,31,her Hanns Melbruͤ altammeister,doc_01,aves_aa_4R_auth_0549,group_49,group_21,group_01,group_51,group_52,
aves_aa_4R_1458_0033,189,1,35,1458,32,Hanns Spete,doc_01,aves_aa_4R_auth_0261,group_49,group_22,group_01,,,
aves_aa_4R_1458_0034,189,1,36,1458,33,Syfrit Helwig,doc_01,aves_aa_4R_auth_0685,group_49,group_23,group_01,,,
aves_aa_4R_1458_0035,189,1,37,1458,34,Peter Schiesel,doc_01,aves_aa_4R_auth_0691,group_49,group_24,group_01,,,
aves_aa_4R_1458_0036,189,1,38,1458,35,Hanns Herbst,doc_01,aves_aa_4R_auth_0692,group_49,group_25,group_01,,,
aves_aa_4R_1458_0037,189,1,39,1458,36,Claus Wolle,doc_01,aves_aa_4R_auth_0686,group_49,group_26,group_01,,,
aves_aa_4R_1458_0038,189,2,1,1458,37,Hanns von Dalheim,doc_01,aves_aa_4R_auth_0693,group_49,group_27,group_01,,,
aves_aa_4R_1458_0039,189,2,2,1458,38,Claus Dritzen,doc_01,aves_aa_4R_auth_0607,group_49,group_28,group_01,,,
aves_aa_4R_1458_0040,189,2,3,1458,39,Andres von Gemer,doc_01,aves_aa_4R_auth_0650,group_49,group_29,group_01,,,
aves_aa_4R_1458_0041,189,2,4,1458,40,Symont Voͤrster,doc_01,aves_aa_4R_auth_0568,group_49,group_30,group_01,,,
aves_aa_4R_1458_0042,189,2,5,1458,41,Conrat Klye,doc_01,aves_aa_4R_auth_0694,group_49,group_31,group_01,,,
aves_aa_4R_1458_0043,189,2,6,1458,42,Peter Lot,doc_01,aves_aa_4R_auth_0687,group_49,group_32,group_01,,,
aves_aa_4R_1459_0005,1,1,5,1459,4,her Hanns Melbruͤ der ammeister,doc_01,aves_aa_4R_auth_0549,group_48,,group_01,group_51,,
aves_aa_4R_1459_0016,1,1,16,1459,15,her Jacob Wurmsser altammeister,doc_01,aves_aa_4R_auth_0522,group_49,group_05,group_01,group_51,group_52,
aves_aa_4R_1459_0017,1,1,17,1459,16,Claus Linser,doc_01,aves_aa_4R_auth_0348,group_49,group_06,group_01,,,
aves_aa_4R_1459_0018,1,1,18,1459,17,her Wilhelm Betscholt,doc_01,aves_aa_4R_auth_0509,group_49,group_07,group_01,group_51,,
aves_aa_4R_1459_0019,1,1,19,1459,18,Syfrit Pfaffenheim,doc_01,aves_aa_4R_auth_0632,group_49,group_08,group_01,,,
aves_aa_4R_1459_0020,1,1,20,1459,19,Veltin von Ehenheim,doc_01,aves_aa_4R_auth_0688,group_49,group_09,group_01,,,
aves_aa_4R_1459_0021,1,1,21,1459,20,Hanns Mynner,doc_01,aves_aa_4R_auth_0546,group_49,group_10,group_01,,,
aves_aa_4R_1459_0022,1,1,22,1459,21,Conrat Dùntzenheim,doc_01,aves_aa_4R_auth_0695,group_49,group_11,group_01,,,
aves_aa_4R_1459_0023,1,1,23,1459,22,Claus Ziegler,doc_01,aves_aa_4R_auth_0689,group_49,group_12,group_01,,,
aves_aa_4R_1459_0024,1,1,24,1459,23,Hanns Wydeman,doc_01,aves_aa_4R_auth_0555,group_49,group_13,group_01,,,
aves_aa_4R_1459_0025,1,1,25,1459,24,Hanns Sleht,doc_01,aves_aa_4R_auth_0696,group_49,group_14,group_01,,,
aves_aa_4R_1459_0026,1,1,26,1459,25,her Obreht Schalck,doc_01,aves_aa_4R_auth_0352,group_49,group_15,group_01,group_51,,
aves_aa_4R_1459_0027,1,1,27,1459,26,Hanns Brant genant Spirer,doc_01,aves_aa_4R_auth_0697,group_49,group_16,group_01,,,
aves_aa_4R_1459_0028,1,1,28,1459,27,Bernhart Scholle,doc_01,aves_aa_4R_auth_0698,group_49,group_17,group_01,,,
aves_aa_4R_1459_0029,1,1,29,1459,28,Claus Bintze,doc_01,aves_aa_4R_auth_0699,group_49,group_18,group_01,,,
aves_aa_4R_1459_0030,1,1,30,1459,29,Diebolt Hennenberg,doc_01,aves_aa_4R_auth_0690,group_49,group_19,group_01,,,
aves_aa_4R_1459_0031,1,1,31,1459,30,Hanns Hertzog,doc_01,aves_aa_4R_auth_0616,group_49,group_20,group_01,,,
aves_aa_4R_1459_0032,1,1,32,1459,31,Heinrich Birboͧm,doc_01,aves_aa_4R_auth_0502,group_49,group_21,group_01,,,
aves_aa_4R_1459_0033,1,1,33,1459,32,Hanns Spete,doc_01,aves_aa_4R_auth_0261,group_49,group_22,group_01,,,
aves_aa_4R_1459_0034,1,1,34,1459,33,Uͦlrich von Sant Arbogast,doc_01,aves_aa_4R_auth_0659,group_49,group_23,group_01,,,
aves_aa_4R_1459_0035,1,1,35,1459,34,Peter Schyfel,doc_01,aves_aa_4R_auth_0691,group_49,group_24,group_01,,,
aves_aa_4R_1459_0036,1,1,37,1459,35,Hanns Herbst,doc_01,aves_aa_4R_auth_0692,group_49,group_25,group_01,,,
aves_aa_4R_1459_0037,1,1,36,1459,36,Hanns Spiegel,doc_01,aves_aa_4R_auth_0505,group_49,group_26,group_01,,,
aves_aa_4R_1459_0038,1,2,2,1459,37,Hanns von Dalheim,doc_01,aves_aa_4R_auth_0693,group_49,group_27,group_01,,,
aves_aa_4R_1459_0039,1,2,5,1459,38,Hanns Schertzheim,doc_01,aves_aa_4R_auth_0700,group_49,group_28,group_01,,,
aves_aa_4R_1459_0040,1,2,8,1459,39,Andres von Gemer,doc_01,aves_aa_4R_auth_0650,group_49,group_29,group_01,,,
aves_aa_4R_1459_0041,1,2,9,1459,40,Lorentz von Illekirch,doc_01,aves_aa_4R_auth_0701,group_49,group_30,group_01,,,
